player,player_id_2018,position_2018,team_name_2018,player_game_count_2018,attempts_2018,avoided_tackles_2018,breakaway_attempts_2018,breakaway_percent_2018,breakaway_yards_2018,declined_penalties_2018,designed_yards_2018,drops_2018,elu_recv_mtf_2018,elu_rush_mtf_2018,elu_yco_2018,elusive_rating_2018,explosive_2018,first_downs_2018,franchise_id_2018,fumbles_2018,gap_attempts_2018,grades_hands_fumble_2018,grades_offense_2018,grades_offense_penalty_2018,grades_pass_2018,grades_pass_block_2018,grades_pass_route_2018,grades_run_2018,grades_run_block_2018,longest_2018,penalties_2018,rec_yards_2018,receptions_2018,routes_2018,run_plays_2018,scramble_yards_2018,scrambles_2018,targets_2018,total_touches_2018,touchdowns_2018,yards_2018,yards_after_contact_2018,yco_attempt_2018,ypa_2018,yprr_2018,zone_attempts_2018,player_id_2019,position_2019,team_name_2019,player_game_count_2019,attempts_2019,avoided_tackles_2019,breakaway_attempts_2019,breakaway_percent_2019,breakaway_yards_2019,declined_penalties_2019,designed_yards_2019,drops_2019,elu_recv_mtf_2019,elu_rush_mtf_2019,elu_yco_2019,elusive_rating_2019,explosive_2019,first_downs_2019,franchise_id_2019,fumbles_2019,gap_attempts_2019,grades_hands_fumble_2019,grades_offense_2019,grades_offense_penalty_2019,grades_pass_2019,grades_pass_block_2019,grades_pass_route_2019,grades_run_2019,grades_run_block_2019,longest_2019,penalties_2019,rec_yards_2019,receptions_2019,routes_2019,run_plays_2019,scramble_yards_2019,scrambles_2019,targets_2019,total_touches_2019,touchdowns_2019,yards_2019,yards_after_contact_2019,yco_attempt_2019,ypa_2019,yprr_2019,zone_attempts_2019,player_id,position,team_name,player_game_count,attempts,avoided_tackles,breakaway_attempts,breakaway_percent,breakaway_yards,declined_penalties,designed_yards,drops,elu_recv_mtf,elu_rush_mtf,elu_yco,elusive_rating,explosive,first_downs,franchise_id,fumbles,gap_attempts,grades_hands_fumble,grades_offense,grades_offense_penalty,grades_pass,grades_pass_block,grades_pass_route,grades_run,grades_run_block,longest,penalties,rec_yards,receptions,routes,run_plays,scramble_yards,scrambles,targets,total_touches,touchdowns,yards,yards_after_contact,yco_attempt,ypa,yprr,zone_attempts,player_id_2021,position_2021,team_name_2021,player_game_count_2021,attempts_2021,avoided_tackles_2021,breakaway_attempts_2021,breakaway_percent_2021,breakaway_yards_2021,declined_penalties_2021,designed_yards_2021,drops_2021,elu_recv_mtf_2021,elu_rush_mtf_2021,elu_yco_2021,elusive_rating_2021,explosive_2021,first_downs_2021,franchise_id_2021,fumbles_2021,gap_attempts_2021,grades_hands_fumble_2021,grades_offense_2021,grades_offense_penalty_2021,grades_pass_2021,grades_pass_block_2021,grades_pass_route_2021,grades_run_2021,grades_run_block_2021,longest_2021,penalties_2021,rec_yards_2021,receptions_2021,routes_2021,run_plays_2021,scramble_yards_2021,scrambles_2021,targets_2021,total_touches_2021,touchdowns_2021,yards_2021,yards_after_contact_2021,yco_attempt_2021,ypa_2021,yprr_2021,zone_attempts_2021,player_id_2022,position_2022,team_name_2022,player_game_count_2022,attempts_2022,avoided_tackles_2022,breakaway_attempts_2022,breakaway_percent_2022,breakaway_yards_2022,declined_penalties_2022,designed_yards_2022,drops_2022,elu_recv_mtf_2022,elu_rush_mtf_2022,elu_yco_2022,elusive_rating_2022,explosive_2022,first_downs_2022,franchise_id_2022,fumbles_2022,gap_attempts_2022,grades_hands_fumble_2022,grades_offense_2022,grades_offense_penalty_2022,grades_pass_2022,grades_pass_block_2022,grades_pass_route_2022,grades_run_2022,grades_run_block_2022,longest_2022,penalties_2022,rec_yards_2022,receptions_2022,routes_2022,run_plays_2022,scramble_yards_2022,scrambles_2022,targets_2022,total_touches_2022,touchdowns_2022,yards_2022,yards_after_contact_2022,yco_attempt_2022,ypa_2022,yprr_2022,zone_attempts_2022
Kenneth Gainwell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77737.0,HB,PHI,16.0,68.0,13.0,2.0,12.4,36.0,0.0,291.0,5.0,2.0,13.0,199.0,43.5,7.0,19.0,24.0,1.0,18.0,42.1,70.7,88.3,,76.2,73.6,68.7,43.1,18.0,0.0,253.0,33.0,182.0,88.0,0.0,0.0,45.0,101.0,5.0,291.0,199.0,2.93,4.3,1.39,49.0,77737.0,HB,PHI,17.0,53.0,5.0,0.0,0.0,0.0,0.0,240.0,3.0,5.0,5.0,145.0,36.0,7.0,17.0,24.0,0.0,19.0,84.9,57.0,89.2,,49.0,49.8,62.3,53.5,13.0,0.0,170.0,23.0,193.0,90.0,0.0,0.0,28.0,76.0,4.0,240.0,145.0,2.74,4.5,0.88,33.0
Jaret Patterson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77745.0,HB,WAS,15.0,68.0,11.0,0.0,0.0,0.0,0.0,266.0,0.0,0.0,11.0,177.0,36.7,6.0,15.0,32.0,1.0,18.0,56.9,62.4,82.0,,51.2,73.3,59.6,60.0,13.0,0.0,73.0,10.0,56.0,74.0,0.0,0.0,11.0,78.0,2.0,266.0,177.0,2.6,3.9,1.3,50.0,77745.0,HB,WAS,1.0,17.0,3.0,0.0,0.0,0.0,0.0,78.0,0.0,0.0,3.0,41.0,42.6,2.0,3.0,32.0,0.0,6.0,78.1,60.9,76.0,,,56.5,61.4,59.9,14.0,0.0,0.0,0.0,10.0,21.0,0.0,0.0,1.0,17.0,0.0,78.0,41.0,2.41,4.6,0.0,11.0
Derrick Gore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32342.0,HB,KC,9.0,51.0,4.0,2.0,28.9,74.0,0.0,256.0,0.0,3.0,4.0,173.0,40.2,5.0,12.0,16.0,0.0,24.0,83.5,77.1,82.1,,75.2,76.5,73.2,58.9,51.0,0.0,105.0,8.0,46.0,63.0,0.0,0.0,9.0,59.0,2.0,256.0,173.0,3.39,5.0,2.28,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mac Jones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60323.0,QB,NE,17.0,44.0,1.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,1.0,12.0,1.4,5.0,22.0,19.0,7.0,2.0,75.6,78.9,24.7,77.4,72.6,58.9,71.0,60.4,13.0,6.0,0.0,0.0,1.0,459.0,106.0,15.0,0.0,29.0,0.0,129.0,82.0,1.86,2.9,0.0,1.0,60323.0,QB,NE,14.0,47.0,3.0,0.0,0.0,0.0,0.0,-13.0,0.0,0.0,1.0,6.0,0.8,3.0,12.0,19.0,5.0,2.0,90.1,67.5,8.2,68.7,,,56.2,60.1,15.0,8.0,0.0,0.0,0.0,305.0,115.0,20.0,0.0,27.0,1.0,102.0,69.0,1.47,2.2,,0.0
Trey Sermon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57372.0,HB,SF,5.0,41.0,8.0,2.0,18.6,31.0,0.0,167.0,1.0,0.0,8.0,119.0,52.8,3.0,9.0,28.0,0.0,18.0,81.9,64.6,80.3,,39.6,44.0,71.1,53.7,16.0,0.0,26.0,3.0,41.0,55.0,0.0,0.0,4.0,44.0,1.0,167.0,119.0,2.9,4.1,0.63,22.0,57372.0,HB,PHI,2.0,2.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,12.0,300.0,1.0,2.0,24.0,0.0,0.0,65.2,71.1,69.8,,,54.9,71.7,60.0,14.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,2.0,0.0,19.0,12.0,6.0,9.5,0.0,2.0
Trey Lance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91399.0,QB,SF,6.0,39.0,1.0,0.0,0.0,0.0,0.0,75.0,0.0,0.0,1.0,56.0,7.7,4.0,8.0,28.0,0.0,15.0,87.3,59.9,82.8,61.1,,,56.7,60.2,15.0,0.0,0.0,0.0,0.0,86.0,93.0,12.0,0.0,27.0,1.0,168.0,134.0,3.44,4.3,,3.0,91399.0,QB,SF,2.0,16.0,3.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,2.0,17.0,23.6,1.0,7.0,28.0,1.0,5.0,34.8,53.1,80.1,52.4,,,56.7,60.0,13.0,0.0,0.0,0.0,0.0,45.0,15.0,4.0,0.0,12.0,0.0,67.0,30.0,1.88,4.2,,0.0
Larry Rountree III,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57308.0,HB,LAC,8.0,36.0,3.0,0.0,0.0,0.0,0.0,87.0,1.0,0.0,3.0,71.0,16.0,1.0,5.0,27.0,0.0,13.0,82.7,45.1,78.5,,48.5,35.4,50.0,60.0,13.0,0.0,-1.0,1.0,42.0,47.0,0.0,0.0,2.0,37.0,1.0,87.0,71.0,1.97,2.4,-0.02,22.0,57308.0,HB,LAC,3.0,13.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,31.0,15.9,0.0,0.0,27.0,0.0,6.0,75.5,55.1,74.5,,73.0,75.6,52.1,60.0,5.0,0.0,14.0,2.0,6.0,18.0,0.0,0.0,2.0,15.0,0.0,19.0,31.0,2.38,1.5,2.33,6.0
Ty'Son Williams,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38287.0,HB,BLT,8.0,35.0,7.0,3.0,38.4,71.0,0.0,185.0,0.0,0.0,7.0,113.0,51.4,6.0,7.0,3.0,1.0,27.0,39.6,62.8,82.7,,89.5,60.4,62.0,53.5,35.0,0.0,84.0,9.0,86.0,53.0,0.0,0.0,12.0,44.0,1.0,185.0,113.0,3.23,5.3,0.98,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eno Benjamin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57136.0,HB,ARZ,8.0,34.0,4.0,1.0,17.8,21.0,0.0,118.0,0.0,4.0,4.0,90.0,52.9,2.0,4.0,1.0,0.0,8.0,82.5,62.7,82.2,,27.8,78.3,57.6,59.8,21.0,0.0,42.0,6.0,41.0,48.0,0.0,0.0,7.0,40.0,1.0,118.0,90.0,2.65,3.5,1.02,24.0,57136.0,HB,NO,14.0,76.0,17.0,4.0,29.2,91.0,1.0,312.0,2.0,11.0,17.0,249.0,90.8,5.0,14.0,20.0,0.0,38.0,87.9,72.2,10.4,,57.5,62.3,81.3,51.0,45.0,2.0,193.0,25.0,195.0,106.0,0.0,0.0,30.0,101.0,2.0,312.0,249.0,3.28,4.1,0.99,31.0
Zach Wilson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82096.0,QB,NYJ,13.0,28.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,7.0,4.9,7.0,10.0,22.0,5.0,0.0,69.3,59.3,73.6,54.8,74.2,56.9,86.8,60.0,52.0,1.0,0.0,0.0,2.0,267.0,182.0,16.0,1.0,12.0,4.0,188.0,111.0,3.96,6.7,0.0,1.0,82096.0,QB,NYJ,9.0,28.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,0.0,3.0,7.0,22.0,1.0,0.0,80.6,46.6,87.0,43.3,,90.6,65.5,60.2,18.0,1.0,2.0,1.0,1.0,214.0,97.0,13.0,1.0,16.0,1.0,102.0,45.0,1.61,3.6,2.0,4.0
Patrick Taylor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40448.0,HB,GB,5.0,23.0,6.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,6.0,70.0,73.0,2.0,5.0,12.0,0.0,7.0,78.3,79.8,77.7,,86.7,60.7,79.3,60.0,12.0,0.0,3.0,2.0,22.0,28.0,0.0,0.0,2.0,25.0,1.0,89.0,70.0,3.04,3.9,0.14,16.0,40448.0,HB,GB,5.0,10.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,20.0,0.0,0.0,2.0,12.0,0.0,4.0,73.6,61.6,76.4,,24.2,74.9,60.2,60.0,6.0,0.0,17.0,1.0,11.0,20.0,0.0,0.0,1.0,11.0,0.0,31.0,20.0,2.0,3.1,1.55,6.0
Godwin Igwebuike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49166.0,HB,DET,10.0,18.0,4.0,1.0,35.6,42.0,0.0,118.0,0.0,4.0,4.0,76.0,135.1,3.0,7.0,11.0,2.0,9.0,26.7,66.6,82.4,,65.6,58.4,72.8,60.0,42.0,0.0,60.0,7.0,70.0,19.0,0.0,0.0,10.0,25.0,1.0,118.0,76.0,4.22,6.6,0.86,9.0,49166.0,HB,SEA,2.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,29.0,0.0,0.0,77.3,66.4,69.5,,,65.4,64.3,59.9,4.0,0.0,3.0,1.0,1.0,4.0,0.0,0.0,1.0,4.0,0.0,4.0,4.0,1.33,1.3,3.0,3.0
Davis Mills,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52269.0,QB,HST,13.0,18.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,0.0,1.0,5.0,13.0,5.0,0.0,48.0,58.5,73.8,59.0,,58.9,48.4,60.3,11.0,3.0,0.0,0.0,1.0,273.0,42.0,10.0,0.0,8.0,0.0,44.0,39.0,2.17,2.4,0.0,2.0,52269.0,QB,HST,15.0,32.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,3.0,7.0,13.0,8.0,1.0,60.6,61.9,50.2,63.6,70.7,57.1,43.2,60.6,17.0,4.0,0.0,0.0,2.0,288.0,106.0,17.0,0.0,15.0,2.0,108.0,49.0,1.53,3.4,0.0,3.0
Rondale Moore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62890.0,WR,ARZ,14.0,18.0,3.0,1.0,34.2,26.0,0.0,76.0,2.0,13.0,3.0,77.0,95.1,2.0,2.0,1.0,1.0,8.0,68.1,71.2,87.3,,,70.7,66.8,53.8,26.0,1.0,435.0,54.0,265.0,156.0,0.0,0.0,64.0,72.0,0.0,76.0,77.0,4.28,4.2,1.64,2.0,62890.0,WR,ARZ,8.0,6.0,0.0,0.0,0.0,0.0,1.0,-5.0,4.0,7.0,0.0,5.0,12.4,0.0,1.0,1.0,0.0,1.0,79.3,63.4,87.4,,,63.6,55.4,56.9,9.0,1.0,414.0,41.0,281.0,157.0,0.0,0.0,55.0,47.0,0.0,-5.0,5.0,0.83,-0.8,1.47,0.0
Chris Evans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27303.0,HB,CIN,12.0,17.0,5.0,0.0,0.0,0.0,0.0,77.0,0.0,5.0,5.0,71.0,130.5,3.0,3.0,7.0,0.0,5.0,79.6,75.4,80.7,,84.1,84.3,63.6,60.0,13.0,0.0,151.0,15.0,65.0,21.0,0.0,0.0,17.0,32.0,0.0,77.0,71.0,4.18,4.5,2.32,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jermar Jefferson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83740.0,HB,DET,6.0,15.0,0.0,1.0,37.8,28.0,0.0,74.0,0.0,0.0,0.0,36.0,0.0,1.0,4.0,11.0,0.0,8.0,76.9,69.3,77.9,,30.9,70.4,67.6,60.0,28.0,0.0,23.0,4.0,15.0,18.0,0.0,0.0,5.0,19.0,2.0,74.0,36.0,2.4,4.9,1.53,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Deon Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57189.0,HB,IND,3.0,13.0,1.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,1.0,27.0,16.0,1.0,2.0,14.0,0.0,3.0,74.7,61.4,72.5,,,,61.0,60.0,10.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,13.0,1.0,31.0,27.0,2.08,2.4,,9.0,57189.0,HB,IND,13.0,68.0,8.0,2.0,14.0,33.0,0.0,236.0,1.0,5.0,8.0,159.0,31.0,6.0,13.0,14.0,1.0,30.0,61.2,62.9,85.9,,53.1,69.3,60.1,59.4,17.0,0.0,209.0,30.0,142.0,75.0,0.0,0.0,34.0,98.0,1.0,236.0,159.0,2.34,3.5,1.47,35.0
Kene Nwangwu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40547.0,HB,MIN,6.0,13.0,5.0,1.0,31.1,19.0,0.0,61.0,0.0,0.0,5.0,63.0,142.5,2.0,3.0,18.0,0.0,1.0,82.2,68.2,77.0,,69.4,63.8,67.3,,19.0,0.0,9.0,4.0,14.0,15.0,0.0,0.0,5.0,17.0,0.0,61.0,63.0,4.85,4.7,0.64,7.0,40547.0,HB,MIN,3.0,9.0,2.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,22.0,44.4,0.0,1.0,18.0,0.0,5.0,84.8,56.4,71.5,,11.2,73.3,56.6,,8.0,0.0,21.0,2.0,7.0,9.0,0.0,0.0,2.0,11.0,0.0,14.0,22.0,2.44,1.6,3.0,4.0
Kendrick Bourne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12270.0,WR,NE,17.0,12.0,2.0,4.0,52.8,66.0,0.0,125.0,2.0,11.0,2.0,51.0,82.5,6.0,7.0,19.0,1.0,0.0,48.4,75.6,53.2,71.0,,75.2,75.0,43.3,18.0,3.0,800.0,55.0,402.0,143.0,0.0,0.0,67.0,67.0,0.0,125.0,51.0,4.25,10.4,1.99,0.0,12270.0,WR,NE,16.0,6.0,4.0,2.0,112.8,44.0,1.0,39.0,3.0,3.0,4.0,28.0,79.7,2.0,2.0,19.0,2.0,0.0,23.4,63.6,22.5,,,67.8,61.4,29.8,29.0,4.0,434.0,35.0,296.0,131.0,0.0,0.0,47.0,41.0,0.0,39.0,28.0,4.67,6.5,1.47,0.0
Jordan Love,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40306.0,QB,GB,6.0,12.0,0.0,0.0,0.0,0.0,1.0,-6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,12.0,3.0,0.0,27.2,36.2,81.6,31.3,,,70.5,60.0,10.0,1.0,0.0,0.0,0.0,58.0,33.0,5.0,0.0,7.0,0.0,27.0,37.0,3.08,2.3,,0.0,40306.0,QB,GB,4.0,1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,75.7,78.7,75.6,77.1,,,60.0,60.0,-1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,-1.0,0.0,0.0,-1.0,,0.0
Kylin Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57306.0,HB,GB,4.0,10.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,19.0,0.0,0.0,1.0,12.0,0.0,3.0,78.7,55.5,75.3,,77.2,55.4,55.7,60.0,8.0,0.0,5.0,1.0,11.0,13.0,0.0,0.0,2.0,11.0,0.0,24.0,19.0,1.9,2.4,0.45,6.0,57306.0,HB,GB,1.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,3.0,300.0,0.0,1.0,12.0,0.0,0.0,61.9,65.1,65.0,,,,62.9,,7.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7.0,3.0,3.0,7.0,,1.0
Jonathan Ward,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25859.0,HB,ARZ,8.0,9.0,0.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,19.0,0.0,0.0,3.0,1.0,0.0,1.0,74.4,83.2,79.2,,26.6,90.9,73.2,72.4,7.0,0.0,34.0,3.0,25.0,19.0,0.0,0.0,3.0,12.0,0.0,33.0,19.0,2.11,3.7,1.36,7.0,25859.0,HB,TEN,2.0,5.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,1.0,0.0,13.0,37.1,2.0,2.0,31.0,0.0,2.0,71.9,73.1,70.2,,,71.5,70.1,,12.0,0.0,7.0,2.0,5.0,5.0,0.0,0.0,3.0,7.0,0.0,25.0,13.0,2.6,5.0,1.4,2.0
Trevor Siemian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9683.0,QB,NO,6.0,9.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,1.0,0.0,1.0,2.0,20.0,3.0,0.0,70.6,64.4,58.7,63.6,,,62.2,60.2,17.0,1.0,0.0,0.0,0.0,142.0,22.0,3.0,0.0,6.0,1.0,20.0,42.0,4.67,2.2,,0.0,9683.0,QB,CHI,2.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,6.0,0.0,0.0,78.0,33.9,78.6,33.5,,,56.1,60.5,6.0,0.0,0.0,0.0,0.0,31.0,6.0,1.0,0.0,3.0,0.0,8.0,4.0,1.0,2.0,,0.0
Cooper Rush,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12324.0,QB,DAL,5.0,9.0,0.0,0.0,0.0,0.0,0.0,-10.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,1.0,0.0,43.2,56.7,81.1,57.0,,58.9,56.5,60.0,2.0,0.0,0.0,0.0,1.0,55.0,2.0,1.0,0.0,8.0,0.0,-8.0,1.0,0.11,-0.9,0.0,0.0,12324.0,QB,DAL,9.0,9.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,2.0,1.0,71.3,56.5,85.3,55.9,,,54.8,60.0,6.0,1.0,0.0,0.0,0.0,159.0,8.0,2.0,0.0,7.0,0.0,6.0,1.0,0.11,0.7,,0.0
Jake Fromm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60389.0,QB,NYG,3.0,8.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,4.0,21.0,2.0,0.0,45.4,38.5,81.2,36.7,,,61.4,60.5,27.0,0.0,0.0,0.0,0.0,40.0,62.0,6.0,0.0,2.0,0.0,65.0,45.0,5.63,8.1,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
