,Player,Team,Position,Cap_Space,year
15787,Keith McGill,Raiders,S,0.4798203592814371,2017
15788,Ronald Darby,Eagles,CB,0.47929700598802394,2017
15789,Kenyan Drake,Dolphins,RB,0.4792305389221557,2017
15790,Branden Oliver,Chargers,RB,0.47904191616766467,2017
15791,John Jenkins,Bears,DE,0.47904191616766467,2017
15792,Junior Galette,Commanders,OLB,0.47904191616766467,2017
15793,Tyler Kroft,Bengals,TE,0.47900838323353295,2017
15794,David Johnson,Cardinals,RB,0.47894790419161676,2017
15795,Jordan Hicks,Eagles,ILB,0.4767562874251497,2017
15796,Billy Turner,Broncos,G,0.47544910179640715,2017
15797,Walt Aikens,Dolphins,FS,0.4754353293413173,2017
15798,Danielle Hunter,Vikings,DE,0.47473353293413173,2017
15799,Dontae Johnson,49ers,CB,0.47313532934131736,2017
15800,Ty Montgomery,Packers,RB,0.472237125748503,2017
15801,Carl Davis,Ravens,DT,0.4712700598802395,2017
15802,Chaz Green,Cowboys,G,0.47093832335329344,2017
15803,Tanoh Kpassagnon,Chiefs,DE,0.47046467065868264,2017
15804,Jeff Heuerman,Broncos,TE,0.4701802395209581,2017
15805,Shon Coleman,Browns,T,0.4699904191616766,2017
15806,Ty Sambrailo,Falcons,LT,0.46984011976047907,2017
15807,Henry Anderson,Colts,DE,0.46881377245508976,2017
15808,Chidobe Awuzie,Cowboys,CB,0.4663676646706587,2017
15809,Seantrel Henderson,Bills,RT,0.4663568862275449,2017
15810,Daryl Worley,Panthers,CB,0.46462335329341314,2017
15811,Quinton Dial,Packers,DT,0.46407245508982037,2017
15812,Brian Schwenke,Titans,C,0.4640718562874252,2017
15813,Brock Osweiler,Broncos,QB,0.4640718562874252,2017
15814,Carson Tinker,Jaguars,LS,0.4640718562874252,2017
15815,Cedric Thornton,Bills,DT,0.4640718562874252,2017
15816,Julian Stanford,Jets,OLB,0.4640718562874252,2017
15817,Kai Forbath,Vikings,K,0.4640718562874252,2017
15818,Patrick Robinson,Eagles,CB,0.4640718562874252,2017
15819,Randy Bullock,Bengals,K,0.4640718562874252,2017
15820,Rashaan Melvin,Colts,CB,0.4640718562874252,2017
15821,Ryan Quigley,Vikings,P,0.4640718562874252,2017
15822,Steven Nelson,Chiefs,CB,0.4634658682634731,2017
15823,Cody Kessler,Browns,QB,0.4612251497005988,2017
15824,Josh Jones,Packers,S,0.46090479041916166,2017
15825,Joe Thuney,Patriots,G,0.4600940119760479,2017
15826,Brent Urban,Ravens,DE,0.4581712574850299,2017
15827,Dakota Dozier,Jets,G,0.4581712574850299,2017
15828,Tom Savage,Texans,QB,0.4581712574850299,2017
15829,Isaac Seumalo,Eagles,G,0.4580634730538922,2017
15830,Obi Melifonwu,Raiders,S,0.45797844311377245,2017
15831,Dion Dawkins,Bills,T,0.4554425149700599,2017
15832,Adolphus Washington,Bills,DT,0.45423592814371255,2017
15833,Taylor Moton,Panthers,T,0.452711377245509,2017
15834,Trey Flowers,Patriots,DE,0.4519359281437126,2017
15835,Daryl Williams,Panthers,RT,0.45166467065868265,2017
15836,Bryce Petty,Jets,QB,0.4511520958083832,2017
15837,Logan Thomas,Bills,TE,0.4505988023952096,2017
15838,Jamison Crowder,Commanders,WR,0.4499437125748503,2017
15839,Justin Hardy,Falcons,WR,0.44922455089820357,2017
15840,Kyler Fackrell,Packers,OLB,0.4482107784431138,2017
15841,Clayton Geathers,Colts,FS,0.44819281437125746,2017
15842,Le'Raven Clark,Colts,RT,0.44696586826347307,2017
15843,Steven Means,Eagles,DE,0.4461077844311377,2017
15844,Ryan Grant,Commanders,WR,0.445151497005988,2017
15845,Rodney Gunter,Cardinals,DT,0.4445982035928143,2017
15846,Jordan Jenkins,Jets,OLB,0.44370059880239526,2017
15847,Martellus Bennett,Patriots,TE,0.44249760479041916,2017
15848,Nick Vigil,Bengals,OLB,0.44245928143712576,2017
15849,Josh Shaw,Bengals,CB,0.442174251497006,2017
15850,Nat Berhe,Giants,SS,0.44203592814371256,2017
15851,C.J. Prosise,Seahawks,RB,0.44198562874251496,2017
15852,Kendall Fuller,Commanders,CB,0.44138083832335323,2017
15853,Raekwon McMillan,Dolphins,OLB,0.44137604790419166,2017
15854,Za'Darius Smith,Ravens,OLB,0.4405916167664671,2017
15855,JuJu Smith-Schuster,Steelers,WR,0.4404287425149701,2017
15856,A.J. McCarron,Bengals,QB,0.44036706586826346,2017
15857,Leonte Carroo,Dolphins,WR,0.44017784431137724,2017
15858,Braxton Miller,Texans,WR,0.4399850299401198,2017
15859,Kwon Alexander,Buccaneers,ILB,0.4398682634730539,2017
15860,Javorius Allen,Ravens,RB,0.43929221556886233,2017
15861,Austin Hooper,Falcons,TE,0.43913592814371255,2017
15862,Javon Hargrave,Steelers,DT,0.4391101796407186,2017
15863,Brandon Williams,Cardinals,CB,0.43812754491017963,2017
15864,Damien Wilson,Cowboys,OLB,0.4380706586826347,2017
15865,Jon Feliciano,Raiders,G,0.43722335329341316,2017
15866,Jake Ryan,Packers,ILB,0.43662814371257486,2017
15867,Nick Vannett,Seahawks,TE,0.43486227544910183,2017
15868,Shaq Mason,Patriots,G,0.4346592814371258,2017
15869,James Winchester,Chiefs,LS,0.43413173652694614,2017
15870,Martavis Bryant,Steelers,WR,0.43401497005988027,2017
15871,Pierre Desir,Colts,CB,0.4318862275449102,2017
15872,Graham Glasgow,Lions,G,0.4310508982035928,2017
15873,Alfred Blue,Texans,RB,0.43082814371257483,2017
15874,Pat O'Donnell,Bears,P,0.4289383233532934,2017
15875,Reggie Ragland,Chiefs,ILB,0.4284532934131736,2017
15876,Josh Wells,Jaguars,RT,0.4281437125748503,2017
15877,Rees Odhiambo,Seahawks,T,0.42775748502994015,2017
15878,Larry Ogunjobi,Browns,DT,0.42538383233532934,2017
15879,Daniel McCullers,Steelers,DT,0.4249520958083832,2017
15880,Ahkello Witherspoon,49ers,CB,0.4241874251497006,2017
15881,Alvin Kamara,Saints,RB,0.4240676646706587,2017
15882,Dawuane Smoot,Jaguars,DE,0.42277844311377244,2017
15883,Adrian Peterson,Cardinals,RB,0.4226838323353293,2017
15884,Beau Allen,Eagles,DT,0.42249221556886224,2017
15885,Terrence Brooks,Jets,FS,0.4221556886227545,2017
15886,Terrence Fede,Dolphins,DE,0.42154970059880237,2017
15887,Cooper Kupp,Rams,WR,0.4213712574850299,2017
15888,Jeff Janis,Packers,WR,0.4208670658682635,2017
15889,Max Garcia,Broncos,G,0.4200137724550898,2017
15890,Parker Ehinger,Chiefs,G,0.4189982035928143,2017
15891,Pat Elflein,Vikings,C,0.418688622754491,2017
15892,Eric Murray,Chiefs,CB,0.4185329341317366,2017
15893,Joe Schobert,Browns,OLB,0.4182568862275449,2017
15894,Dan Feeney,Chargers,G,0.41686107784431137,2017
15895,Alterraun Verner,Dolphins,CB,0.4161676646706587,2017
15896,Amini Silatolu,Panthers,G,0.4161676646706587,2017
15897,Andrew Hawkins,Patriots,WR,0.4161676646706587,2017
15898,Austin Davis,Seahawks,QB,0.4161676646706587,2017
15899,Austin Pasztor,Falcons,T,0.4161676646706587,2017
15900,Benny Cunningham,Bears,RB,0.4161676646706587,2017
15901,Brandon Tate,Bills,WR,0.4161676646706587,2017
15902,Brian Quick,Commanders,WR,0.4161676646706587,2017
15903,Chris Carter,Commanders,ILB,0.4161676646706587,2017
15904,Don Muhlbach,Lions,LS,0.4161676646706587,2017
15905,John Denney,Dolphins,LS,0.4161676646706587,2017
15906,Jon Condo,Raiders,LS,0.4161676646706587,2017
15907,Justin Hunter,Steelers,WR,0.4161676646706587,2017
15908,Leonard Johnson,Bills,CB,0.4161676646706587,2017
15909,Mark Herzlich,Giants,OLB,0.4161676646706587,2017
15910,Mike Tolbert,Bills,FB,0.4161676646706587,2017
15911,Nickell Robey-Coleman,Rams,CB,0.4161676646706587,2017
15912,Rafael Bush,Saints,FS,0.4161676646706587,2017
15913,Ramon Humber,Bills,OLB,0.4161676646706587,2017
15914,Sam Acho,Bears,OLB,0.4161676646706587,2017
15915,Terence Garvin,Seahawks,ILB,0.4161676646706587,2017
15916,Tramaine Brock,Vikings,CB,0.4161676646706587,2017
15917,Connor Cook,Raiders,QB,0.4161508982035928,2017
15918,Taywan Taylor,Titans,WR,0.41557065868263476,2017
15919,Jordan Willis,Bengals,DE,0.41383233532934127,2017
15920,Adarius Taylor,Buccaneers,OLB,0.41317365269461076,2017
15921,Adrian Phillips,Chargers,FS,0.41317365269461076,2017
15922,Andrew DePaola,Bears,LS,0.41317365269461076,2017
15923,Ben Garland,Falcons,G,0.41317365269461076,2017
15924,Bene Benwikere,Cowboys,CB,0.41317365269461076,2017
15925,Brandon Dunn,Texans,DE,0.41317365269461076,2017
15926,Brittan Golden,Cardinals,WR,0.41317365269461076,2017
15927,Cameron Brate,Buccaneers,TE,0.41317365269461076,2017
15928,Chris Smith,Bengals,DE,0.41317365269461076,2017
15929,Chris Watt,Saints,C,0.41317365269461076,2017
15930,Cody Parkey,Dolphins,K,0.41317365269461076,2017
15931,David King,Titans,DE,0.41317365269461076,2017
15932,Derrick Coleman,Falcons,FB,0.41317365269461076,2017
15933,Dewey McDonald,Seahawks,OLB,0.41317365269461076,2017
15934,Dustin Hopkins,Commanders,K,0.41317365269461076,2017
15935,Jaylen Watkins,Eagles,S,0.41317365269461076,2017
15936,Jeremiah Sirles,Vikings,G,0.41317365269461076,2017
15937,Jon Bostic,Colts,ILB,0.41317365269461076,2017
15938,Jordan Tripp,Falcons,ILB,0.41317365269461076,2017
15939,Keith Smith,Cowboys,FB,0.41317365269461076,2017
15940,Kenneth Acker,Chiefs,CB,0.41317365269461076,2017
15941,Kerwynn Williams,Cardinals,RB,0.41317365269461076,2017
15942,Kevin Pierre-Louis,Chiefs,OLB,0.41317365269461076,2017
15943,Luke Bowanko,Ravens,C,0.41317365269461076,2017
15944,Marquis Flowers,Patriots,OLB,0.41317365269461076,2017
15945,Nick Williams,Falcons,WR,0.41317365269461076,2017
15946,Peyton Thompson,Jaguars,SS,0.41317365269461076,2017
15947,Sammy Watkins,Rams,WR,0.41317365269461076,2017
15948,Steven Terrell,Chiefs,CB,0.41317365269461076,2017
15949,TJ Jones,Lions,WR,0.41317365269461076,2017
15950,Terrance Mitchell,Chiefs,CB,0.41317365269461076,2017
15951,Tommy Bohanon,Jaguars,FB,0.41317365269461076,2017
15952,Ty Nsekhe,Commanders,LT,0.41317365269461076,2017
15953,Will Clarke,Buccaneers,DE,0.41317365269461076,2017
15954,Chris Wormley,Ravens,DT,0.4129700598802395,2017
15955,Chris Moore,Ravens,WR,0.41262874251497006,2017
15956,Nick Novak,Chargers,K,0.4121167664670659,2017
15957,Ryan Smith,Buccaneers,CB,0.41200000000000003,2017
15958,Duke Riley,Falcons,LB,0.4116395209580838,2017
15959,B.J. Goodson,Giants,ILB,0.41050958083832334,2017
15960,Tyler Higbee,Rams,TE,0.41030838323353297,2017
15961,Joe Cardona,Patriots,LS,0.41017964071856283,2017
15962,Miles Killebrew,Lions,S,0.40996467065868264,2017
15963,Nick Kwiatkoski,Bears,ILB,0.40944910179640714,2017
15964,Justin Simmons,Broncos,SS,0.4090556886227545,2017
15965,Ricardo Louis,Browns,WR,0.4083604790419162,2017
15966,De'Vondre Campbell,Falcons,OLB,0.4080131736526946,2017
15967,Hassan Ridgeway,Colts,DE,0.4072185628742515,2017
15968,Tim Williams,Ravens,OLB,0.406688622754491,2017
15969,Pharoh Cooper,Rams,WR,0.4063868263473054,2017
15970,Demarcus Robinson,Chiefs,WR,0.4061634730538922,2017
15971,Juston Burris,Jets,CB,0.40585748502994007,2017
15972,Grady Jarrett,Falcons,DT,0.4053670658682635,2017
15973,ArDarius Stewart,Jets,WR,0.40513832335329336,2017
15974,Rashad Greene,Jaguars,WR,0.4047622754491018,2017
15975,David Onyemata,Saints,DT,0.40454251497005994,2017
15976,Martrell Spaight,Commanders,ILB,0.4038844311377246,2017
15977,Tarell Basham,Colts,OLB,0.40357125748503,2017
15978,Adrian Amos,Bears,FS,0.4030359281437126,2017
15979,Bobby McCain,Dolphins,CB,0.4024383233532934,2017
15980,Stefon Diggs,Vikings,WR,0.4023520958083832,2017
15981,Deon Bush,Bears,S,0.4021281437125749,2017
15982,Fabian Moreau,Commanders,CB,0.4020047904191617,2017
15983,Brett Hundley,Packers,QB,0.40174131736526947,2017
15984,Antonio Morrison,Colts,ILB,0.40118323353293417,2017
15985,Kyle Emanuel,Chargers,OLB,0.40098383233532936,2017
15986,Tyeler Davison,Saints,DT,0.40078203592814376,2017
15987,Tony Lippett,Dolphins,CB,0.4004137724550898,2017
15988,C.J. Uzomah,Bengals,TE,0.40011377245508983,2017
15989,J.J. Nelson,Cardinals,WR,0.39967065868263474,2017
15990,Jesse James,Steelers,TE,0.39953772455089814,2017
15991,Evan Boehm,Cardinals,G,0.39917365269461075,2017
15992,Montravius Adams,Packers,DT,0.3989185628742515,2017
15993,Chris Jones,49ers,DT,0.39820359281437123,2017
15994,Jarvis Jenkins,Chiefs,DE,0.39820359281437123,2017
15995,Derrick Kindred,Browns,S,0.3981071856287425,2017
15996,Bradley Pinion,49ers,P,0.3973353293413174,2017
15997,Chris Godwin,Buccaneers,WR,0.39703053892215573,2017
15998,Kareem Hunt,Chiefs,RB,0.39460359281437124,2017
15999,Davis Webb,Giants,QB,0.3931766467065868,2017
16000,Cameron Artis-Payne,Panthers,RB,0.393151497005988,2017
16001,David Mayo,Panthers,OLB,0.393151497005988,2017
16002,Nick Boyle,Ravens,TE,0.393151497005988,2017
16003,Eddie Vanderdoes,Raiders,DT,0.39239700598802396,2017
16004,Shaquill Griffin,Seahawks,CB,0.3920089820359281,2017
16005,John Johnson,Rams,SS,0.3918790419161677,2017
16006,Jourdan Lewis,Cowboys,CB,0.3912317365269461,2017
16007,Cornelius Lucas,Rams,RT,0.3888688622754491,2017
16008,Jordan Devey,Chiefs,G,0.3888670658682635,2017
16009,Delano Hill,Seahawks,S,0.38734670658682635,2017
16010,Darius Philon,Chargers,DE,0.38631497005988025,2017
16011,Kenny Golladay,Lions,WR,0.386051497005988,2017
16012,Leterrius Walton,Steelers,DE,0.38576766467065865,2017
16013,Quandre Diggs,Lions,SS,0.3855317365269461,2017
16014,Aaron Ripkowski,Packers,FB,0.38419101796407185,2017
16015,Amara Darboh,Seahawks,WR,0.38417485029940124,2017
16016,Brendan Langley,Broncos,CB,0.38417485029940124,2017
16017,C.J. Beathard,49ers,QB,0.38417485029940124,2017
16018,Chad Williams,Cardinals,WR,0.38417485029940124,2017
16019,Cordrea Tankersley,Dolphins,CB,0.38417485029940124,2017
16020,Jonnu Smith,Titans,TE,0.38417485029940124,2017
16021,Kendell Beckwith,Buccaneers,OLB,0.38417485029940124,2017
16022,Nazair Jones,Seahawks,DT,0.38417485029940124,2017
16023,Rasul Douglas,Eagles,CB,0.38417485029940124,2017
16024,Trey Hendrickson,Saints,DE,0.38417485029940124,2017
16025,Darren Waller,Ravens,TE,0.38394191616766465,2017
16026,Bryan Witzmann,Chiefs,G,0.38323353293413176,2017
16027,E.J. Manuel,Raiders,QB,0.38323353293413176,2017
16028,Blake Martinez,Packers,ILB,0.3807473053892215,2017
16029,Dak Prescott,Cowboys,QB,0.3807473053892215,2017
16030,Dean Lowry,Packers,DE,0.3807473053892215,2017
16031,Devontae Booker,Broncos,RB,0.3807473053892215,2017
16032,Seth Devalve,Browns,TE,0.3807473053892215,2017
16033,Willie Henry,Ravens,DT,0.3807473053892215,2017
16034,Jaleel Johnson,Vikings,DT,0.3799928143712575,2017
16035,Bryce Hager,Rams,ILB,0.379062874251497,2017
16036,Tedric Thompson,Seahawks,S,0.37904251497005986,2017
16037,Eddie Jackson,Bears,S,0.37811317365269465,2017
16038,Rayshawn Jenkins,Chargers,S,0.37757604790419164,2017
16039,Samaje Perine,Commanders,RB,0.3772125748502994,2017
16040,Corey Robinson,Lions,LT,0.3769323353293413,2017
16041,Dexter McDonald,Raiders,CB,0.37677365269461077,2017
16042,Trenton Brown,49ers,RT,0.3766305389221557,2017
16043,Geoff Swaim,Cowboys,TE,0.3764568862275449,2017
16044,Denzelle Good,Colts,RT,0.37616526946107787,2017
16045,Trevor Siemian,Broncos,QB,0.37616467065868264,2017
16046,Carl Lawson,Bengals,OLB,0.37613952095808384,2017
16047,James Conner,Steelers,RB,0.37593233532934134,2017
16048,Josh Reynolds,Rams,WR,0.37545209580838323,2017
16049,Mack Hollins,Eagles,WR,0.37360299401197605,2017
16050,Tarik Cohen,Bears,RB,0.3736011976047904,2017
16051,Ben Gedeon,Vikings,ILB,0.3732251497005988,2017
16052,Jake Schum,Packers,P,0.372125748502994,2017
16053,Thomas Rawls,Seahawks,RB,0.37125748502994016,2017
16054,Jalen Reeves-Maybin,Lions,OLB,0.3710904191616766,2017
16055,Delvin Breaux,Saints,CB,0.3706586826347305,2017
16056,Samson Ebukam,Rams,OLB,0.37022155688622754,2017
16057,Xavier Williams,Cardinals,DT,0.3698610778443114,2017
16058,Darrell Williams,Rams,T,0.36976047904191617,2017
16059,Cameron Meredith,Bears,WR,0.36946107784431137,2017
16060,Greg Mancz,Texans,C,0.36946107784431137,2017
16061,Quinton Spain,Titans,G,0.36946107784431137,2017
16062,Corey Grant,Jaguars,RB,0.3692622754491018,2017
16063,Zach Zenner,Lions,RB,0.3692622754491018,2017
16064,Michael Roberts,Lions,TE,0.3687329341317365,2017
16065,Adam Humphries,Buccaneers,WR,0.36826347305389223,2017
16066,Anthony Chickillo,Steelers,OLB,0.36826347305389223,2017
16067,Anthony Harris,Vikings,SS,0.36826347305389223,2017
16068,Bennie Fowler,Broncos,WR,0.36826347305389223,2017
16069,Blake Bell,Vikings,TE,0.36826347305389223,2017
16070,Blidi Wreh-Wilson,Falcons,CB,0.36826347305389223,2017
16071,Bradley Sowell,Bears,LT,0.36826347305389223,2017
16072,Brandon Bolden,Patriots,RB,0.36826347305389223,2017
16073,Brandon Coleman,Saints,WR,0.36826347305389223,2017
16074,Brandon Copeland,Lions,DE,0.36826347305389223,2017
16075,Brandon King,Patriots,FS,0.36826347305389223,2017
16076,Brandon Williams,Colts,TE,0.36826347305389223,2017
16077,Brent Qvale,Jets,RT,0.36826347305389223,2017
16078,Brett Jones,Giants,C,0.36826347305389223,2017
16079,Brian Peters,Texans,ILB,0.36826347305389223,2017
16080,Bruce Carter,Jets,ILB,0.36826347305389223,2017
16081,Bruce Ellington,Texans,WR,0.36826347305389223,2017
16082,Bryce Callahan,Bears,CB,0.36826347305389223,2017
16083,Chris Boswell,Steelers,K,0.36826347305389223,2017
16084,Chris Matthews,Ravens,WR,0.36826347305389223,2017
16085,Chris McCain,Chargers,OLB,0.36826347305389223,2017
16086,Clay Harbor,Saints,TE,0.36826347305389223,2017
16087,Colt Anderson,Bills,SS,0.36826347305389223,2017
16088,D.J. Alexander,Seahawks,ILB,0.36826347305389223,2017
16089,Daimion Stafford,Steelers,SS,0.36826347305389223,2017
16090,Daniel Brown,Bears,TE,0.36826347305389223,2017
16091,Darryl Roberts,Jets,CB,0.36826347305389223,2017
16092,Deshazor Everett,Commanders,SS,0.36826347305389223,2017
16093,Garrison Sanborn,Buccaneers,LS,0.36826347305389223,2017
16094,Greg Van Roten,Panthers,G,0.36826347305389223,2017
16095,Hayes Pullard,Chargers,ILB,0.36826347305389223,2017
16096,Isaiah Burse,Chargers,WR,0.36826347305389223,2017
16097,James O'Shaughnessy,Jaguars,TE,0.36826347305389223,2017
16098,Jamie Meder,Browns,DE,0.36826347305389223,2017
16099,Jeremiah George,Colts,ILB,0.36826347305389223,2017
16100,Joe Thomas,Packers,ILB,0.36826347305389223,2017
16101,Joe Webb,Bills,QB,0.36826347305389223,2017
16102,Jordan Berry,Steelers,P,0.36826347305389223,2017
16103,Jordan Todman,Texans,RB,0.36826347305389223,2017
16104,Josh Bellamy,Bears,WR,0.36826347305389223,2017
16105,Josh Bynes,Cardinals,OLB,0.36826347305389223,2017
16106,Josh LeRibeus,Saints,C,0.36826347305389223,2017
16107,Josh Walker,Jaguars,G,0.36826347305389223,2017
16108,Jude Adjei-Barimah,Buccaneers,CB,0.36826347305389223,2017
16109,Justin Coleman,Seahawks,CB,0.36826347305389223,2017
16110,Khari Lee,Bills,TE,0.36826347305389223,2017
16111,Matt Longacre,Rams,DE,0.36826347305389223,2017
16112,Matt Overton,Jaguars,LS,0.36826347305389223,2017
16113,Matt Paradis,Broncos,C,0.36826347305389223,2017
16114,Michael Burton,Bears,FB,0.36826347305389223,2017
16115,Mike Hull,Dolphins,ILB,0.36826347305389223,2017
16116,Nick Easton,Vikings,C,0.36826347305389223,2017
16117,Nick O'Leary,Bills,TE,0.36826347305389223,2017
16118,Patrick Scales,Bears,LS,0.36826347305389223,2017
16119,Quincy Enunwa,Jets,WR,0.36826347305389223,2017
16120,Quinton Dunbar,Commanders,CB,0.36826347305389223,2017
16121,Raheem Mostert,49ers,RB,0.36826347305389223,2017
16122,Rakeem Nunez-Roches,Chiefs,DE,0.36826347305389223,2017
16123,Ramik Wilson,Chiefs,ILB,0.36826347305389223,2017
16124,Ricardo Allen,Falcons,SS,0.36826347305389223,2017
16125,Robert McClain,Buccaneers,CB,0.36826347305389223,2017
16126,Rod Smith,Cowboys,RB,0.36826347305389223,2017
16127,Rontez Miles,Jets,FS,0.36826347305389223,2017
16128,Roosevelt Nix,Steelers,FB,0.36826347305389223,2017
16129,Ryan Russell,Buccaneers,DE,0.36826347305389223,2017
16130,Sammie Coates,Browns,WR,0.36826347305389223,2017
16131,Sean McGrath,Chargers,TE,0.36826347305389223,2017
16132,Shaquil Barrett,Broncos,OLB,0.36826347305389223,2017
16133,Shelby Harris,Broncos,DE,0.36826347305389223,2017
16134,T.J. Clemmings,Commanders,RT,0.36826347305389223,2017
16135,Terron Ward,Falcons,RB,0.36826347305389223,2017
16136,Tyler Patmon,Jaguars,CB,0.36826347305389223,2017
16137,Tyrell Williams,Chargers,WR,0.36826347305389223,2017
16138,Tyrunn Walker,Rams,DT,0.36826347305389223,2017
16139,Zac Dysert,Cowboys,QB,0.36826347305389223,2017
16140,Zac Kerin,Lions,C,0.36826347305389223,2017
16141,Joshua Dobbs,Steelers,QB,0.3681323353293413,2017
16142,D'Onta Foreman,Texans,RB,0.36740958083832337,2017
16143,Josh Malone,Bengals,WR,0.3672946107784431,2017
16144,Julie'n Davenport,Texans,T,0.3662305389221557,2017
16145,David Sharpe,Raiders,T,0.3662293413173653,2017
16146,Deatrich Wise,Patriots,DE,0.36535329341317363,2017
16147,DeAndre Washington,Raiders,RB,0.363651497005988,2017
16148,Jamaal Williams,Packers,RB,0.3631724550898204,2017
16149,Ryan Switzer,Cowboys,WR,0.36317125748502993,2017
16150,Connor McGovern,Broncos,G,0.36285928143712576,2017
16151,Montae Nicholson,Commanders,S,0.36284910179640717,2017
16152,Matt Judon,Ravens,OLB,0.361637125748503,2017
16153,Sean Harlow,Falcons,G,0.36142275449101796,2017
16154,Caleb Benenoch,Buccaneers,T,0.36125508982035925,2017
16155,Paul Perkins,Giants,RB,0.36115988023952095,2017
16156,Jordan Howard,Bears,RB,0.3604820359281437,2017
16157,Wendell Smallwood,Eagles,RB,0.35996646706586827,2017
16158,Joe Haeg,Colts,G,0.35964191616766467,2017
16159,LeShaun Sims,Titans,CB,0.35900958083832335,2017
16160,Brandon Shell,Jets,T,0.358677245508982,2017
16161,Andrew Billings,Bengals,DT,0.3586592814371258,2017
16162,Kentrell Brothers,Vikings,OLB,0.35818562874251497,2017
16163,Christian Westerman,Bengals,G,0.35803832335329344,2017
16164,Jerald Hawkins,Steelers,T,0.35785748502994014,2017
16165,Trevor Davis,Packers,WR,0.3573616766467066,2017
16166,Halapoulivaati Vaitai,Eagles,T,0.35705449101796405,2017
16167,Keivarae Russell,Bengals,CB,0.35628742514970063,2017
16168,D.J. Reader,Texans,DT,0.3555958083832335,2017
16169,Earl Watford,Cardinals,RT,0.3548784431137725,2017
16170,Spencer Drango,Browns,G,0.3544383233532934,2017
16171,Alex Anzalone,Saints,OLB,0.35429760479041916,2017
16172,Daeshon Hall,Panthers,DE,0.3538682634730539,2017
16173,Tyreek Hill,Chiefs,WR,0.3510538922155689,2017
16174,Jatavis Brown,Chargers,ILB,0.3509556886227545,2017
16175,Vince Biegel,Packers,OLB,0.3493245508982036,2017
16176,Andy Janovich,Broncos,FB,0.34795029940119765,2017
16177,Jacoby Brissett,Colts,QB,0.3473281437125748,2017
16178,Asa Jackson,49ers,CB,0.3466011976047904,2017
16179,Nick Bellore,Lions,ILB,0.3466011976047904,2017
16180,Akeem Hunt,Chiefs,RB,0.3466005988023952,2017
16181,Emmett Cleary,Lions,RT,0.3466005988023952,2017
16182,Tenny Palepoi,Chargers,DT,0.3466005988023952,2017
16183,LaDarius Gunter,Panthers,CB,0.3465964071856288,2017
16184,Drew Kaser,Chargers,P,0.3463808383233533,2017
16185,Jerell Adams,Giants,TE,0.3447383233532934,2017
16186,Jakeem Grant,Dolphins,WR,0.3443682634730539,2017
16187,Michael Bennett,Jaguars,DT,0.3441161676646706,2017
16188,David Morgan,Vikings,TE,0.3436311377245509,2017
16189,Anthony Brown,Cowboys,CB,0.3435544910179641,2017
16190,Cameron Sutton,Steelers,CB,0.3433053892215569,2017
16191,Wes Schweitzer,Falcons,G,0.3431706586826347,2017
16192,Derek Watt,Chargers,FB,0.3427664670658683,2017
16193,Cody Core,Bengals,WR,0.34250479041916165,2017
16194,Anthony Zettel,Lions,DE,0.341874251497006,2017
16195,Carlos Watkins,Texans,DT,0.34126467065868266,2017
16196,Chad Hansen,Jets,WR,0.34126467065868266,2017
16197,Grover Stewart,Colts,DT,0.34126467065868266,2017
16198,Jehu Chesson,Chiefs,WR,0.34126467065868266,2017
16199,Marlon Mack,Colts,RB,0.34126467065868266,2017
16200,Ryan Glasgow,Bengals,DT,0.34126467065868266,2017
16201,Wayne Gallman,Giants,RB,0.34126467065868266,2017
16202,Randall Telfer,Browns,TE,0.34094850299401197,2017
16203,Kenjon Barner,Eagles,RB,0.34026047904191614,2017
16204,Elandon Roberts,Patriots,ILB,0.33837664670658685,2017
16205,Kavon Frazier,Cowboys,S,0.33837664670658685,2017
16206,Will Parks,Broncos,S,0.33837664670658685,2017
16207,Vincent Valentine,Patriots,DT,0.33543652694610776,2017
16208,Riley Dixon,Broncos,P,0.3353305389221557,2017
16209,Jalen Mills,Eagles,S,0.33485868263473056,2017
16210,Vadal Alexander,Raiders,RT,0.3348568862275449,2017
16211,Charles Tapper,Cowboys,DE,0.33480119760479043,2017
16212,Lac Edwards,Jets,P,0.33469940119760483,2017
16213,Dwayne Washington,Lions,RB,0.3346952095808383,2017
16214,Jayron Kearse,Vikings,S,0.3329676646706587,2017
16215,Clayton Fejedelem,Bengals,S,0.33286646706586825,2017
16216,Tyler Matakevich,Steelers,ILB,0.33279161676646707,2017
16217,Carlos Henderson,Broncos,WR,0.33083592814371254,2017
16218,Dede Westbrook,Jaguars,WR,0.33052754491017966,2017
16219,Derek Rivers,Patriots,OLB,0.32857724550898204,2017
16220,Leonard Wester,Buccaneers,T,0.32734491017964074,2017
16221,Roger Lewis,Giants,WR,0.32704550898203594,2017
16222,Cory Littleton,Rams,ILB,0.3263473053892216,2017
16223,Antonio Garcia,Patriots,T,0.32607065868263474,2017
16224,Joel Heath,Texans,DE,0.32554850299401195,2017
16225,Jonathan Jones,Patriots,CB,0.3253491017964072,2017
16226,Michael Pierce,Ravens,DT,0.3253491017964072,2017
16227,Robbie Anderson,Jets,WR,0.3253491017964072,2017
16228,Alex Erickson,Bengals,WR,0.3251497005988024,2017
16229,Deiondre' Hall,Bears,CB,0.3250185628742515,2017
16230,Anthony Lanier,Commanders,DE,0.3249497005988024,2017
16231,Destiny Vaeao,Eagles,DT,0.3249497005988024,2017
