,player,team_name,position,snap_counts_defense,player_id,player_game_count,assists,batted_passes,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,fumble_recovery_touchdowns,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,missed_tackle_rate,missed_tackles,penalties,qb_rating_against,sacks,snap_counts_dl,snap_counts_dl_a_gap,snap_counts_dl_b_gap,snap_counts_dl_outside_t,snap_counts_dl_over_t,stops,tackles,tackles_for_loss,total_pressures,Team,Year,weighted_grade,weighted_average_grade
2241,T.Y. McGill,MIN,DI,33,10156,2,1,0,0,0,18,0,0,51.6,76.1,59.3,48.8,24.0,1,1,66.7,2,0,0.0,0,33,1,20,0,12,0,0,0,2,Vikings,2021,1702.8,
2242,DeForest Buckner,IND,DI,843,10641,17,19,1,0,0,14,0,0,71.9,88.5,77.1,56.7,59.4,10,30,9.2,6,0,0.0,9,830,12,489,33,296,29,40,3,49,Colts,2021,60611.700000000004,
2243,Sheldon Rankins,NYJ,DI,643,10646,16,10,0,1,0,22,2,0,46.1,64.9,60.0,34.4,29.6,4,16,20.6,7,2,0.0,4,642,51,251,40,300,17,17,2,24,Jets,2021,29642.3,
2244,Kenny Clark,GB,DI,781,10661,16,9,0,0,0,12,1,0,74.9,88.1,78.1,54.7,42.7,10,51,16.3,8,0,0.0,3,776,130,410,4,232,28,32,3,64,Packers,2021,58496.9,
2245,Robert Nkemdiche,SEA,DI,230,10663,9,3,1,0,0,29,0,0,49.8,55.4,58.5,48.1,29.7,1,7,20.0,3,1,0.0,0,230,3,118,14,95,3,9,0,8,Seahawks,2021,11454.0,
2246,Vernon Butler,BUF,DI,285,10664,10,3,0,0,0,4,0,0,34.5,39.6,54.4,33.2,53.0,1,8,10.0,1,2,91.7,0,285,15,174,1,95,2,6,0,9,Bills,2021,9832.5,
2247,Chris Jones,KC,DI,628,10671,14,5,5,2,1,16,1,0,82.8,23.7,89.0,66.7,41.5,8,47,18.2,4,7,0.0,10,626,2,251,196,177,18,13,1,65,Chiefs,2021,51998.4,
2248,Austin Johnson,NYG,DI,665,10677,17,21,1,0,0,21,1,0,58.3,76.2,63.1,53.9,54.9,3,15,9.7,7,1,0.0,3,664,198,401,1,64,37,44,3,21,Giants,2021,38769.5,
2249,A'Shawn Robinson,LA,DI,517,10680,17,24,0,0,2,26,0,0,72.5,72.0,58.2,73.1,38.7,0,11,11.0,8,1,0.0,3,516,0,80,74,362,31,41,1,14,Rams,2021,37482.5,
2250,Jarran Reed,KC,DI,711,10683,17,8,1,0,2,16,1,0,46.7,88.1,53.0,45.2,48.3,8,17,12.2,5,0,0.0,3,711,92,444,4,171,20,28,2,28,Chiefs,2021,33203.700000000004,
2251,Adam Gotsis,JAX,DI,443,10697,16,7,0,0,0,15,0,0,52.3,86.8,54.0,52.1,34.2,4,9,19.4,6,0,0.0,3,441,24,208,78,131,18,18,3,16,Jaguars,2021,23168.899999999998,
2252,Maliek Collins,HST,DI,628,10701,15,6,0,2,0,13,1,0,64.0,4.4,71.0,61.8,47.3,5,23,17.2,5,8,0.0,3,628,10,402,6,210,15,18,7,31,Texans,2021,40192.0,
2253,Jonathan Bullard,ATL,DI,224,10706,9,1,1,1,0,2,0,0,56.7,59.0,56.7,58.9,75.7,1,3,0.0,0,1,0.0,0,223,36,66,66,55,8,16,2,4,Falcons,2021,12700.800000000001,
2254,Javon Hargrave,PHI,DI,727,10723,16,24,1,0,0,24,0,0,67.1,45.2,91.5,30.6,73.6,9,44,1.7,1,4,0.0,8,725,178,512,0,35,32,35,4,61,Eagles,2021,48781.7,
2255,Sheldon Day,CLV,DI,233,10737,7,9,1,0,0,8,0,0,64.7,83.5,64.4,59.1,75.7,1,8,0.0,0,1,0.0,2,232,13,168,5,46,2,7,0,11,Browns,2021,15075.1,
2256,Hassan Ridgeway,PHI,DI,373,10750,17,3,0,0,1,24,0,0,36.9,47.6,66.7,28.4,64.3,3,8,5.3,1,2,0.0,2,373,78,237,1,57,8,15,0,13,Eagles,2021,13763.699999999999,
2257,David Onyemata,NO,DI,430,10754,11,13,0,0,0,20,1,0,81.9,53.3,75.3,77.7,43.5,7,22,11.8,4,2,0.0,3,429,61,293,12,63,14,17,1,32,Saints,2021,35217.0,
2258,Andrew Billings,CLV,DI,72,10756,6,0,0,0,0,8,0,0,47.5,79.3,51.0,49.6,67.3,0,0,0.0,0,0,0.0,0,72,6,59,0,7,1,1,0,0,Browns,2021,3420.0,
2259,Dean Lowry,GB,DI,673,10771,17,15,4,1,0,12,1,0,67.0,54.9,73.8,55.3,57.9,2,34,7.5,3,3,0.0,6,673,5,436,44,188,14,22,1,42,Packers,2021,45091.0,
2260,Quinton Jefferson,LV,DI,686,10781,17,16,1,0,2,23,0,0,51.5,64.9,60.8,42.4,57.5,11,29,8.5,4,2,0.0,6,684,11,242,17,414,21,27,2,46,Raiders,2021,35329.0,
2261,Matt Ioannidis,WAS,DI,608,10786,16,16,0,1,1,32,0,0,65.4,51.8,72.5,55.0,47.7,9,21,9.1,4,3,0.0,4,607,52,247,26,282,20,24,2,34,Commanders,2021,39763.200000000004,
2262,DJ Reader,CIN,DI,590,10800,15,9,0,0,0,7,0,0,80.8,75.2,69.4,78.2,55.0,4,19,7.3,3,1,0.0,2,590,204,378,1,7,22,29,1,25,Bengals,2021,47672.0,
2263,Justin Zimmer,BUF,DI,161,10975,6,5,0,1,0,4,0,0,63.6,44.8,59.4,69.1,73.5,3,5,0.0,0,1,0.0,1,161,7,107,0,47,4,3,1,9,Bills,2021,10239.6,
2264,Kyle Peko,TEN,DI,157,11027,8,2,0,0,1,31,0,0,57.1,45.4,61.7,58.9,57.5,2,1,10.0,1,1,0.0,2,157,46,78,3,30,8,7,1,5,Titans,2021,8964.7,
2265,Michael Pierce,MIN,DI,251,11101,8,3,0,1,1,18,0,0,78.5,59.4,84.5,67.1,52.4,0,13,7.1,1,1,0.0,3,251,122,121,0,8,10,10,1,16,Vikings,2021,19703.5,
2266,Morgan Fox,CAR,DI,561,11184,17,10,0,0,1,5,1,0,55.7,75.1,62.9,44.8,51.3,4,19,8.6,3,1,0.0,3,560,29,113,152,266,16,22,3,26,Panthers,2021,31247.7,
2267,Woodrow Hamilton,NYG,DI,21,11215,3,1,0,0,0,21,0,0,54.7,75.4,62.3,51.9,67.3,0,0,0.0,0,0,0.0,0,21,1,10,3,7,0,0,0,0,Giants,2021,1148.7,
2268,Brandin Bryant,BUF,DI,32,11280,2,0,0,0,0,4,0,0,70.5,77.6,62.6,68.3,67.6,1,1,0.0,0,0,0.0,0,32,10,16,0,6,1,1,0,2,Bills,2021,2256.0,
2269,Antwaun Woods,IND,DI,74,11332,7,2,0,0,0,14,0,0,60.8,79.4,59.1,57.2,25.8,0,1,28.6,2,0,39.6,0,74,6,66,0,2,2,3,0,1,Colts,2021,4499.2,
2270,Roy Robertson-Harris,JAX,DI,547,11341,14,11,2,1,0,15,0,0,53.0,48.3,68.0,42.1,43.3,4,28,17.0,8,3,0.0,3,547,21,311,84,131,25,28,1,35,Jaguars,2021,28991.0,
2271,Solomon Thomas,LV,DI,554,11758,17,8,2,0,2,23,0,0,40.4,23.3,61.5,28.1,36.3,9,17,15.6,5,5,0.0,4,554,19,301,13,221,18,19,1,30,Raiders,2021,22381.6,
2272,Jonathan Allen,WAS,DI,772,11772,17,19,0,1,0,32,0,0,84.9,66.9,90.9,54.6,75.8,14,43,1.9,1,2,0.0,10,771,76,386,11,298,32,33,2,67,Commanders,2021,65542.8,
2273,Malik McDowell,CLV,DI,645,11790,15,8,0,1,0,8,1,0,46.5,0.0,67.0,42.5,27.6,4,17,21.6,8,10,39.6,3,644,74,493,3,74,17,21,5,24,Browns,2021,29992.5,
2274,Dalvin Tomlinson,MIN,DI,641,11810,16,12,3,0,0,18,1,0,74.9,76.7,72.8,68.1,49.5,4,13,9.8,4,1,0.0,4,641,67,493,2,79,21,25,2,21,Vikings,2021,48010.9,
2275,Larry Ogunjobi,CIN,DI,724,11820,16,12,0,0,0,7,0,0,50.3,77.2,62.3,38.9,30.1,7,25,22.4,13,1,0.0,8,723,46,447,28,202,31,33,6,40,Bengals,2021,36417.2,
2276,Chris Wormley,PIT,DI,729,11829,15,8,2,0,1,25,0,0,68.3,88.5,59.1,69.0,60.2,2,17,7.0,3,0,0.0,8,729,39,369,58,263,24,32,0,27,Steelers,2021,49790.7,
2277,Montravius Adams,PIT,DI,286,11848,10,4,2,0,0,25,0,0,60.5,38.9,72.0,50.0,49.6,3,6,11.8,2,2,0.0,0,286,97,174,0,15,8,11,2,9,Steelers,2021,17303.0,
2278,Jaleel Johnson,HST,DI,322,11864,12,8,0,0,0,13,1,0,44.4,66.8,61.9,35.2,30.2,2,10,15.4,4,1,0.0,0,322,117,197,1,7,10,14,2,12,Texans,2021,14296.8,
2279,Carlos Watkins,DAL,DI,437,11897,15,11,0,1,0,9,1,0,60.8,55.0,58.9,58.4,70.8,0,4,5.9,2,2,0.0,1,436,86,308,13,29,16,21,4,5,Cowboys,2021,26569.6,
2280,Grover Stewart,IND,DI,643,11899,17,12,2,0,1,14,0,0,72.6,58.5,65.9,70.5,44.8,3,18,12.2,6,3,39.6,1,643,488,151,3,1,23,31,4,22,Colts,2021,46681.799999999996,
2281,Davon Godchaux,NE,DI,640,11934,17,23,0,0,1,19,0,0,64.6,76.5,55.5,65.8,67.9,4,11,5.8,4,1,0.0,1,639,347,231,5,56,25,42,1,16,Patriots,2021,41344.0,
2282,Vincent Taylor,HST,DI,25,11949,1,1,0,0,0,13,0,0,50.0,75.9,67.1,42.3,28.3,0,0,33.3,1,0,0.0,0,25,4,19,0,2,0,1,0,0,Texans,2021,1250.0,
2283,D.J. Jones,SF,DI,550,11953,17,11,0,0,1,28,0,0,73.2,86.5,65.8,66.8,37.2,0,16,12.9,8,0,71.5,2,549,50,436,0,63,40,43,6,18,49ers,2021,40260.0,
2284,Patrick O'Connor,TB,DI,46,12005,8,1,0,0,0,30,0,0,60.1,77.4,72.1,41.6,71.1,2,1,0.0,0,0,118.8,1,44,2,18,6,18,2,2,1,4,Buccaneers,2021,2764.6,
2285,Josh Tupou,CIN,DI,410,12093,17,9,0,0,0,7,0,0,57.0,85.6,59.0,53.7,55.4,1,9,5.9,1,0,0.0,1,410,50,330,2,28,7,7,0,11,Bengals,2021,23370.0,
2286,Adam Butler,MIA,DI,592,12214,17,5,3,0,0,17,0,0,54.4,87.1,58.2,55.5,28.3,3,19,27.3,6,0,39.6,2,588,282,219,9,78,7,11,0,24,Dolphins,2021,32204.8,
2287,Jonathan Ledbetter,ARZ,DI,10,18645,1,0,0,0,0,1,0,0,36.1,0.0,56.4,58.8,,0,0,,0,1,0.0,0,10,0,10,0,0,0,0,0,0,Cardinals,2021,361.0,
2288,Nathan Shepherd,NYJ,DI,495,24614,17,8,0,0,0,22,0,0,50.8,7.9,70.8,46.8,51.9,10,9,9.7,3,6,83.3,0,494,15,402,0,77,13,20,0,19,Jets,2021,25146.0,
2289,Bravvion Roy,CAR,DI,341,25644,17,13,2,0,0,5,0,0,47.6,67.4,61.9,43.9,58.4,2,7,9.7,3,1,0.0,0,341,211,126,1,3,12,15,1,9,Panthers,2021,16231.6,
2290,Dexter Lawrence,NYG,DI,759,25991,16,10,2,0,1,21,0,0,68.6,88.6,73.9,56.9,60.7,9,31,5.7,3,0,87.5,3,758,40,482,15,221,32,40,2,43,Giants,2021,52067.399999999994,
2291,Isaiah Mack,BLT,DI,31,26229,2,1,0,0,0,3,0,0,86.8,76.0,84.7,65.0,70.6,0,3,0.0,0,0,0.0,1,31,3,21,0,7,2,1,0,4,Ravens,2021,2690.7999999999997,
2292,Raequan Williams,PHI,DI,43,27300,1,0,0,0,0,24,0,0,57.0,77.7,50.7,53.1,69.0,0,1,0.0,0,0,0.0,0,43,0,41,0,2,2,1,0,1,Eagles,2021,2451.0,
2293,Michael Dwumfour,HST,DI,67,27376,3,1,0,0,0,13,0,0,48.0,79.0,61.6,46.5,44.3,2,0,20.0,1,0,0.0,1,67,1,63,0,3,4,3,1,3,Texans,2021,3216.0,
2294,Armon Watts,MIN,DI,669,27844,17,14,0,0,1,18,0,0,61.6,88.4,70.9,45.1,60.3,6,22,10.3,4,0,0.0,5,668,230,337,0,101,18,21,0,33,Vikings,2021,41210.4,
2295,Joe Gaziano,LAC,DI,214,27949,14,3,1,1,0,27,0,0,61.4,52.7,59.0,56.3,61.0,2,4,7.1,1,1,0.0,0,214,0,88,10,116,7,10,1,6,Chargers,2021,13139.6,
2296,DaVon Hamilton,JAX,DI,443,28072,16,13,2,0,0,15,1,0,52.8,72.2,61.8,49.9,59.4,1,8,6.7,3,1,0.0,1,441,143,297,0,1,20,29,1,10,Jaguars,2021,23390.399999999998,
2297,Jashon Cornell,DET,DI,4,28074,1,0,0,0,0,11,0,0,57.2,69.2,56.1,60.0,,0,0,,0,0,0.0,0,4,0,3,0,1,0,0,0,0,Lions,2021,228.8,
2298,Dre'Mont Jones,DEN,DI,614,28075,16,8,1,1,1,10,1,0,57.8,20.2,69.3,50.8,48.0,7,28,11.1,3,6,0.0,5,611,0,301,58,252,14,16,5,40,Broncos,2021,35489.2,
2299,Neville Gallimore,DAL,DI,164,28094,5,4,0,0,0,9,0,0,49.6,82.4,52.5,51.8,37.0,0,5,14.3,2,0,0.0,2,163,52,78,6,27,8,8,2,7,Cowboys,2021,8134.400000000001,
2300,Kevin Givens,SF,DI,230,28308,13,4,0,0,1,28,0,0,57.3,83.4,59.9,61.7,62.7,2,8,5.3,1,0,0.0,0,230,7,180,0,43,10,14,2,10,49ers,2021,13179.0,
2301,Myles Adams,SEA,DI,33,28430,2,3,0,0,0,29,0,0,64.5,75.8,78.9,51.2,72.2,1,1,0.0,0,0,0.0,0,33,16,15,0,2,1,2,1,2,Seahawks,2021,2128.5,
2302,Bilal Nichols,CHI,DI,679,28451,17,18,0,1,0,6,2,0,61.3,62.0,53.9,62.6,74.2,6,21,2.0,1,2,0.0,4,677,22,382,33,240,20,31,3,31,Bears,2021,41622.7,
2303,Khalen Saunders,KC,DI,144,31534,7,4,0,0,0,16,0,0,53.9,82.7,57.5,53.2,72.2,0,5,0.0,0,0,0.0,0,144,35,105,0,4,3,4,0,5,Chiefs,2021,7761.599999999999,
2304,Abdullah Anderson,GB,DI,49,32708,3,0,0,0,0,12,0,0,58.6,77.2,65.1,48.8,26.4,0,4,50.0,1,0,0.0,0,49,1,28,2,18,0,1,0,4,Packers,2021,2871.4,
2305,Josiah Bronson,CLV,DI,163,36668,7,1,0,0,0,8,0,0,45.7,82.3,54.1,43.8,39.9,1,2,15.4,2,0,0.0,0,162,10,141,0,11,4,10,1,3,Browns,2021,7449.1,
2306,T.J. Smith,MIN,DI,20,36851,1,1,0,0,0,18,0,0,56.8,76.0,55.0,58.4,29.9,0,0,25.0,1,0,0.0,0,20,11,9,0,0,1,2,0,0,Vikings,2021,1136.0,
2307,Albert Huggins,NO,DI,219,36862,9,6,0,0,0,20,0,0,46.5,83.3,48.7,49.6,59.1,3,3,6.7,1,0,0.0,0,219,6,203,0,10,7,8,0,6,Saints,2021,10183.5,
2308,Shy Tuttle,NO,DI,494,37279,17,17,3,0,1,20,1,0,71.7,87.0,51.3,75.1,58.9,1,6,7.5,4,0,0.0,0,494,94,397,0,3,24,32,3,7,Saints,2021,35419.8,
2309,Bryan Mone,SEA,DI,395,38461,14,10,1,0,1,29,0,0,48.9,50.1,60.1,52.7,49.4,2,3,14.7,5,3,100.0,2,395,283,112,0,0,17,19,0,7,Seahawks,2021,19315.5,
2310,Cortez Broughton,KC,DI,3,38524,1,0,0,0,0,16,0,0,59.2,68.2,58.4,60.0,,0,0,,0,0,0.0,0,3,0,0,0,3,0,0,0,0,Chiefs,2021,177.60000000000002,
2311,Marquise Copeland,LA,DI,108,38540,9,3,0,0,0,26,0,0,69.5,81.2,56.4,67.2,74.6,0,3,9.1,1,0,0.0,0,108,23,37,12,36,5,7,1,3,Rams,2021,7506.0,
2312,Folorunso Fatukasi,NYJ,DI,558,38558,15,16,0,0,0,22,0,0,61.5,61.2,64.9,57.3,42.1,5,11,13.0,7,2,0.0,0,558,88,407,0,63,28,31,7,16,Jets,2021,34317.0,
2313,Maurice Hurst,SF,DI,41,38563,2,1,0,0,0,28,0,0,71.0,77.3,52.3,75.2,70.0,0,0,25.0,1,0,0.0,0,41,1,35,0,5,2,2,1,0,49ers,2021,2911.0,
2314,Frank Herron,CAR,DI,8,39383,1,0,0,0,0,5,0,0,56.5,72.1,56.4,59.0,67.3,0,0,0.0,0,0,0.0,0,8,1,6,0,1,1,1,0,0,Panthers,2021,452.0,
2315,Tershawn Wharton,KC,DI,501,40292,17,13,0,0,2,16,0,0,43.3,87.1,68.1,27.7,49.2,0,25,17.6,6,0,0.0,3,501,59,338,19,85,11,15,1,28,Chiefs,2021,21693.3,
2316,Ed Oliver,BUF,DI,622,42200,17,8,1,0,1,4,0,0,71.5,27.9,73.7,59.4,57.5,11,24,7.3,3,5,0.0,5,620,29,349,5,237,31,30,8,40,Bills,2021,44473.0,
2317,Osa Odighizuwa,DAL,DI,614,42754,16,9,0,0,0,9,0,0,48.5,63.9,61.3,37.6,39.6,6,28,13.5,5,2,0.0,3,613,54,386,39,134,16,23,5,37,Cowboys,2021,29779.0,
2318,McTelvin Agim,DEN,DI,90,43069,7,0,1,0,0,10,0,0,43.4,21.4,61.4,35.3,37.3,1,7,50.0,2,1,0.0,2,90,5,39,2,44,2,2,0,10,Broncos,2021,3906.0,
2319,Levi Onwuzurike,DET,DI,396,43679,16,15,2,0,0,11,0,0,43.2,86.0,56.6,39.3,47.9,0,2,10.0,4,0,0.0,1,395,17,294,13,71,13,21,1,3,Lions,2021,17107.2,
2320,Jeffery Simmons,TEN,DI,933,43742,17,3,5,1,0,31,0,0,71.9,54.7,73.8,63.9,28.4,5,46,20.3,12,6,0.0,11,931,51,547,20,313,43,44,5,62,Titans,2021,67082.70000000001,
2321,Derrick Brown,CAR,DI,631,43883,16,5,3,2,0,5,0,0,64.4,30.5,69.3,61.0,55.1,6,14,7.7,3,5,0.0,3,631,48,438,4,141,25,31,5,23,Panthers,2021,40636.4,
2322,Jonathan Marshall,NYJ,DI,77,44173,4,0,0,0,0,22,0,0,37.7,17.7,61.2,38.3,67.6,1,0,0.0,0,1,0.0,0,76,9,64,0,3,1,1,0,1,Jets,2021,2902.9,
2323,Quinnen Williams,NYJ,DI,613,44216,15,7,3,1,0,22,0,0,64.4,18.3,70.7,59.0,57.1,4,23,8.2,4,6,0.0,7,613,20,455,3,135,35,38,3,34,Jets,2021,39477.200000000004,
2324,Justin Madubuike,BLT,DI,482,44304,15,7,2,0,0,3,0,0,56.6,58.0,56.3,58.4,65.9,3,7,7.9,3,2,0.0,3,479,39,322,45,73,22,28,5,13,Ravens,2021,27281.2,
2325,Naquan Jones,TEN,DI,328,44363,13,3,1,1,0,31,0,0,44.3,45.8,55.8,40.2,52.9,0,4,11.5,3,2,0.0,3,328,74,234,8,12,17,20,2,7,Titans,2021,14530.4,
2326,Isaiahh Loudermilk,PIT,DI,288,44416,15,8,3,0,0,25,0,0,47.5,84.8,50.6,48.3,59.3,0,6,10.3,3,0,0.0,0,288,11,191,15,71,11,18,0,6,Steelers,2021,13680.0,
2327,Doug Costin,JAX,DI,15,44473,1,0,0,0,0,15,0,0,56.8,74.4,57.1,57.8,66.8,0,0,0.0,0,0,0.0,0,15,2,13,0,0,0,1,0,0,Jaguars,2021,852.0,
2328,Rashard Lawrence,ARZ,DI,219,44515,11,2,0,0,0,1,0,0,62.7,57.0,57.0,65.5,73.5,0,5,0.0,0,1,0.0,0,218,80,134,0,4,6,9,0,5,Cardinals,2021,13731.300000000001,
2329,Trysten Hill,DAL,DI,171,44519,6,3,0,0,0,9,0,0,65.3,82.4,63.8,60.8,74.1,3,5,0.0,0,0,0.0,1,171,10,130,5,26,6,7,0,9,Cowboys,2021,11166.3,
2330,Ross Blacklock,HST,DI,457,44526,14,9,2,0,1,13,0,0,50.4,40.7,66.4,39.0,29.4,4,19,22.2,6,3,0.0,2,457,10,381,5,61,9,12,1,25,Texans,2021,23032.8,
2331,Jack Heflin,GB,DI,17,44570,3,1,0,0,0,12,0,0,48.0,74.8,53.2,52.7,69.6,0,0,0.0,0,0,0.0,0,17,0,9,5,3,0,0,0,0,Packers,2021,816.0,
2332,Raekwon Davis,MIA,DI,424,44582,14,4,0,0,0,17,0,0,36.5,34.8,54.1,36.1,29.1,1,3,20.0,6,3,0.0,1,424,260,151,7,6,15,20,1,5,Dolphins,2021,15476.0,
2333,Jonah Williams,LA,DI,97,44597,8,3,0,0,0,26,0,0,64.9,79.2,67.2,56.8,72.1,0,4,0.0,0,0,0.0,0,96,1,39,2,54,4,4,0,4,Rams,2021,6295.3,
2334,Leki Fotu,ARZ,DI,371,44614,17,7,3,0,1,1,0,0,39.1,49.9,52.1,40.7,28.2,0,3,25.0,6,2,0.0,0,367,54,256,30,27,10,11,2,3,Cardinals,2021,14506.1,
2335,Eric Banks,DET,DI,34,45507,3,0,0,0,0,11,0,0,32.4,76.1,52.0,35.4,68.1,0,0,0.0,0,0,0.0,0,34,0,15,1,18,0,1,0,0,Lions,2021,1101.6,
2336,Freedom Akinmoladun,NYJ,DI,21,48374,1,0,0,0,0,22,0,0,45.2,75.3,53.2,48.7,69.0,0,1,0.0,0,0,0.0,0,21,1,19,0,1,1,2,0,1,Jets,2021,949.2,
2337,Da'Shawn Hand,TEN,DI,93,48386,4,2,1,0,0,31,0,0,61.8,81.5,62.7,54.9,71.7,0,3,0.0,0,0,0.0,0,93,11,11,51,20,1,1,0,3,Titans,2021,5747.4,
2338,Kentavius Street,SF,DI,352,48404,17,5,0,0,1,28,0,0,45.8,45.1,69.7,34.3,62.6,4,11,4.0,1,2,0.0,3,350,17,247,0,86,19,19,4,18,49ers,2021,16121.599999999999,
2339,Tyler Lancaster,GB,DI,318,48604,16,9,0,0,0,12,0,0,55.8,85.2,53.1,56.4,77.5,0,4,0.0,0,0,0.0,0,318,59,200,21,38,17,22,3,4,Packers,2021,17744.399999999998,
2340,Carlos Davis,PIT,DI,50,48662,4,1,0,0,0,25,0,0,58.7,78.1,58.7,57.9,72.1,0,2,0.0,0,0,0.0,0,50,9,35,3,3,1,4,1,2,Steelers,2021,2935.0,
2341,Braxton Hoyett,NO,DI,15,48665,1,0,0,0,0,20,0,0,45.6,73.6,57.3,48.6,72.1,0,0,0.0,0,0,0.0,0,15,5,10,0,0,4,4,1,0,Saints,2021,684.0,
2342,Roy Lopez,HST,DI,502,48676,16,4,0,0,0,13,1,0,55.7,86.8,53.0,56.3,41.3,2,5,12.9,4,0,0.0,1,502,16,479,0,7,19,23,5,8,Texans,2021,27961.4,
2343,Harrison Phillips,BUF,DI,473,48690,14,16,1,0,0,4,1,0,77.4,86.3,60.3,79.8,54.0,4,16,5.8,3,0,0.0,1,473,36,361,0,76,24,33,4,21,Bills,2021,36610.200000000004,
2344,Daron Payne,WAS,DI,837,48698,17,12,0,1,0,32,1,0,63.9,43.2,74.1,53.8,49.7,9,33,7.9,5,5,0.0,5,836,255,380,3,198,39,46,2,47,Commanders,2021,53484.299999999996,
2345,Greg Gaines,LA,DI,780,48706,17,15,0,0,0,26,0,0,67.9,80.2,64.7,66.0,31.2,6,26,16.1,10,1,0.0,6,777,380,360,0,37,27,37,2,38,Rams,2021,52962.00000000001,
2346,Kingsley Keke,GB,DI,393,48718,12,6,2,0,1,12,0,0,63.4,50.0,73.3,48.1,68.0,2,19,4.3,1,2,0.0,3,392,5,176,46,165,11,16,1,24,Packers,2021,24916.2,
2347,Marlon Davidson,ATL,DI,270,48741,11,8,0,0,0,2,1,0,55.1,84.4,50.9,52.2,58.3,0,3,5.0,1,0,0.0,1,269,34,120,23,92,6,11,0,4,Falcons,2021,14877.0,
2348,Taven Bryan,JAX,DI,301,48753,15,3,0,0,0,15,0,0,56.4,63.0,66.8,44.4,56.0,6,6,11.1,2,1,0.0,2,299,7,178,24,90,11,13,2,14,Jaguars,2021,16976.399999999998,
2349,Bruce Hector,DET,DI,52,48759,3,2,0,0,0,11,0,0,62.6,78.7,53.7,63.7,45.6,0,0,16.7,1,0,0.0,0,52,0,26,17,9,2,3,0,0,Lions,2021,3255.2000000000003,
2350,L.J. Collier,SEA,DI,219,48822,10,3,1,0,0,29,0,0,47.1,83.0,58.8,42.2,73.4,4,9,0.0,0,0,0.0,0,219,3,79,20,117,3,6,1,13,Seahawks,2021,10314.9,
2351,Michael Dogbe,ARZ,DI,263,48850,16,8,0,0,0,1,1,0,50.6,84.5,65.5,41.6,61.7,1,5,3.8,1,0,0.0,1,260,13,226,3,18,13,17,0,7,Cardinals,2021,13307.800000000001,
2352,Eli Ankou,BUF,DI,109,48856,6,7,0,0,0,4,0,0,52.8,32.4,55.0,53.1,73.8,0,0,0.0,0,1,0.0,1,109,22,83,0,4,4,5,0,1,Bills,2021,5755.2,
2353,Daniel Ekuale,NE,DI,99,48874,7,0,0,0,0,19,0,0,51.5,79.8,56.9,52.6,29.1,0,1,40.0,2,0,0.0,2,99,9,57,0,33,5,3,0,3,Patriots,2021,5098.5,
2354,Poona Ford,SEA,DI,802,48875,17,14,1,0,0,29,0,0,73.0,88.0,70.8,68.9,56.4,3,27,8.9,5,0,100.0,3,802,41,456,10,295,25,37,5,33,Seahawks,2021,58546.0,
2355,Henry Mondeaux,PIT,DI,244,48889,15,7,0,0,0,25,1,0,40.3,83.5,57.6,32.0,29.0,0,2,18.8,3,0,0.0,2,243,32,144,14,53,5,6,0,4,Steelers,2021,9833.199999999999,
2356,Taylor Stallworth,IND,DI,331,48935,16,2,1,0,0,14,0,0,60.9,65.6,64.3,54.4,61.0,9,9,0.0,0,1,0.0,4,331,32,252,5,42,12,10,1,22,Colts,2021,20157.899999999998,
2357,Justin Jones,LAC,DI,486,48940,11,14,1,0,0,27,2,0,57.9,43.2,61.1,55.2,34.2,2,14,15.9,7,3,0.0,2,485,27,279,13,166,18,23,3,18,Chargers,2021,28139.399999999998,
2358,Renell Wren,CIN,DI,41,48953,1,1,0,0,0,7,0,0,27.1,77.2,51.3,26.4,66.8,0,0,0.0,0,0,0.0,0,41,0,31,3,7,0,0,0,0,Bengals,2021,1111.1000000000001,
2359,Vita Vea,TB,DI,608,48956,16,4,3,0,0,30,1,0,73.2,75.5,77.5,63.9,56.1,8,29,9.4,3,1,104.2,5,608,208,349,9,42,23,25,2,42,Buccaneers,2021,44505.6,
2360,Tim Settle,WAS,DI,210,48966,16,3,0,0,0,32,1,0,70.1,83.5,72.5,58.7,28.5,0,10,20.0,3,0,0.0,0,209,101,100,3,5,8,9,4,10,Commanders,2021,14720.999999999998,
2361,Kevin Strong,TEN,DI,72,48981,6,2,0,0,0,31,0,0,59.1,80.0,52.3,59.0,44.7,0,0,14.3,1,0,0.0,0,72,28,34,4,6,4,4,0,0,Titans,2021,4255.2,
2362,Khalil Davis,IND,DI,6,48988,1,0,0,0,0,14,0,0,56.4,70.6,68.1,56.9,,0,0,,0,0,0.0,0,6,0,5,0,1,0,0,0,0,Colts,2021,338.4,
2363,Kendal Vickers,LV,DI,19,48993,1,0,0,0,0,23,0,0,35.1,74.2,51.5,39.4,23.0,0,0,100.0,1,0,0.0,0,19,0,14,0,5,0,0,0,0,Raiders,2021,666.9,
2364,Breiden Fehoko,LAC,DI,121,49589,8,0,0,0,0,27,0,0,51.1,34.0,48.5,58.7,74.6,0,0,0.0,0,1,0.0,0,120,51,53,0,16,10,13,0,0,Chargers,2021,6183.1,
