,player,team_name,position,snap_counts_defense,player_id,player_game_count,assists,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_tackle,interceptions,interception_touchdowns,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_fs,snap_counts_box,snap_counts_coverage,snap_counts_slot,stops,tackles,tackles_for_loss,targets,touchdowns,yards,Team,Year,weighted_grade,weighted_average_grade
2086,Harrison Smith,MIN,S,1111,7641,17,21,0,3,18,0,69.5,68.9,88.3,61.2,0,0,12.4,12,1,1,78.8,32,346,390,593,151,30,64,0,49,0,262,Vikings,2023,76547.90000000001,70.4935693935694
2087,Tyrann Mathieu,NO,S,1096,7850,17,16,2,0,20,0,87.4,81.3,49.8,72.9,4,1,10.3,8,3,4,70.7,21,565,354,648,88,18,54,0,35,3,249,Saints,2023,89104.8,
2088,Logan Ryan,SF,S,268,7864,6,9,0,1,28,0,60.9,61.6,81.1,52.0,0,0,16.7,5,0,1,123.9,8,95,73,175,92,3,16,1,11,2,57,49ers,2023,16508.8,
2089,Duron Harmon,CLV,S,222,7872,7,3,0,0,8,0,62.3,60.4,78.7,89.9,1,0,0.0,0,0,0,89.1,7,87,87,139,35,8,16,3,9,1,54,Browns,2023,13408.8,
2090,Micah Hyde,BUF,S,912,7941,16,10,0,0,4,0,69.8,66.2,88.5,62.6,2,0,12.1,8,2,0,121.1,25,460,227,574,199,8,48,1,32,4,314,Bills,2023,60374.4,
2091,Jordan Poyer,BUF,S,1103,8000,18,31,0,2,4,0,69.5,67.2,49.8,79.3,0,0,7.4,9,5,2,102.9,33,334,487,664,218,28,82,1,45,1,349,Bills,2023,74121.6,
2092,Jimmie Ward,HST,S,506,8665,10,14,0,1,13,0,67.8,68.4,13.1,83.9,1,0,5.5,3,2,3,93.1,24,199,124,314,171,11,38,0,31,0,297,Texans,2023,34610.4,
2093,Adrian Phillips,NE,S,139,9177,13,3,0,0,19,0,45.3,46.5,79.2,28.3,0,0,27.8,5,0,0,110.0,4,15,86,83,18,4,10,0,5,0,52,Patriots,2023,6463.5,
2094,Daniel Sorensen,NO,S,9,9253,2,0,0,0,20,0,47.7,46.4,70.8,22.6,0,0,100.0,1,0,0,100.0,1,4,1,6,0,0,0,0,1,0,8,Saints,2023,417.59999999999997,
2095,Eric Rowe,PIT,S,212,9480,4,4,0,1,25,0,61.8,64.9,80.6,58.4,1,0,7.9,3,2,0,71.7,22,85,61,144,54,5,31,1,32,0,195,Steelers,2023,13758.800000000001,
2096,Adrian Amos,HST,S,395,9575,15,7,0,0,13,0,60.7,72.2,86.1,79.1,0,0,5.9,2,2,0,62.2,6,236,92,208,60,10,25,0,12,0,53,Texans,2023,28519.0,
2097,Quandre Diggs,SEA,S,1155,9633,17,23,0,0,29,0,55.4,55.1,48.8,47.3,1,0,17.5,20,2,2,95.4,20,1020,87,680,40,17,71,1,28,1,247,Seahawks,2023,63640.5,
2098,Dean Marlowe,LAC,S,298,9966,9,2,0,0,27,0,57.5,60.7,84.8,67.0,0,0,10.5,4,0,0,125.0,10,194,71,204,26,11,32,1,12,1,88,Chargers,2023,18088.600000000002,
2099,Erik Harris,SF,S,4,10346,1,0,0,0,28,0,60.0,60.5,71.2,,0,0,,0,0,0,0.0,0,4,0,3,0,0,0,0,0,0,0,49ers,2023,242.0,
2100,Keanu Neal,PIT,S,430,10651,9,12,0,0,25,1,56.4,59.6,81.1,50.2,1,0,15.8,9,1,1,73.0,24,102,178,266,108,12,36,1,37,0,250,Steelers,2023,25628.0,
2101,Vonn Bell,CAR,S,777,10695,13,18,0,0,5,0,63.8,63.9,86.2,71.1,1,0,11.5,9,1,1,73.9,15,383,272,408,96,8,51,0,19,0,133,Panthers,2023,49650.299999999996,
2102,Kevin Byard,PHI,S,1187,10698,17,36,2,1,24,1,68.0,72.8,66.7,88.0,1,0,5.9,8,1,3,106.4,47,551,378,726,234,23,91,1,59,2,502,Eagles,2023,86413.59999999999,
2103,Daryl Worley,BLT,S,124,10711,7,2,0,0,3,0,70.1,69.5,80.0,85.7,0,0,0.0,0,1,0,58.3,3,69,18,81,32,1,7,0,6,0,21,Ravens,2023,8618.0,
2104,Justin Simmons,DEN,S,985,10732,15,8,0,2,10,1,63.4,67.9,60.4,72.1,3,0,11.8,9,5,1,85.9,23,594,230,597,144,16,59,2,36,3,324,Broncos,2023,66881.5,
2105,Eric Murray,HST,S,176,10740,6,0,0,1,13,0,63.6,60.9,82.7,29.2,0,0,26.7,4,0,0,60.4,1,117,37,110,19,2,11,0,3,0,22,Texans,2023,10718.4,
2106,Miles Killebrew,PIT,S,111,10745,10,3,0,0,25,0,61.1,64.1,76.6,69.8,0,0,7.1,1,0,0,90.9,9,21,53,91,25,5,10,1,13,0,97,Steelers,2023,7115.099999999999,
2107,Deon Bush,KC,S,97,10758,8,2,0,0,16,0,69.4,63.5,81.0,29.7,1,0,27.3,3,0,0,79.2,3,55,22,74,18,0,6,0,3,0,42,Chiefs,2023,6159.5,
2108,DeAndre Houston-Carson,HST,S,589,10819,14,10,0,0,13,1,56.4,56.5,88.9,67.2,2,0,12.3,7,3,1,94.6,18,399,94,361,84,13,40,1,26,2,257,Texans,2023,33278.5,
2109,Jalen Mills,NE,S,459,10867,17,16,0,1,19,0,52.2,59.1,46.5,54.8,0,0,14.8,8,1,2,73.5,17,159,106,303,136,10,30,2,29,0,157,Patriots,2023,27126.9,
2110,Jayron Kearse,DAL,S,860,10878,17,12,2,0,9,0,43.6,44.9,10.1,69.5,1,0,10.7,8,3,8,101.5,34,169,381,469,186,19,55,4,42,1,371,Cowboys,2023,38614.0,
2111,Matthias Farley,CAR,S,68,10953,2,1,0,0,5,0,35.5,28.8,76.3,25.2,0,0,50.0,5,0,0,84.0,2,39,25,32,4,0,4,0,3,0,19,Panthers,2023,1958.4,
2112,Andrew Adams,BLT,S,21,11240,2,0,0,0,3,0,61.1,44.9,72.4,22.9,0,0,100.0,1,0,0,0.0,0,8,9,3,4,0,0,0,0,0,0,Ravens,2023,942.9,
2113,Jamal Adams,SEA,S,518,11761,9,7,1,0,29,0,50.7,54.9,82.2,29.9,0,0,24.2,15,0,1,122.1,28,85,208,287,183,21,40,7,34,2,292,Seahawks,2023,28438.2,
2114,Malik Hooker,DAL,S,862,11770,17,22,0,1,9,1,71.7,77.2,88.5,74.6,1,0,10.2,6,1,0,118.8,8,721,82,530,43,5,31,1,10,2,160,Cowboys,2023,66546.40000000001,
2115,Jabrill Peppers,NE,S,955,11780,15,18,0,1,19,1,83.2,87.3,88.6,59.5,2,0,14.3,12,5,1,52.6,20,424,267,526,134,28,54,3,34,1,132,Patriots,2023,83371.5,
2116,Budda Baker,ARZ,S,763,11791,12,25,0,0,1,0,63.1,64.8,85.2,79.9,0,0,7.6,7,0,0,133.3,11,380,267,390,92,21,60,2,18,3,176,Cardinals,2023,49442.4,
2117,Marcus Maye,NO,S,444,11794,7,8,1,0,20,0,57.6,57.6,86.3,51.3,2,0,18.6,8,0,2,69.7,11,206,94,247,76,9,27,3,15,0,166,Saints,2023,25574.4,
2118,Marcus Williams,BLT,S,765,11797,13,13,0,0,3,0,76.4,73.8,92.0,62.6,1,0,12.5,8,10,2,106.4,17,502,126,500,118,9,43,1,28,4,195,Ravens,2023,56457.0,
2119,Justin Evans,PHI,S,197,11805,4,4,0,0,24,1,61.2,63.1,81.1,90.0,0,0,0.0,0,1,0,84.7,5,134,30,152,33,1,11,0,12,1,58,Eagles,2023,12430.7,
2120,Teez Tabor,SEA,S,12,11808,1,0,0,0,29,0,49.6,46.1,74.6,,0,0,,0,0,0,114.6,1,12,0,12,0,0,0,0,2,1,15,Seahawks,2023,553.2,
2121,John Johnson III,LA,S,574,11847,14,13,0,0,26,0,58.3,58.4,91.3,81.6,2,0,6.3,3,3,0,48.8,15,357,133,397,77,8,32,0,28,1,134,Rams,2023,33521.6,
2122,Eddie Jackson,CHI,S,646,11867,12,5,1,0,6,0,60.0,58.6,55.4,60.9,1,0,15.6,7,3,2,121.1,12,494,64,417,70,7,33,0,18,3,203,Bears,2023,37855.6,
2123,Rayshawn Jenkins,JAX,S,1099,11868,17,23,1,0,15,0,59.6,60.9,48.2,69.3,2,0,10.8,12,6,2,72.0,33,335,489,677,188,28,76,6,54,1,366,Jaguars,2023,66929.09999999999,
2124,Damontae Kazee,PIT,S,791,11904,15,13,1,0,25,2,62.3,60.1,53.2,49.8,2,0,17.3,13,1,2,113.0,23,647,63,506,59,6,49,0,29,2,400,Steelers,2023,47539.1,
2125,Xavier Woods,CAR,S,795,11946,14,10,1,0,5,1,81.7,80.3,54.8,67.3,2,0,13.0,9,5,4,50.7,18,446,210,427,121,17,50,5,25,0,132,Panthers,2023,63838.5,
2126,Rudy Ford,GB,S,626,11963,12,14,0,0,12,0,72.9,69.9,53.4,75.9,2,0,8.1,6,4,2,30.1,9,323,190,348,92,12,54,0,22,1,88,Packers,2023,43757.4,
2127,Shyheim Carter,TEN,S,24,25451,2,0,0,0,31,0,56.9,56.7,73.9,26.6,0,0,50.0,1,0,0,0.0,0,15,4,20,4,0,1,0,0,0,0,Titans,2023,1360.8000000000002,
2128,Dane Cruikshank,TEN,S,1,25546,1,0,0,0,31,0,,60.0,65.6,,0,0,,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,Titans,2023,60.0,
2129,Brenden Schooler,NE,S,3,28253,3,0,0,0,19,1,66.9,78.2,67.5,,0,0,,0,0,0,0.0,0,2,0,2,0,0,0,0,0,0,0,Patriots,2023,234.60000000000002,
2130,DeShon Elliott,MIA,S,987,28854,16,30,0,0,17,1,60.3,68.6,89.2,73.4,1,0,8.8,9,6,1,110.2,24,589,266,619,113,11,63,0,36,3,314,Dolphins,2023,67708.2,
2131,Dee Delaney,TB,S,455,31078,13,3,0,0,30,0,67.9,63.6,83.4,38.2,2,0,23.3,7,1,0,51.5,14,245,93,344,77,5,20,1,27,1,160,Buccaneers,2023,28938.0,
2132,George Odum,SF,S,39,31342,6,1,0,0,28,0,61.3,64.7,73.2,78.6,0,0,0.0,0,0,0,87.5,1,31,4,28,3,0,2,0,1,0,5,49ers,2023,2523.3,
2133,Darnell Savage,GB,S,701,34247,12,16,0,0,12,0,74.2,75.5,87.7,52.8,1,1,17.3,13,2,0,108.9,19,429,147,419,109,15,46,2,24,2,183,Packers,2023,52925.5,
2134,Zayne Anderson,GB,S,14,34622,2,0,0,0,12,0,31.8,29.8,74.1,77.2,0,0,0.0,0,0,0,118.8,1,12,0,11,1,0,1,0,1,0,47,Packers,2023,417.2,
2135,Johnathan Abram,NO,S,209,34646,8,7,0,1,20,0,48.7,57.1,82.6,38.3,1,0,14.8,4,0,0,93.2,11,71,69,129,34,9,16,1,15,1,128,Saints,2023,11933.9,
2136,Camryn Bynum,MIN,S,1120,38408,17,25,0,3,18,0,69.7,73.2,89.3,70.4,2,0,11.0,16,6,0,94.1,63,561,186,691,282,23,104,2,78,2,554,Vikings,2023,81984.0,
2137,Alohi Gilman,LAC,S,928,41662,14,15,0,3,27,2,89.2,86.1,65.6,66.7,2,0,12.3,10,7,2,96.7,22,660,170,544,92,15,56,3,34,3,292,Chargers,2023,79900.79999999999,
2138,K'Von Wallace,TEN,S,807,42467,13,15,0,0,31,0,70.7,68.1,59.5,65.6,1,0,11.5,11,5,1,92.4,27,349,326,487,115,17,70,1,35,1,239,Titans,2023,54956.7,
2139,Antoine Winfield Jr.,TB,S,1230,42475,19,27,0,6,30,4,84.0,90.7,87.9,87.0,3,0,7.9,10,8,0,85.3,31,753,252,724,155,27,90,3,44,2,399,Buccaneers,2023,111561.0,
2140,Daniel Thomas,JAX,S,14,42544,6,1,0,0,15,0,61.7,51.6,0.0,75.2,0,0,0.0,0,0,1,0.0,0,10,3,5,1,0,0,0,0,0,0,Jaguars,2023,722.4,
2141,Tayler Hawkins,SF,S,67,42606,1,0,0,0,28,0,36.2,34.2,78.8,54.9,1,0,25.0,1,0,1,70.1,2,49,8,32,6,0,3,0,3,0,46,49ers,2023,2291.4,
2142,Brandon Jones,MIA,S,542,43049,14,6,0,2,17,1,76.2,75.4,50.6,54.1,2,0,16.9,11,0,1,62.2,10,361,119,330,54,15,48,2,14,1,55,Dolphins,2023,40866.8,
2143,Jeremy Chinn,CAR,S,285,43179,12,9,0,0,5,0,51.6,57.7,79.7,62.8,0,0,10.3,3,2,1,145.8,14,2,107,144,143,10,17,1,17,2,163,Panthers,2023,16444.5,
2144,Richie Grant,ATL,S,945,43196,17,26,2,2,2,0,42.4,51.5,88.4,57.7,1,0,14.2,16,4,2,128.9,36,418,291,526,133,21,71,1,51,5,532,Falcons,2023,48667.5,
2145,Damar Hamlin,BUF,S,31,43291,4,0,0,0,4,0,64.5,61.9,75.1,71.6,0,0,0.0,0,0,0,91.7,1,13,8,25,6,0,1,0,1,0,6,Bills,2023,1918.8999999999999,
2146,Qwuantrezz Knight,ARZ,S,4,43322,1,0,0,0,1,0,60.3,62.3,67.8,,0,0,,0,0,0,0.0,0,4,0,3,0,0,0,0,0,0,0,Cardinals,2023,249.2,
2147,Josh Metellus,MIN,S,1063,43395,17,21,1,4,18,1,64.5,69.2,72.5,67.5,1,0,9.3,11,3,1,111.6,84,55,377,556,396,45,86,6,97,5,747,Vikings,2023,73559.6,
2148,Trenton Thompson,PIT,S,212,43455,6,1,0,0,25,0,63.8,56.8,80.4,64.7,1,0,13.0,3,1,0,31.3,7,86,78,128,36,3,19,0,12,0,44,Steelers,2023,12041.599999999999,
2149,Sam Franklin Jr.,CAR,S,289,43580,8,5,0,0,5,0,65.4,58.0,84.4,29.2,1,1,29.6,8,3,1,73.5,7,173,58,149,51,5,14,0,14,2,67,Panthers,2023,16762.0,
2150,Elijah Riley,PIT,S,50,44440,5,3,0,0,25,0,84.5,79.8,73.4,29.9,0,0,33.3,4,0,0,95.8,1,9,22,34,10,4,5,0,2,0,36,Steelers,2023,3990.0,
2151,Terrell Burgess,WAS,S,120,45255,5,5,0,0,32,0,44.4,49.6,78.4,79.2,0,0,4.8,1,0,0,147.2,9,52,46,66,18,1,15,0,9,1,94,Commanders,2023,5952.0,
2152,Jordan Fuller,LA,S,1057,45326,17,19,0,3,26,0,63.3,66.7,83.7,71.9,3,0,9.9,10,5,1,73.8,25,692,226,664,131,17,72,1,45,3,334,Rams,2023,70501.90000000001,
2153,Nick Scott,CIN,S,569,49012,17,20,0,0,7,1,38.8,44.0,83.2,61.0,0,0,13.6,9,0,1,123.4,20,247,194,360,86,12,37,1,27,1,306,Bengals,2023,25036.0,
2154,Justin Reid,KC,S,1247,49048,20,18,1,1,16,0,51.8,57.7,72.9,68.0,1,0,10.9,14,4,3,96.6,45,335,452,734,328,37,97,2,70,4,468,Chiefs,2023,71951.90000000001,
2155,Jalen Thompson,ARZ,S,938,49116,15,14,0,1,1,0,77.0,71.3,39.0,70.1,4,0,8.4,7,4,3,73.9,26,174,355,510,377,18,62,4,38,2,336,Cardinals,2023,66879.4,
2156,Dallin Leavitt,GB,S,9,49120,3,0,0,0,12,0,63.8,65.4,71.6,77.3,0,0,0.0,0,0,0,0.0,0,8,0,7,0,0,1,0,0,0,0,Packers,2023,588.6,
2157,Ryan Neal,TB,S,615,49132,16,18,0,0,30,0,39.1,46.5,84.2,73.5,0,0,8.5,7,0,1,158.3,26,204,245,349,96,13,57,4,30,4,431,Buccaneers,2023,28597.5,
2158,Jessie Bates III,ATL,S,1134,49162,17,35,0,3,2,0,90.2,90.6,90.3,84.7,6,1,8.2,12,4,1,74.0,24,762,188,643,151,29,99,3,38,3,297,Falcons,2023,102740.4,
2159,Elijah Campbell,MIA,S,141,49190,11,2,0,0,17,0,57.9,56.2,82.2,53.3,0,0,18.2,2,1,0,100.8,7,86,31,97,23,1,7,0,10,0,97,Dolphins,2023,7924.200000000001,
2160,Jordan Whitehead,NYJ,S,1076,49196,17,17,0,0,22,0,68.9,68.2,64.0,43.5,4,0,18.0,20,3,1,99.6,20,507,326,598,218,26,74,3,32,7,349,Jets,2023,73383.2,
2161,Andrew Wingard,JAX,S,330,49268,17,5,0,1,15,0,75.1,79.4,80.9,67.8,1,0,11.4,5,1,0,45.3,7,190,111,179,24,12,34,1,11,0,74,Jaguars,2023,26202.000000000004,
2162,C.J. Gardner-Johnson,DET,S,291,49371,6,5,0,0,11,0,64.2,61.7,0.0,39.8,2,0,21.6,8,2,3,58.7,7,153,83,197,35,6,24,1,10,0,91,Lions,2023,17954.7,
2163,Cam Lewis,BUF,S,179,49395,13,2,0,0,4,0,63.0,65.3,81.1,72.8,0,0,9.5,2,2,0,121.8,14,72,27,149,76,5,17,1,18,1,158,Bills,2023,11688.699999999999,
2164,M.J. Stewart,HST,S,166,49397,6,3,1,1,13,1,54.9,60.4,80.8,58.4,0,0,14.3,3,0,1,89.0,10,101,35,103,26,6,15,0,14,0,92,Texans,2023,10026.4,
2165,Donovan Wilson,DAL,S,776,49408,16,24,0,1,9,2,66.6,66.2,37.3,56.8,2,0,13.0,13,2,4,87.9,21,296,321,453,92,23,63,2,29,2,217,Cowboys,2023,51371.200000000004,
2166,Julian Blackmon,IND,S,987,49434,15,16,0,0,14,2,72.6,68.3,83.5,81.1,4,0,7.4,7,2,0,57.5,31,308,468,545,175,30,72,4,44,0,365,Colts,2023,67412.09999999999,
2167,Ashtyn Davis,NYJ,S,218,49560,17,8,0,0,22,2,75.2,72.6,77.9,57.6,3,0,16.0,4,4,0,32.0,13,46,85,110,79,6,13,1,22,0,107,Jets,2023,15826.8,
2168,Juan Thornhill,CLV,S,643,50426,12,10,0,0,8,0,62.6,66.5,53.6,76.0,0,0,10.9,7,1,1,104.2,16,501,67,377,61,10,47,0,26,2,157,Browns,2023,42759.5,
2169,Sheldrick Redwine,DAL,S,7,50458,1,0,0,0,9,0,,50.5,67.2,23.7,0,0,100.0,1,0,0,0.0,0,5,2,0,0,0,0,0,0,0,0,Cowboys,2023,353.5,
2170,Julian Love,SEA,S,937,51081,17,22,1,2,29,1,80.4,72.8,44.8,67.3,4,0,11.2,14,6,3,83.7,41,386,312,545,168,25,89,1,58,2,556,Seahawks,2023,68213.59999999999,
2171,Taylor Rapp,BUF,S,422,51172,14,10,1,0,4,1,57.6,56.4,4.8,85.6,1,0,4.7,2,1,3,75.4,9,252,82,284,72,4,31,1,17,1,139,Bills,2023,23800.8,
2172,P.J. Locke,DEN,S,538,51189,12,19,0,2,10,0,55.2,64.0,18.7,59.1,1,0,14.0,8,4,2,95.8,15,317,132,334,79,12,30,1,25,2,202,Broncos,2023,34432.0,
2173,Andre Chachere,ARZ,S,467,51194,17,6,0,0,1,0,69.4,71.1,85.6,61.9,0,0,14.3,5,2,0,106.3,5,198,105,285,141,4,24,0,11,1,95,Cardinals,2023,33203.7,
2174,Minkah Fitzpatrick,PIT,S,616,51206,11,24,0,0,25,0,67.9,73.3,54.3,83.1,0,0,6.0,5,2,3,113.5,20,270,157,337,149,19,54,2,30,2,242,Steelers,2023,45152.799999999996,
2175,Tracy Walker III,DET,S,541,51266,12,12,2,1,11,1,57.8,62.8,84.0,69.2,0,0,10.5,6,1,2,123.8,16,274,127,360,114,10,39,0,25,3,173,Lions,2023,33974.799999999996,
2176,Mike Edwards,KC,S,809,51282,21,15,1,0,16,2,58.6,56.9,33.8,39.3,2,0,19.5,15,6,2,64.7,23,468,195,559,118,11,47,1,38,0,311,Chiefs,2023,46032.1,
2177,Sean Chandler,WAS,S,63,51315,1,1,0,0,32,0,59.0,59.7,78.2,52.1,0,0,25.0,1,0,0,95.8,1,50,10,39,3,0,2,0,2,0,32,Commanders,2023,3761.1000000000004,
2178,Terrell Edmunds,TEN,S,475,51334,15,5,0,0,31,0,60.3,63.0,6.7,80.2,1,0,7.1,3,0,2,81.0,15,245,159,328,60,10,34,0,20,0,179,Titans,2023,29925.0,
2179,Micah Abernathy,ATL,S,24,51344,3,1,0,0,2,0,58.0,57.5,80.7,79.0,0,0,0.0,0,0,0,91.7,1,17,4,18,0,1,2,0,1,0,6,Falcons,2023,1380.0,
2180,Derwin James Jr.,LAC,S,1001,51368,16,27,1,0,27,2,57.0,60.1,0.0,69.9,1,0,10.5,14,5,8,93.3,40,385,304,560,225,30,92,3,57,1,468,Chargers,2023,60160.1,
2181,Amani Hooker,TEN,S,867,51378,13,10,0,0,31,0,65.0,67.5,87.6,71.5,1,0,10.1,9,5,0,120.4,36,279,281,505,297,19,70,3,44,3,427,Titans,2023,58522.5,
2182,Marcus Epps,LV,S,1030,51391,17,14,0,1,23,1,62.3,65.4,87.7,54.1,0,0,16.5,13,2,0,104.4,19,640,235,614,120,13,52,3,27,1,203,Raiders,2023,67362.0,
2183,Roderic Teamer,LV,S,46,51405,4,1,0,0,23,0,47.3,51.9,71.7,83.0,0,0,0.0,0,0,0,118.8,4,10,26,19,7,0,3,0,4,0,52,Raiders,2023,2387.4,
2184,Jaylinn Hawkins,LAC,S,137,51423,11,5,0,0,27,0,50.6,53.4,82.1,74.3,0,0,7.7,1,1,0,103.1,3,111,13,88,12,2,7,0,4,0,37,Chargers,2023,7315.8,
2185,J.T. Gray,NO,S,6,51495,3,1,0,0,20,0,62.6,45.7,72.3,77.3,0,0,0.0,0,0,0,0.0,0,4,0,4,0,0,0,0,0,0,0,Saints,2023,274.20000000000005,
2186,Darrick Forrest,WAS,S,328,55087,5,7,0,0,32,0,58.4,61.1,83.7,47.9,0,0,20.6,7,0,0,99.1,6,193,84,193,42,6,20,1,11,1,56,Commanders,2023,20040.8,
2187,Coby Bryant,SEA,S,147,55088,6,5,0,0,29,0,38.7,34.0,78.3,48.4,0,0,15.0,3,0,0,96.4,12,1,43,91,86,5,12,0,15,0,107,Seahawks,2023,4998.0,
2188,Elijah Hicks,CHI,S,487,55584,14,8,0,0,6,0,40.2,46.2,86.8,29.8,0,0,20.6,7,1,0,153.9,11,382,53,322,42,5,19,0,14,4,160,Bears,2023,22499.4,
2189,Lonnie Johnson Jr.,NO,S,124,55615,9,1,1,0,20,0,61.6,62.7,81.6,29.7,1,0,33.3,2,1,1,86.5,2,110,4,110,5,0,3,0,4,1,41,Saints,2023,7774.8,
2190,Russ Yeast,LA,S,836,55629,18,21,1,0,26,0,55.6,57.0,67.0,30.1,0,0,22.7,20,4,3,115.7,26,405,221,519,194,10,47,0,36,1,382,Rams,2023,47652.0,
2191,Xavier McKinney,NYG,S,1128,55775,17,21,0,1,21,2,91.2,87.5,50.8,89.1,3,0,5.7,7,3,2,52.1,33,464,388,614,167,26,94,2,54,0,288,Giants,2023,98700.0,
2192,Kamren Curl,WAS,S,1088,55800,16,24,1,1,32,1,67.8,66.6,86.5,67.9,0,0,11.2,14,4,1,110.2,36,422,428,638,166,29,87,4,52,3,389,Commanders,2023,72460.79999999999,
2193,Bryan Cook,KC,S,593,55940,12,8,0,0,16,2,63.1,65.2,88.0,58.1,1,0,15.6,7,0,0,125.0,11,406,55,378,110,4,30,1,16,3,201,Chiefs,2023,38663.6,
2194,Tony Adams,NYJ,S,879,55953,15,23,0,0,22,0,65.2,68.0,89.6,53.2,3,0,15.3,15,2,2,63.5,18,366,273,506,220,23,60,5,28,1,239,Jets,2023,59772.0,
2195,Raheem Layne,LAC,S,76,55960,3,0,0,0,27,0,62.6,61.5,0.0,80.1,0,0,0.0,0,0,1,104.2,1,52,13,51,8,1,5,0,1,0,9,Chargers,2023,4674.0,
2196,Geno Stone,BLT,S,1000,55967,19,14,0,0,3,0,85.3,72.2,90.3,48.5,7,0,21.0,17,1,0,53.5,28,696,159,685,110,13,50,0,42,2,197,Ravens,2023,72200.0,
2197,Mike Brown,TEN,S,113,56054,8,2,0,0,31,0,58.7,60.3,0.0,84.4,0,0,0.0,0,1,1,102.5,4,55,29,76,24,1,6,0,5,0,43,Titans,2023,6813.9,
2198,Reed Blankenship,PHI,S,942,56065,15,26,0,0,24,1,78.0,73.4,71.2,70.7,3,0,10.2,12,6,1,105.6,35,682,149,617,94,19,80,2,50,6,367,Eagles,2023,69142.8,
2199,Jason Pinnock,NYG,S,1011,56144,16,21,0,2,21,0,64.8,67.8,90.2,58.4,2,1,13.7,13,5,1,79.4,24,650,164,547,122,19,61,4,39,2,284,Giants,2023,68545.8,
2200,Marte Mapu,NE,S,204,56159,14,2,0,0,19,0,54.0,50.0,10.0,62.3,1,0,6.7,1,1,2,87.8,9,60,94,105,34,2,12,0,14,1,128,Patriots,2023,10200.0,
2201,Ifeatu Melifonwu,DET,S,535,56203,14,7,1,1,11,0,75.8,82.1,84.3,54.4,2,0,17.6,9,3,2,76.6,16,233,168,356,113,18,35,2,26,2,185,Lions,2023,43923.5,
2202,Elijah Molden,TEN,S,700,56290,15,22,0,1,31,1,52.4,56.0,84.7,79.3,1,1,7.6,6,2,2,81.7,23,274,222,433,198,16,51,0,34,1,210,Titans,2023,39200.0,
2203,A.J. Thomas,CHI,S,6,56309,1,0,0,0,6,0,61.8,62.6,74.8,,0,0,,0,0,0,0.0,0,6,0,6,0,0,0,0,0,0,0,Bears,2023,375.6,
2204,Jalen Pitre,HST,S,1032,57737,17,27,2,2,13,1,61.6,61.8,45.8,54.0,0,0,15.3,17,5,4,93.2,20,620,245,592,118,27,67,8,33,1,242,Texans,2023,63777.6,
2205,Matthew Jackson,TEN,S,2,57797,1,1,0,0,31,0,,64.1,63.4,75.2,0,0,0.0,0,0,0,0.0,0,1,1,0,0,0,0,0,0,0,0,Titans,2023,128.2,
2206,Grant Delpit,CLV,S,738,60685,13,11,0,0,8,1,75.5,70.0,83.9,55.0,1,0,17.2,16,1,1,78.5,25,122,327,399,183,33,66,7,31,0,188,Browns,2023,51660.0,
2207,Isaiah Pola-Mao,LV,S,130,60781,10,4,0,0,23,0,66.6,55.4,80.7,62.5,1,0,15.8,3,0,0,44.4,4,83,26,65,13,5,12,1,6,0,38,Raiders,2023,7202.0,
2208,Alex Cook,CAR,S,155,61805,4,1,0,0,5,0,56.6,56.6,81.7,29.0,0,0,35.7,5,0,0,89.6,1,98,38,81,19,5,8,2,2,0,22,Panthers,2023,8773.0,
2209,Joey Blount,ARZ,S,25,62771,6,1,0,0,1,0,72.6,66.9,73.4,79.4,1,0,0.0,0,0,0,0.0,0,18,4,12,3,0,1,0,1,0,0,Cardinals,2023,1672.5000000000002,
2210,Theo Jackson,MIN,S,125,62919,15,3,0,0,18,0,69.2,67.6,81.1,32.8,1,0,22.2,4,0,0,80.1,12,10,33,100,45,5,11,0,14,0,145,Vikings,2023,8450.0,
2211,Tristin McCollum,PHI,S,29,66771,1,1,0,0,24,0,65.7,76.6,73.7,82.7,0,0,0.0,0,0,0,56.3,1,17,10,19,2,3,5,0,2,0,6,Eagles,2023,2221.3999999999996,
2212,Jonathan Owens,GB,S,927,66930,17,17,0,1,12,1,59.6,59.6,63.2,68.0,0,0,12.6,11,3,4,123.7,26,434,322,580,137,17,59,2,38,4,269,Packers,2023,55249.200000000004,
2213,Andre Cisco,JAX,S,848,76641,15,10,0,1,15,0,71.5,68.9,35.9,63.2,4,0,13.8,9,1,2,83.9,22,606,140,553,87,11,46,1,32,2,332,Jaguars,2023,58427.200000000004,
2214,Juanyeh Thomas,DAL,S,192,76655,14,5,0,0,9,0,85.9,81.1,80.0,47.2,0,0,19.0,4,3,0,94.9,8,58,73,110,39,7,12,0,14,1,72,Cowboys,2023,15571.199999999999,
2215,Chamarri Conner,KC,S,468,76662,21,8,0,1,16,0,78.4,81.0,86.3,54.3,1,0,17.3,9,0,0,76.6,21,208,86,300,145,11,35,2,28,0,181,Chiefs,2023,37908.0,
2216,Quindell Johnson,CHI,S,35,76689,3,1,0,0,6,0,56.6,57.4,77.5,78.0,1,0,0.0,0,0,0,0.0,0,23,8,23,3,0,1,0,0,0,0,Bears,2023,2009.0,
