,player,team_name,position,snap_counts_defense,player_id,player_game_count,assists,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_coverage_defense,grades_defense,grades_defense_penalty,grades_tackle,interceptions,interception_touchdowns,missed_tackle_rate,missed_tackles,pass_break_ups,penalties,qb_rating_against,receptions,snap_counts_fs,snap_counts_box,snap_counts_coverage,snap_counts_slot,stops,tackles,tackles_for_loss,targets,touchdowns,yards,Team,Year,weighted_grade,weighted_average_grade
755,Daniel Sorensen,KC,S,31,9253,2,0,0,0,16,0,63.4,50.6,0.0,23.7,0,0,100.0,1,0,1,0.0,0,23,5,26,2,0,0,0,0,0,0,Chiefs,2014,1568.6000000000001,
756,L.J. McCray,SF,S,7,9357,2,0,0,0,28,0,60.0,59.8,68.9,,0,0,,0,0,0,0.0,0,2,4,1,1,0,0,0,0,0,0,49ers,2014,418.59999999999997,
757,Marcus Ball,NO,S,94,9391,10,0,0,0,20,0,31.9,28.9,0.0,29.5,0,0,37.5,3,0,1,152.1,10,15,31,54,45,3,5,2,10,1,134,Saints,2014,2716.6,
758,Charles Woodson,OAK,S,1109,330,16,9,1,1,23,3,92.1,90.1,85.9,54.0,5,0,14.6,13,4,1,47.1,12,885,142,732,61,10,67,1,19,0,146,Raiders,2015,99920.9,62.007400881057265
759,Will Allen,PIT,S,941,1832,15,11,0,2,25,0,60.8,68.9,67.2,44.1,1,0,17.5,18,4,2,127.4,38,432,279,570,164,38,74,4,56,7,492,Steelers,2015,64834.90000000001,77.6447223124391
760,Mike Adams,IND,S,825,1972,13,6,0,3,14,1,53.0,61.9,62.2,72.2,5,1,14.3,10,1,1,98.2,28,529,158,477,109,12,54,2,35,2,464,Colts,2015,51067.5,63.40714285714285
761,Antrel Rolle,CHI,S,387,2225,7,2,0,0,6,0,65.3,68.6,79.9,74.1,0,0,10.3,4,1,0,98.1,13,299,53,234,25,14,33,0,15,0,113,Bears,2015,26548.199999999997,70.77780364765233
762,Donte Whitner,CLV,S,847,2953,14,10,0,1,8,0,70.4,71.5,84.3,73.8,0,0,11.2,10,4,0,99.5,18,469,243,479,100,20,69,3,32,2,228,Browns,2015,60560.5,
763,Roman Harper,CAR,S,1067,2988,19,7,0,0,5,2,63.4,62.5,47.7,78.9,0,0,7.8,6,6,3,115.5,24,557,281,707,139,24,64,2,40,3,369,Panthers,2015,66687.5,
764,Antoine Bethea,SF,S,439,3152,7,7,0,0,28,0,49.3,58.3,5.3,82.0,0,0,7.0,3,2,2,152.6,12,333,66,266,12,9,33,2,16,3,186,49ers,2015,25593.699999999997,
765,Michael Griffin,TEN,S,939,3635,15,23,0,0,31,0,54.5,57.4,48.8,71.2,1,0,11.1,13,2,2,118.1,28,461,284,487,89,35,81,3,38,3,358,Titans,2015,53898.6,
766,Reggie Nelson,CIN,S,1068,3637,17,9,0,0,7,2,74.2,71.5,90.7,59.8,8,0,10.4,8,6,0,61.8,16,716,175,682,96,19,60,2,32,2,283,Bengals,2015,76362.0,
767,Brandon Meriweather,NYG,S,831,3640,13,10,0,1,21,0,51.3,50.8,62.5,57.9,2,0,21.9,16,3,1,113.9,17,628,107,503,70,10,47,0,29,4,380,Giants,2015,42214.799999999996,
768,Eric Weddle,SD,S,750,3653,13,14,0,0,27,1,78.4,75.3,86.9,65.6,0,0,12.2,10,6,0,119.8,21,260,311,408,120,19,58,2,27,2,184,Chargers,2015,56475.0,
769,Dashon Goldson,WAS,S,1041,3742,16,11,0,1,32,2,61.6,57.2,68.3,54.2,1,1,17.8,21,2,2,111.7,32,761,168,626,83,33,86,2,41,3,303,Commanders,2015,59545.200000000004,
770,Corey Graham,BUF,S,976,3784,16,15,2,0,4,1,50.4,62.6,46.8,91.5,2,1,2.8,3,1,6,132.6,35,470,246,571,207,32,89,2,48,6,547,Bills,2015,61097.6,
771,Craig Dahl,NYG,S,429,3920,14,5,0,0,21,0,53.3,54.6,84.9,45.1,0,0,14.9,7,2,0,108.9,15,218,134,281,50,10,35,0,25,2,181,Giants,2015,23423.4,
772,James Ihedigbo,DET,S,591,4147,15,11,2,3,11,0,53.8,61.9,0.0,56.5,1,0,18.6,13,1,5,106.8,21,276,172,298,89,21,46,2,27,2,200,Lions,2015,36582.9,
773,Kenny Phillips,NO,S,153,4345,3,2,0,0,20,0,46.8,45.2,78.9,54.3,0,0,23.1,3,0,0,158.3,1,142,5,74,3,2,8,0,1,1,15,Saints,2015,6915.6,
774,Charles Godfrey,ATL,S,144,4381,5,4,0,1,2,0,50.0,46.1,80.9,87.1,0,0,0.0,0,1,0,128.5,9,73,38,106,22,3,9,0,12,1,104,Falcons,2015,6638.400000000001,
775,Tyvon Branch,KC,S,526,4414,16,6,0,0,16,1,61.1,66.3,83.4,85.0,1,1,4.3,2,3,0,77.1,22,269,71,402,155,16,39,1,41,2,238,Chiefs,2015,34873.799999999996,
776,Dwight Lowery,IND,S,1084,4427,16,8,1,0,14,0,60.9,62.3,50.7,44.7,4,1,11.3,9,3,3,57.0,32,602,228,637,154,21,63,1,43,0,327,Colts,2015,67533.2,
777,Quintin Demps,HST,S,817,4431,15,11,1,1,13,2,67.8,66.4,66.2,66.0,1,0,13.6,9,4,3,85.9,15,549,139,501,91,10,46,1,27,2,183,Texans,2015,54248.8,
778,Husain Abdullah,KC,S,486,4652,13,5,0,0,16,0,69.0,71.1,49.5,80.0,0,0,6.3,2,2,2,108.2,16,97,275,342,58,13,25,0,26,2,182,Chiefs,2015,34554.6,
779,Malcolm Jenkins,PHI,S,1203,4937,16,12,0,1,24,1,75.5,76.5,89.1,75.7,2,1,10.6,12,5,2,96.0,55,325,167,712,569,41,89,12,83,6,490,Eagles,2015,92029.5,
780,Patrick Chung,NE,S,1040,4957,17,20,0,1,19,0,79.3,78.8,88.0,77.4,0,0,8.0,8,9,5,78.3,43,147,362,651,327,34,72,4,77,2,388,Patriots,2015,81952.0,
781,Jairus Byrd,NO,S,810,4965,13,10,0,1,20,1,60.5,65.0,86.4,58.6,1,0,14.3,8,2,1,57.4,8,733,46,504,7,7,38,1,15,1,59,Saints,2015,52650.0,
782,Mike Mitchell,PIT,S,1188,4970,18,12,0,2,25,2,78.6,75.4,50.1,58.7,3,0,15.2,14,5,2,49.1,5,1034,77,748,19,8,66,1,18,2,106,Steelers,2015,89575.20000000001,
783,William Moore,ATL,S,500,4978,11,6,0,1,2,0,53.2,55.3,20.5,72.3,2,0,7.3,4,2,2,68.1,28,136,222,286,76,19,45,0,39,0,258,Falcons,2015,27650.0,
784,Sherrod Martin,CHI,S,23,4982,5,0,0,0,6,0,62.8,64.5,74.5,,0,0,,0,0,0,0.0,0,15,3,11,0,0,0,0,0,0,0,Bears,2015,1483.5,
785,Rashad Johnson,ARZ,S,978,5018,16,11,0,0,1,1,57.1,60.6,86.8,50.8,6,0,13.6,11,2,0,92.9,18,811,123,627,24,9,59,2,27,2,325,Cardinals,2015,59266.8,
786,Glover Quin,DET,S,951,5035,16,6,0,1,11,0,57.4,60.7,52.9,77.4,4,1,10.1,7,1,3,118.3,10,877,48,563,21,3,56,0,13,2,179,Lions,2015,57725.700000000004,
787,David Bruton,DEN,S,480,5037,13,6,1,2,10,0,68.8,69.9,47.8,65.3,2,0,14.6,7,4,4,69.6,24,114,216,353,111,15,35,1,40,1,288,Broncos,2015,33552.0,
788,Chris Clemons,ARZ,S,51,5089,8,1,0,0,1,0,58.7,57.5,77.7,79.3,0,0,0.0,0,0,0,91.7,2,13,8,39,29,0,2,0,2,0,12,Cardinals,2015,2932.5,
789,Don Carey,DET,S,38,5101,5,1,0,0,11,0,65.7,70.5,76.7,81.3,0,0,0.0,0,0,0,95.8,1,21,1,17,15,2,5,0,1,0,7,Lions,2015,2679.0,
790,Jamarca Sanford,NO,S,103,5155,13,0,0,0,20,0,66.4,66.9,80.5,83.7,1,0,0.0,0,0,0,37.5,1,65,9,64,3,0,6,0,2,0,16,Saints,2015,6890.700000000001,
791,Colt Anderson,IND,S,161,5242,10,3,0,0,14,0,63.3,61.9,82.4,57.4,0,0,15.4,2,0,0,109.7,2,114,30,89,9,2,8,1,3,0,42,Colts,2015,9965.9,
792,Eric Berry,KC,S,1148,5530,18,12,0,0,16,0,82.3,79.3,90.0,76.4,3,0,12.2,11,6,1,91.6,32,700,208,772,183,19,67,1,47,4,350,Chiefs,2015,91036.4,
793,Earl Thomas III,SEA,S,1098,5539,18,7,2,1,29,0,90.9,90.6,89.1,64.2,5,0,11.0,8,4,2,82.9,14,1013,33,684,41,12,58,0,25,3,205,Seahawks,2015,99478.79999999999,
794,Devin McCourty,NE,S,1079,5552,16,12,1,0,19,0,78.0,77.0,87.2,77.9,1,0,8.2,6,6,2,107.2,26,763,185,689,107,14,55,1,40,4,269,Patriots,2015,83083.0,
795,Nate Allen,OAK,S,224,5562,5,4,0,0,23,0,47.5,46.9,81.5,38.9,1,0,21.1,4,0,0,118.8,9,81,78,132,56,3,11,1,10,2,136,Raiders,2015,10505.6,
796,T.J. Ward,DEN,S,886,5563,15,8,0,2,10,1,70.2,67.4,0.0,59.9,1,0,15.7,13,4,8,77.3,29,384,279,537,125,25,62,4,47,1,288,Broncos,2015,59716.4,
797,Taylor Mays,OAK,S,314,5574,11,4,0,0,23,0,65.9,62.4,80.7,68.1,0,0,16.0,4,4,2,77.5,11,68,167,221,68,7,17,1,22,1,98,Raiders,2015,19593.6,
798,Morgan Burnett,GB,S,816,5596,13,14,0,1,12,1,68.4,74.4,83.1,74.1,0,0,9.2,8,6,0,100.5,12,480,214,484,70,25,65,4,23,2,143,Packers,2015,60710.4,
799,Major Wright,TB,S,218,5600,9,3,1,0,30,0,35.6,43.3,83.7,68.9,0,0,9.1,3,1,2,146.8,7,127,40,121,16,6,27,1,9,1,93,Buccaneers,2015,9439.4,
800,Darrell Stuckey,SD,S,70,5634,11,0,0,0,27,0,47.6,47.3,77.8,48.6,0,0,25.0,1,0,0,49.3,1,54,10,56,3,1,3,0,3,0,14,Chargers,2015,3311.0,
801,Walter Thurmond,PHI,S,1189,5635,16,9,0,2,24,1,71.4,72.6,71.4,60.5,3,0,15.3,13,3,1,104.8,27,767,190,712,164,22,63,3,37,6,321,Eagles,2015,86321.4,
802,Kam Chancellor,SEA,S,756,5656,13,21,0,2,29,0,68.0,71.4,86.1,56.3,2,0,16.9,15,3,2,97.8,43,220,324,468,143,17,53,1,51,2,421,Seahawks,2015,53978.4,
803,Kendrick Lewis,BLT,S,925,5659,15,11,1,1,3,0,64.0,62.2,70.1,57.9,0,0,14.1,10,2,4,128.2,18,560,188,547,103,21,50,3,29,6,242,Ravens,2015,57535.0,
804,Larry Asante,OAK,S,366,5683,13,3,0,0,23,0,54.5,57.1,82.0,43.3,0,0,22.6,7,4,1,111.3,12,173,138,236,33,6,21,2,14,0,150,Raiders,2015,20898.600000000002,
805,Reshad Jones,MIA,S,1117,5686,16,23,0,0,17,1,67.3,77.9,68.4,79.9,5,2,9.7,15,4,2,79.8,34,619,321,600,97,51,116,6,50,4,407,Dolphins,2015,87014.3,
806,Kurt Coleman,CAR,S,1193,5767,18,18,0,0,5,0,88.8,84.3,92.1,67.1,9,1,13.4,15,2,0,87.2,32,804,229,805,120,26,79,4,46,3,497,Panthers,2015,100569.9,
807,Rafael Bush,NO,S,21,5779,1,0,0,0,20,0,55.9,52.2,72.2,28.6,0,0,60.0,3,0,0,0.0,0,20,0,14,1,0,2,0,0,0,0,Saints,2015,1096.2,
808,Sergio Brown,JAX,S,554,5803,15,2,0,0,15,0,40.9,47.4,84.5,29.9,0,0,20.0,9,2,0,122.5,18,363,102,310,56,6,34,1,23,1,228,Jaguars,2015,26259.6,
809,Ross Ventrone,PIT,S,1,5805,1,0,0,0,25,0,,60.0,60.0,,0,0,,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0,0,Steelers,2015,60.0,
810,Darian Stewart,DEN,S,1011,5820,18,7,0,2,10,2,76.2,77.7,90.4,55.1,2,0,18.8,15,7,0,110.0,28,724,190,632,49,20,58,3,40,3,436,Broncos,2015,78554.7,
811,Chris Maragos,PHI,S,300,5906,11,2,0,0,24,0,69.4,68.7,82.6,51.2,0,0,23.1,3,0,0,0.0,0,271,12,225,14,1,8,0,0,0,0,Eagles,2015,20610.0,
812,Barry Church,DAL,S,865,5924,15,18,0,1,9,0,49.4,63.6,89.0,61.9,0,0,14.5,18,0,2,134.5,44,375,251,483,128,45,88,4,46,4,429,Cowboys,2015,55014.0,
813,Danny McCray,DAL,S,5,5929,2,0,0,0,9,0,60.5,69.6,70.2,77.2,0,0,0.0,0,0,0,0.0,0,3,1,2,1,1,1,0,0,0,0,Cowboys,2015,348.0,
814,Anthony Levine,BLT,S,10,6013,5,0,0,0,3,0,62.2,65.7,67.4,75.2,0,0,0.0,0,0,0,0.0,0,7,3,6,0,0,1,0,0,0,0,Ravens,2015,657.0,
815,Andrew Sendejo,MIN,S,830,6118,14,7,0,0,18,1,48.5,51.7,89.1,51.1,1,0,14.8,12,2,0,86.1,18,666,68,522,71,14,62,0,29,1,245,Vikings,2015,42911.0,
816,Aaron Williams,BUF,S,186,6186,3,1,0,0,4,0,61.7,63.3,0.0,49.6,1,0,18.2,2,1,1,100.8,8,87,41,132,52,5,8,0,10,3,82,Bills,2015,11773.8,
817,Rahim Moore,HST,S,441,6197,7,4,0,0,13,0,56.6,56.8,85.1,52.3,1,0,21.7,5,1,0,91.0,3,415,17,261,9,2,14,0,6,1,68,Texans,2015,25048.8,
818,Marcus Gilchrist,NYJ,S,1045,6202,16,18,0,0,22,0,64.7,70.7,88.0,89.9,3,0,5.4,5,1,2,64.2,30,680,187,674,151,14,70,0,45,1,291,Jets,2015,73881.5,
819,Jaiquawn Jarrett,NYJ,S,13,6206,2,0,0,0,22,0,46.4,44.1,70.0,,0,0,,0,0,0,118.8,1,4,5,10,4,0,0,0,1,0,22,Jets,2015,573.3000000000001,
820,Chris Conte,TB,S,731,6245,14,10,0,2,30,0,66.1,65.1,0.0,66.4,2,0,12.7,10,4,4,52.5,11,576,70,430,57,15,59,5,22,2,86,Buccaneers,2015,47588.1,
821,Da'Norris Searcy,TEN,S,883,6252,15,8,1,0,31,0,66.2,68.2,43.3,86.2,1,0,9.3,5,1,2,74.9,16,589,170,474,51,9,41,0,27,1,172,Titans,2015,60220.600000000006,
822,Chris Prosinski,CHI,S,337,6273,7,2,1,1,6,0,52.7,58.2,79.2,59.0,0,0,19.2,5,0,1,158.3,5,257,47,194,32,6,19,0,5,1,123,Bears,2015,19613.4,
823,Shiloh Keo,DEN,S,123,6296,5,0,0,0,10,0,56.7,53.9,0.0,86.2,1,0,0.0,0,0,1,117.9,6,92,20,100,7,1,6,0,7,1,86,Broncos,2015,6629.7,
824,Colin Jones,CAR,S,161,6342,8,0,0,0,5,0,59.3,58.1,83.8,47.1,1,0,20.0,3,0,0,116.0,17,14,3,119,137,5,12,1,19,2,165,Panthers,2015,9354.1,
825,Jimmy Wilson,SD,S,483,6387,13,4,0,0,27,1,53.1,56.6,83.5,30.6,1,0,18.9,10,1,0,128.4,21,202,181,297,70,16,39,0,27,3,260,Chargers,2015,27337.8,
826,Jeron Johnson,WAS,S,196,6621,8,4,0,0,32,0,34.4,39.8,80.2,65.8,0,0,13.0,3,0,0,158.3,6,129,41,103,16,5,16,1,6,2,96,Commanders,2015,7800.799999999999,
827,Ron Parker,KC,S,1177,6625,18,8,1,1,16,0,69.7,70.6,68.5,51.6,3,0,17.1,18,7,3,78.0,66,344,95,767,684,30,79,4,97,1,667,Chiefs,2015,83096.2,
828,Isa Abdul-Quddus,DET,S,569,6722,16,9,0,1,11,0,62.5,66.8,53.3,66.4,0,0,8.9,5,3,3,120.3,24,277,158,381,96,15,42,2,32,2,268,Lions,2015,38009.2,
829,Will Hill III,BLT,S,943,6999,16,9,0,0,3,0,59.8,65.1,22.3,76.5,1,0,6.3,4,3,7,100.5,23,562,199,568,109,17,50,5,36,2,330,Ravens,2015,61389.299999999996,
830,Omar Bolden,DEN,S,48,7101,5,0,0,0,10,0,44.9,43.1,75.8,30.4,0,0,0.0,0,0,0,60.4,1,36,3,36,6,0,2,0,3,0,22,Broncos,2015,2068.8,
831,Robert Blanton,MIN,S,231,7136,12,5,0,0,18,0,56.9,59.3,84.3,87.5,0,0,0.0,0,1,1,118.8,5,170,29,127,18,3,21,0,6,0,98,Vikings,2015,13698.3,
832,Shaun Prater,DEN,S,7,7149,1,0,0,0,10,0,60.9,62.1,70.8,,0,0,,0,0,0,0.0,0,5,1,3,0,0,0,0,0,0,0,Broncos,2015,434.7,
833,George Iloka,CIN,S,713,7159,13,9,0,0,7,1,72.4,69.6,3.9,69.5,1,0,13.8,8,3,3,108.5,13,579,55,455,55,13,41,3,20,2,191,Bengals,2015,49624.799999999996,
834,Keith Tandy,TB,S,280,7166,13,8,0,0,30,0,68.8,72.2,83.2,81.4,0,0,7.5,3,2,0,116.7,9,188,44,129,41,9,29,1,11,1,52,Buccaneers,2015,20216.0,
835,Trenton Robinson,WAS,S,439,7170,8,6,1,0,32,0,40.3,40.7,42.2,49.8,1,0,18.0,11,0,3,108.3,14,277,88,254,37,11,44,2,18,1,200,Commanders,2015,17867.300000000003,
836,Winston Guy,IND,S,2,7171,1,0,0,0,14,0,60.0,60.0,69.3,,0,0,,0,0,0,0.0,0,2,0,1,0,0,0,0,0,0,0,Colts,2015,120.0,
837,Josh Bush,DEN,S,370,7176,11,5,0,0,10,0,55.2,59.7,83.5,57.0,1,0,16.0,4,1,0,69.1,9,277,59,263,15,6,16,0,12,0,113,Broncos,2015,22089.0,
838,Nate Ebner,NE,S,47,7193,10,1,0,0,19,0,65.9,71.0,77.3,42.1,0,0,33.3,1,1,0,100.0,3,22,7,35,6,1,1,0,3,0,24,Patriots,2015,3337.0,
839,Matt Daniels,SD,S,3,7251,1,0,0,0,27,0,60.2,60.3,67.8,,0,0,,0,0,0,0.0,0,3,0,3,0,0,0,0,0,0,0,Chargers,2015,180.89999999999998,
840,Rodney McLeod,SL,S,1149,7271,16,12,0,3,26,1,71.3,74.8,89.5,79.4,1,0,8.3,7,2,0,76.9,12,1051,44,698,39,18,65,2,21,1,157,Rams,2015,85945.2,
841,Michael Thomas,MIA,S,697,7279,16,9,0,0,17,0,68.6,70.0,87.2,56.3,0,0,14.1,11,1,0,106.9,18,435,94,364,114,14,58,2,26,2,134,Dolphins,2015,48790.0,
842,Tashaun Gipson Sr.,CLV,S,798,7288,13,12,0,0,8,0,42.9,49.7,89.6,46.6,2,0,15.7,11,0,0,115.7,18,504,133,453,97,14,47,2,23,4,252,Browns,2015,39660.600000000006,
843,Duke Ihenacho,WAS,S,8,7297,1,2,0,0,32,0,61.5,84.0,67.2,75.1,0,0,0.0,0,0,0,0.0,0,3,4,4,0,0,0,0,0,0,0,Commanders,2015,672.0,
844,Robert Golden,PIT,S,426,7303,15,4,0,0,25,0,60.0,63.1,43.4,71.1,1,0,13.5,5,2,1,102.0,15,189,121,274,79,11,28,1,25,3,162,Steelers,2015,26880.600000000002,
845,Kelcie McCray,SEA,S,225,7396,7,5,0,0,29,0,75.0,72.5,81.4,89.1,0,0,0.0,0,1,0,78.3,7,71,87,150,41,6,15,0,10,0,43,Seahawks,2015,16312.5,
846,Sean Richardson,GB,S,48,7456,3,1,0,0,12,0,55.1,53.6,72.7,77.4,0,0,0.0,0,0,1,83.8,3,9,30,34,7,0,2,0,5,0,38,Packers,2015,2572.8,
847,Eddie Pleasant,HST,S,388,7593,17,2,1,0,13,0,67.2,62.7,0.0,44.9,2,0,18.8,6,3,5,38.8,17,41,251,312,84,9,24,0,38,0,195,Texans,2015,24327.600000000002,
848,Harrison Smith,MIN,S,848,7641,14,13,0,1,18,0,78.2,85.0,87.6,74.0,2,1,9.3,7,2,0,43.3,9,481,192,496,110,21,55,3,18,1,89,Vikings,2015,72080.0,
849,Kenny Vaccaro,NO,S,1059,7796,16,23,2,1,20,1,62.1,65.5,24.8,63.9,0,0,13.0,16,3,6,118.8,44,214,424,588,184,42,84,5,57,3,476,Saints,2015,69364.5,
850,Eric Reid,SF,S,1113,7799,16,7,0,1,28,0,65.8,66.7,92.7,60.9,0,0,19.2,15,7,1,104.4,26,931,115,613,41,11,56,0,41,3,247,49ers,2015,74237.1,
851,Johnathan Cyprien,JAX,S,1013,7814,14,16,1,1,15,1,50.8,54.5,68.0,46.6,1,0,17.1,21,2,4,120.9,38,458,292,590,138,41,86,1,54,6,400,Jaguars,2015,55208.5,
852,D.J. Swearinger Sr.,ARZ,S,261,7838,10,4,0,1,1,1,52.7,53.6,82.6,42.2,0,0,20.0,5,1,1,158.3,6,168,49,137,14,9,16,0,7,3,141,Cardinals,2015,13989.6,
853,T.J. McDonald,SL,S,766,7852,11,10,0,1,26,1,53.7,58.3,87.5,55.7,0,0,15.9,11,1,0,120.2,21,344,204,428,92,22,48,3,28,2,214,Rams,2015,44657.799999999996,
854,J.J. Wilcox,DAL,S,822,7861,16,9,0,0,9,0,57.5,52.7,60.9,28.6,1,0,26.2,17,2,3,52.6,10,700,86,465,25,6,39,1,16,0,94,Cowboys,2015,43319.4,
855,Shawn Williams,CIN,S,524,7865,15,4,0,1,7,0,83.0,79.6,86.6,51.6,2,0,18.4,7,2,1,43.9,13,408,68,389,36,7,27,2,23,1,91,Bengals,2015,41710.399999999994,
856,Duron Harmon,NE,S,669,7872,18,5,0,0,19,0,85.1,77.7,85.1,42.2,3,0,17.9,5,2,0,74.7,3,637,28,492,1,1,18,0,7,1,62,Patriots,2015,51981.3,
857,Duke Williams,BUF,S,282,7887,13,1,0,0,4,0,58.6,64.1,80.8,29.7,0,0,22.2,6,2,0,99.7,10,128,86,149,35,7,20,2,16,1,95,Bills,2015,18076.199999999997,
858,Shamarko Thomas,PIT,S,21,7893,6,0,0,0,25,1,62.8,49.7,76.9,75.8,0,0,0.0,0,0,0,39.6,0,7,8,7,3,1,2,1,1,0,0,Steelers,2015,1043.7,
859,Jonathan Meeks,BUF,S,15,7925,4,0,0,0,4,0,61.7,65.0,74.9,,0,0,,0,0,0,0.0,0,10,3,8,1,0,0,0,0,0,0,Bills,2015,975.0,
860,Cooper Taylor,NYG,S,50,7934,4,0,0,0,21,0,57.2,58.1,76.5,66.8,0,0,16.7,1,1,0,158.3,4,42,7,41,1,1,5,1,5,1,65,Giants,2015,2905.0,
861,Micah Hyde,GB,S,709,7941,17,5,0,0,12,1,69.7,65.6,83.2,60.2,3,0,12.1,8,4,2,98.3,41,142,283,474,243,17,53,1,59,4,522,Packers,2015,46510.399999999994,
862,Josh Evans,JAX,S,619,7951,15,5,0,1,15,1,56.9,56.5,51.7,46.0,0,0,18.8,12,0,2,92.5,13,445,104,394,64,16,47,3,17,0,109,Jaguars,2015,34973.5,
863,Bacarri Rambo,BUF,S,686,7972,15,12,0,1,4,1,57.4,62.3,85.8,68.8,1,0,10.6,7,5,0,101.9,14,476,105,425,65,12,47,2,22,4,138,Bills,2015,42737.799999999996,
864,Jordan Poyer,CLV,S,424,8000,14,4,0,0,8,1,63.5,58.7,41.2,30.6,2,0,28.3,13,2,2,83.3,9,276,74,256,48,12,29,1,14,2,93,Browns,2015,24888.800000000003,
865,Kemal Ishmael,ATL,S,375,8026,14,8,1,0,2,0,69.2,71.1,38.0,59.6,1,0,13.0,7,2,2,61.2,22,97,164,225,87,16,39,1,34,0,142,Falcons,2015,26662.499999999996,
866,Daimion Stafford,TEN,S,330,8031,15,4,0,0,31,0,57.4,58.7,30.6,35.9,0,0,24.0,6,4,1,111.4,17,113,152,193,35,6,15,1,22,0,237,Titans,2015,19371.0,
867,Rontez Miles,NYJ,S,127,8102,8,6,0,0,22,0,65.6,73.1,77.8,89.9,1,0,0.0,0,0,0,62.9,4,62,54,74,5,6,9,2,5,0,43,Jets,2015,9283.699999999999,
868,Jahleel Addae,SD,S,711,8117,13,14,0,0,27,1,57.9,58.9,4.1,61.4,0,0,16.0,13,4,4,105.2,19,507,112,430,55,12,54,1,29,1,258,Chargers,2015,41877.9,
869,Bradley McDougald,TB,S,888,8220,16,6,0,0,30,0,61.8,63.1,89.0,64.0,2,0,13.7,13,3,2,67.1,16,532,129,508,105,12,76,2,26,1,206,Buccaneers,2015,56032.8,
870,Jordan Kovacs,MIA,S,10,8275,1,0,0,0,17,0,59.1,58.9,71.2,50.0,0,0,50.0,1,0,0,95.8,1,7,2,8,0,1,1,0,1,0,7,Dolphins,2015,589.0,
871,Demontre Hurst,CHI,S,73,8359,4,0,1,0,6,0,66.4,62.4,0.0,78.6,0,0,25.0,1,0,1,56.3,1,3,6,49,58,0,3,0,2,0,0,Bears,2015,4555.2,
872,Tony Jefferson,ARZ,S,887,8361,18,15,0,3,1,1,60.4,65.4,86.2,83.5,2,1,7.2,7,5,0,93.6,34,358,279,551,138,26,75,6,55,4,408,Cardinals,2015,58009.8,
873,Jeff Heath,DAL,S,205,8396,13,2,0,0,9,0,58.8,61.5,82.4,64.9,2,0,11.1,2,0,1,63.8,7,116,39,128,18,3,14,0,10,0,103,Cowboys,2015,12607.5,
874,Chris Banjo,GB,S,102,8419,8,0,0,0,12,0,72.7,74.7,76.7,81.9,0,0,0.0,0,1,0,42.4,1,71,24,72,3,1,6,0,3,0,8,Packers,2015,7619.400000000001,
875,Steven Terrell,SEA,S,17,8450,3,0,0,0,29,0,72.1,76.1,72.8,75.2,0,0,0.0,0,1,0,39.6,0,16,0,13,1,0,1,0,2,0,0,Seahawks,2015,1293.6999999999998,
876,Cody Davis,SL,S,13,8458,4,0,0,0,26,0,60.8,61.3,69.5,,0,0,,0,0,0,0.0,0,13,0,12,0,0,0,0,0,0,0,Rams,2015,796.9,
877,Brynden Trawick,BLT,S,87,8471,7,1,0,0,3,0,49.7,53.6,78.2,59.0,0,0,11.1,1,1,1,99.2,4,26,35,43,9,3,7,2,5,0,39,Ravens,2015,4663.2,
878,Calvin Pryor,NYJ,S,709,8653,13,13,0,1,22,0,81.9,73.8,84.0,60.6,2,0,14.8,12,2,0,58.0,22,311,283,422,66,25,56,4,39,1,203,Jets,2015,52324.2,
879,Ha Ha Clinton-Dix,GB,S,1176,8656,18,17,0,1,12,0,71.8,77.2,75.2,85.5,3,0,7.6,9,3,3,46.3,19,785,246,726,79,32,93,1,40,1,264,Packers,2015,90787.2,
880,Terrence Brooks,BLT,S,65,8714,6,1,0,0,3,0,64.8,68.8,78.1,78.5,0,0,0.0,0,1,0,106.7,4,9,13,39,37,3,5,1,5,0,48,Ravens,2015,4472.0,
881,Maurice Alexander,SL,S,420,8745,11,2,1,0,26,0,40.3,44.6,85.5,53.4,0,0,15.6,5,1,1,138.7,23,181,96,251,48,11,25,2,31,4,262,Rams,2015,18732.0,
882,Marqueston Huff,TEN,S,85,8757,8,1,0,0,31,0,62.2,62.7,77.6,47.0,0,0,16.7,1,2,0,103.1,1,56,9,59,13,0,4,0,4,1,35,Titans,2015,5329.5,
883,Walt Aikens,MIA,S,444,8760,11,3,0,0,17,0,53.5,50.2,42.7,48.5,0,0,21.7,5,0,1,121.6,9,325,48,273,44,2,15,0,16,3,127,Dolphins,2015,22288.800000000003,
884,Tre Boston,CAR,S,293,8763,15,1,0,0,5,1,72.4,73.9,23.1,65.4,1,0,13.0,3,1,1,52.8,8,221,43,216,22,6,19,1,11,0,74,Panthers,2015,21652.7,
885,Brock Vereen,CHI,S,4,8766,2,0,0,0,6,0,43.1,41.3,64.5,22.3,0,0,100.0,1,0,0,158.3,1,0,3,3,1,0,0,0,1,1,30,Bears,2015,165.2,
886,Ricardo Allen,ATL,S,838,8782,15,4,0,0,2,1,72.2,68.4,32.4,65.4,3,0,15.2,10,3,2,85.0,16,744,50,497,37,10,52,0,23,2,196,Falcons,2015,57319.200000000004,
