,player,player_id,team_name,position,avg_depth_of_target,avoided_tackles,caught_percent,contested_catch_rate,contested_receptions,contested_targets,declined_penalties,drop_rate,drops,first_downs,franchise_id,fumbles,grades_hands_drop,grades_hands_fumble,grades_offense,grades_pass_block,grades_pass_route,inline_rate,inline_snaps,interceptions,longest,pass_block_rate,pass_blocks,pass_plays,penalties,receptions,route_rate,routes,slot_rate,slot_snaps,targeted_qb_rating,targets,touchdowns,wide_rate,wide_snaps,yards,yards_after_catch,yards_after_catch_per_reception,yards_per_reception,yprr,snap_counts_pass_block,snap_counts_run_block,total_snaps,Team,Year,weighted_grade,weighted_average_grade
1013,T.J. Hockenson,40912,DET,TE,8.6,4,57.1,29.4,5,17,0,3.0,1,19,11,0,78.5,76.8,60.5,35.2,62.1,46.8,161,0,39,9.6,33,344,5,32,83.4,287,42.7,147,88.9,56,2,10.5,36,367,197,6.2,11.5,1.28,33,181,344,Lions,2019,20812.0,
1118,T.J. Hockenson,40912,DET,TE,7.5,7,69.8,50.0,5,10,1,9.5,7,40,11,0,62.7,47.7,75.5,50.9,76.3,45.6,246,4,51,9.3,50,539,6,67,85.3,460,39.7,214,95.1,96,6,14.5,78,723,318,4.7,10.8,1.57,50,226,538,Lions,2020,40619.0,
1250,T.J. Hockenson,40912,DET,TE,7.7,6,75.3,78.6,11,14,1,1.6,1,32,11,0,90.1,80.7,68.1,65.4,73.6,35.2,157,3,33,5.2,23,446,7,61,88.6,395,53.1,237,95.9,81,4,11.2,50,583,201,3.3,9.6,1.48,23,212,444,Lions,2021,30236.399999999998,
1360,T.J. Hockenson,40912,MIN,TE,7.9,10,69.9,51.7,15,29,0,6.5,6,43,18,1,71.7,82.7,70.2,51.1,73.3,48.6,327,4,81,10.0,67,673,6,86,85.1,573,34.3,231,94.0,123,6,17.1,115,914,426,5.0,10.6,1.6,67,313,673,Vikings,2022,47244.6,57.99979296066253
1481,T.J. Hockenson,40912,MIN,TE,7.6,7,76.6,32.0,8,25,0,5.0,5,48,18,1,79.7,56.6,78.8,65.6,82.4,49.7,280,1,29,4.6,26,563,3,95,90.2,508,38.2,215,108.3,124,5,12.1,68,960,342,3.6,10.1,1.89,26,227,563,Vikings,2023,44364.4,63.04402102496715
1618,T.J. Hockenson,40912,MIN,TE,9.0,4,71.9,62.5,10,16,0,4.2,2,33,18,0,77.3,78.9,74.8,62.0,78.9,56.0,205,2,34,2.2,8,366,0,46,91.0,333,30.1,110,88.0,64,1,13.9,51,519,180,3.9,11.3,1.56,8,101,366,Vikings,2024,27376.8,
1466,Tanner Conner,22777,MIA,TE,6.5,0,0.0,,0,0,0,100.0,2,0,17,0,25.5,,30.9,,29.3,50.0,7,0,0,0.0,0,14,0,0,78.6,11,7.1,1,39.6,2,0,42.9,6,0,0,,,0.0,0,12,14,Dolphins,2022,432.59999999999997,
1689,Tanner Conner,22777,MIA,TE,12.5,0,75.0,,0,0,1,0.0,0,1,17,0,70.5,65.8,49.0,,53.4,22.2,4,0,11,0.0,0,18,1,3,100.0,18,50.0,9,81.3,4,0,22.2,4,16,5,1.7,5.3,0.89,0,7,17,Dolphins,2024,833.0,
1088,Tanner Hudson,66924,TB,TE,12.4,1,40.0,0.0,0,3,0,50.0,2,1,30,0,27.3,64.0,44.4,74.6,40.3,45.2,33,0,14,5.5,4,73,0,2,87.7,64,32.9,24,57.1,5,0,19.2,14,26,2,1.0,13.0,0.41,4,30,71,Buccaneers,2019,3152.4,
1197,Tanner Hudson,66924,TB,TE,16.3,0,42.9,0.0,0,3,0,0.0,0,3,30,0,70.5,65.8,60.0,73.2,66.6,48.6,18,0,20,10.8,4,37,0,3,81.1,30,21.6,8,62.2,7,0,24.3,9,41,13,4.3,13.7,1.37,4,37,35,Buccaneers,2020,2100.0,
1427,Tanner Hudson,66924,NYG,TE,7.1,0,66.7,0.0,0,4,0,0.0,0,8,21,0,78.0,71.1,60.1,30.0,59.8,42.0,79,0,27,5.9,11,188,1,10,87.8,165,25.5,48,94.3,15,0,25.5,48,132,64,6.4,13.2,0.8,11,70,175,Giants,2022,10517.5,
1504,Tanner Hudson,66924,CIN,TE,5.5,5,79.6,50.0,3,6,0,2.5,1,21,7,0,81.8,78.0,73.0,52.2,72.5,26.4,64,1,26,0.8,2,242,1,39,93.0,225,50.0,121,94.9,49,1,22.3,54,352,146,3.7,9.0,1.56,2,34,239,Bengals,2023,17447.0,
1646,Tanner Hudson,66924,CIN,TE,4.0,6,82.6,,0,0,0,9.5,2,9,7,1,56.9,24.4,67.4,73.0,66.8,25.3,24,0,19,11.6,11,95,1,19,83.2,79,41.1,39,109.1,23,1,15.8,15,154,99,5.2,8.1,1.95,11,23,78,Bengals,2024,5257.200000000001,
269,Taylor Thompson,7140,TEN,TE,11.0,0,50.0,,0,0,0,25.0,2,1,31,0,49.2,68.8,68.3,72.4,37.8,50.0,46,1,12,9.8,9,92,0,6,83.7,77,25.0,23,25.0,12,0,14.1,13,46,12,2.0,7.7,0.6,9,169,82,Titans,2012,5600.599999999999,
398,Taylor Thompson,7140,TEN,TE,8.8,0,50.0,,0,0,0,0.0,0,1,31,0,70.5,65.8,66.9,83.1,46.3,62.5,60,0,9,22.9,22,96,1,3,72.9,70,16.7,16,95.8,6,1,7.3,7,13,2,0.7,4.3,0.19,22,176,83,Titans,2013,5552.700000000001,
512,Taylor Thompson,7140,TEN,TE,15.0,0,50.0,,0,0,0,33.3,1,2,31,0,68.3,64.0,64.6,,69.1,42.1,8,0,13,0.0,0,19,1,2,100.0,19,52.6,10,68.8,4,0,5.3,1,24,11,5.5,12.0,1.26,0,32,19,Titans,2014,1227.3999999999999,
1431,Taysom Hill,12112,NO,TE,6.7,2,75.0,0.0,0,2,0,18.2,2,5,20,0,38.4,49.1,75.6,80.6,52.2,23.0,35,0,30,1.3,2,152,1,9,80.9,123,23.7,36,130.6,12,2,36.8,56,76,36,4.0,8.4,0.62,2,74,127,Saints,2022,9601.199999999999,
1513,Taysom Hill,12112,NO,TE,5.7,5,84.6,40.0,2,5,0,2.9,1,11,20,0,79.4,67.7,75.3,60.1,66.4,21.5,55,0,36,1.6,4,256,0,33,87.5,224,44.5,114,114.9,39,2,25.0,64,291,136,4.1,8.8,1.3,4,89,233,Saints,2023,17544.899999999998,
1634,Taysom Hill,12112,NO,TE,3.5,6,74.2,50.0,3,6,0,11.5,3,8,20,1,50.6,49.9,71.8,75.6,65.9,20.0,25,0,34,4.0,5,125,0,23,88.8,111,41.6,52,89.0,31,0,20.8,26,187,139,6.0,8.1,1.68,5,64,103,Saints,2024,7395.4,
1433,Teagan Quitoriano,84036,HST,TE,11.8,0,58.3,50.0,1,2,1,0.0,0,5,13,0,75.6,69.5,49.4,55.4,59.9,76.6,128,1,52,20.4,34,167,2,7,73.7,123,18.6,31,94.8,12,2,4.2,7,113,53,7.6,16.1,0.92,34,155,166,Texans,2022,8200.4,
1573,Teagan Quitoriano,84036,HST,TE,5.0,1,66.7,,0,0,0,0.0,0,2,13,0,68.3,64.0,60.1,59.4,62.9,89.1,49,0,22,49.1,27,55,0,2,47.3,26,5.5,3,103.5,3,0,5.5,3,33,18,9.0,16.5,1.27,27,103,55,Texans,2023,3305.5,
1213,Temarrick Hemingway,10811,WAS,TE,2.5,0,50.0,,0,0,0,0.0,0,1,32,0,64.7,61.2,42.2,49.6,60.5,61.5,16,0,10,34.6,9,26,1,1,65.4,17,15.4,4,64.6,2,0,11.5,3,10,7,7.0,10.0,0.59,9,36,23,Commanders,2020,970.6,
1627,Theo Johnson,129787,NYG,TE,6.9,3,67.4,62.5,5,8,0,14.7,5,16,21,0,49.8,76.6,53.6,63.4,55.7,42.7,195,2,35,13.8,63,457,5,29,80.3,367,47.3,216,78.7,43,1,7.7,35,331,160,5.5,11.4,0.9,63,224,446,Giants,2024,23905.600000000002,
334,Tim Wright,8392,TB,TE,9.4,1,75.0,,0,0,0,6.9,4,30,30,0,66.9,79.8,66.7,64.4,69.5,36.1,159,0,36,7.0,31,441,2,54,87.5,386,61.7,272,120.8,72,5,0.9,4,571,145,2.7,10.6,1.48,31,167,435,Buccaneers,2013,29014.5,
466,Tim Wright,8392,NE,TE,8.8,0,81.3,,0,0,0,3.7,1,18,19,0,74.9,76.0,61.2,73.0,62.7,21.4,60,0,30,3.2,9,280,2,26,92.9,260,64.6,181,140.0,32,6,12.5,35,259,93,3.6,10.0,1.0,9,81,276,Patriots,2014,16891.2,
597,Tim Wright,8392,DET,TE,9.4,0,60.0,,0,0,0,25.0,3,6,11,0,29.2,70.6,47.7,79.5,51.5,34.7,50,1,26,8.3,12,144,0,9,84.7,122,50.7,73,85.3,15,2,9.7,14,77,26,2.9,8.6,0.63,12,43,137,Lions,2015,6534.900000000001,
1682,Tip Reiman,129423,ARZ,TE,1.6,2,85.7,100.0,1,1,1,0.0,0,1,1,0,74.6,68.8,49.3,52.8,45.7,76.4,136,0,14,36.0,64,178,7,6,61.8,110,11.8,21,88.7,7,0,6.7,12,37,30,5.0,6.2,0.34,64,273,169,Cardinals,2024,8331.699999999999,
12,Todd Heap,801,BLT,TE,10.0,3,68.8,,0,0,0,5.4,3,41,3,1,74.5,79.8,78.7,57.1,81.0,43.3,210,2,65,19.6,95,485,5,53,76.1,369,37.1,180,115.2,77,6,8.7,42,750,301,5.7,14.2,2.03,95,343,432,Ravens,2010,33998.4,
144,Todd Heap,801,ARZ,TE,7.8,2,75.0,,0,0,0,7.7,2,9,1,0,62.5,75.3,71.0,75.3,62.8,43.0,89,1,28,3.9,8,207,2,24,91.8,190,50.7,105,98.8,32,1,3.9,8,283,111,4.6,11.8,1.49,8,135,202,Cardinals,2011,14342.0,
271,Todd Heap,801,ARZ,TE,8.3,1,66.7,,0,0,0,0.0,0,5,1,0,77.3,70.6,76.3,28.2,77.9,25.0,13,0,28,9.6,5,52,0,8,82.7,43,67.3,35,90.3,12,0,1.9,1,94,38,4.8,11.8,2.19,5,29,49,Cardinals,2012,3738.7,
70,Tom Crabtree,5458,GB,TE,4.4,1,66.7,,0,0,0,14.3,1,3,12,0,49.2,68.8,58.0,72.6,50.9,65.4,102,0,33,40.4,63,156,0,6,57.7,90,9.6,15,126.6,9,1,3.2,5,69,34,5.7,11.5,0.77,63,234,122,Packers,2010,7076.0,
175,Tom Crabtree,5458,GB,TE,6.7,0,66.7,,0,0,0,25.0,2,4,12,0,29.8,68.8,51.0,65.1,47.4,60.5,92,0,15,37.5,57,152,2,6,61.2,93,9.2,14,112.3,9,1,6.6,10,38,21,3.5,6.3,0.41,57,181,116,Packers,2011,5916.0,
274,Tom Crabtree,5458,GB,TE,5.3,3,72.7,,0,0,0,20.0,2,6,12,0,35.7,70.1,57.4,66.3,54.4,51.6,83,0,72,32.9,53,161,3,8,64.0,103,21.1,34,154.4,11,2,1.2,2,186,137,17.1,23.3,1.81,53,225,119,Packers,2012,6830.599999999999,
399,Tom Crabtree,5458,TB,TE,5.7,0,66.7,,0,0,0,20.0,1,2,30,0,41.6,67.0,59.3,64.0,52.3,63.9,53,0,14,42.2,35,83,1,4,53.0,44,25.3,21,111.8,6,1,6.0,5,21,13,3.3,5.3,0.48,35,133,79,Buccaneers,2013,4684.7,
299,Tommy Gallarda,6594,ATL,TE,5.0,0,33.3,,0,0,0,0.0,0,0,2,0,68.3,64.0,63.0,76.3,49.1,63.9,23,0,7,33.3,12,36,1,1,63.9,23,22.2,8,42.4,3,0,8.3,3,7,1,1.0,7.0,0.3,12,49,34,Falcons,2012,2142.0,
1328,Tommy Hudson,47412,TEN,TE,4.4,0,60.0,100.0,1,1,0,0.0,0,2,31,0,70.5,65.8,76.0,80.2,78.7,50.0,12,1,14,33.3,8,24,0,3,66.7,16,12.5,3,38.3,5,0,37.5,9,31,25,8.3,10.3,1.94,8,41,24,Titans,2021,1824.0,
1072,Tommy Sweeney,47216,BUF,TE,10.5,1,80.0,0.0,0,1,0,11.1,1,4,4,0,56.7,70.6,72.6,54.5,71.1,68.1,47,0,29,13.0,9,69,1,8,85.5,59,30.4,21,114.2,10,0,1.4,1,114,41,5.1,14.3,1.93,9,60,69,Bills,2019,5009.4,
1308,Tommy Sweeney,47216,BUF,TE,6.8,0,75.0,0.0,0,1,0,10.0,1,3,4,1,56.7,19.2,44.4,58.5,41.4,47.3,69,1,13,14.4,21,146,2,9,80.1,117,33.6,49,72.9,12,1,8.9,13,44,16,1.8,4.9,0.38,21,121,131,Bills,2021,5816.4,
1473,Tommy Sweeney,47216,BUF,TE,-1.0,0,100.0,,0,0,0,0.0,0,1,4,0,64.7,61.2,56.3,21.4,56.9,57.7,15,0,7,19.2,5,26,1,1,80.8,21,19.2,5,95.8,1,0,3.8,1,7,8,8.0,7.0,0.33,5,42,21,Bills,2022,1182.3,
1280,Tommy Tremble,84025,CAR,TE,8.7,2,62.5,33.3,1,3,0,9.1,2,10,5,0,48.2,76.2,55.2,53.2,51.7,43.5,133,1,30,6.5,20,306,1,20,90.2,276,43.8,134,75.0,32,1,12.7,39,180,72,3.6,9.0,0.65,20,213,306,Panthers,2021,16891.2,
1401,Tommy Tremble,84025,CAR,TE,8.6,2,61.3,33.3,1,3,0,9.5,2,9,5,0,56.9,24.4,49.5,81.0,45.8,76.3,209,1,29,3.6,10,274,2,19,89.8,246,16.4,45,95.4,31,3,5.8,16,174,68,3.6,9.2,0.71,10,239,270,Panthers,2022,13365.0,
1521,Tommy Tremble,84025,CAR,TE,7.5,7,76.7,100.0,4,4,0,0.0,0,10,5,0,85.3,75.3,55.6,62.0,62.0,48.6,139,1,30,7.7,22,286,3,23,87.4,250,36.7,105,112.4,30,3,14.3,41,194,100,4.3,8.4,0.78,22,270,285,Panthers,2023,15846.0,
1638,Tommy Tremble,84025,CAR,TE,6.2,3,79.3,71.4,5,7,1,0.0,0,12,5,1,84.9,25.3,54.4,30.0,53.8,47.4,146,1,38,10.1,31,308,2,23,85.4,263,39.0,120,108.9,29,2,12.0,37,234,123,5.3,10.2,0.89,31,210,303,Panthers,2024,16483.2,
3,Tony Gonzalez,237,ATL,TE,8.2,5,66.4,,0,0,0,7.8,6,39,2,0,64.6,81.5,68.7,68.8,65.8,33.9,218,4,34,7.0,45,644,3,71,86.5,557,55.1,355,86.3,107,6,10.1,65,663,191,2.7,9.3,1.19,45,430,638,Falcons,2010,43830.6,65.21418826739426
110,Tony Gonzalez,237,ATL,TE,9.3,6,70.6,,0,0,0,3.4,3,57,2,0,86.9,82.7,87.6,77.2,86.8,46.7,302,4,30,11.6,75,647,0,84,83.2,538,46.1,298,98.7,119,7,7.3,47,919,253,3.0,10.9,1.71,75,363,647,Falcons,2011,56677.2,68.38554687499999
214,Tony Gonzalez,237,ATL,TE,8.2,17,78.7,,0,0,0,3.6,4,75,2,0,88.1,84.0,89.2,73.9,90.1,31.1,226,3,25,9.2,67,727,4,107,86.9,632,57.5,418,114.4,136,10,11.1,81,1059,281,2.6,9.9,1.68,67,361,725,Falcons,2012,64670.0,67.0834808259587
319,Tony Gonzalez,237,ATL,TE,8.8,6,72.2,,0,0,1,4.6,4,55,2,0,82.1,82.7,75.5,62.6,76.0,17.5,124,3,25,9.3,66,709,6,83,85.8,608,65.3,463,105.7,115,8,16.9,120,859,217,2.6,10.3,1.41,66,294,707,Falcons,2013,53378.5,65.34221938775511
17,Tony Moeaki,5617,KC,TE,9.1,2,69.6,,0,0,1,9.4,5,32,16,0,57.2,79.2,83.0,69.2,74.1,60.0,290,3,34,22.6,109,483,4,48,74.3,359,31.5,152,91.3,69,3,6.0,29,578,223,4.6,12.0,1.61,109,464,471,Chiefs,2010,39093.0,
246,Tony Moeaki,5617,KC,TE,10.6,3,67.3,,0,0,0,10.8,4,24,16,0,61.3,77.1,65.7,71.2,62.0,41.0,207,4,38,17.4,88,505,5,33,79.4,401,52.9,267,69.5,49,1,4.8,24,453,134,4.1,13.7,1.13,88,403,498,Chiefs,2012,32718.600000000002,
491,Tony Moeaki,5617,SEA,TE,8.3,0,61.5,,0,0,0,11.1,1,6,29,0,56.7,70.6,67.6,39.3,65.5,83.1,98,0,63,21.2,25,118,0,8,74.6,88,10.2,12,122.0,13,1,6.8,8,134,74,9.3,16.8,1.52,25,104,118,Seahawks,2014,7976.799999999999,
624,Tony Moeaki,5617,ATL,TE,3.3,1,75.0,,0,0,1,25.0,1,3,2,0,36.8,65.8,58.3,77.4,65.9,80.0,24,0,42,13.3,4,30,2,3,73.3,22,6.7,2,156.3,4,1,6.7,2,58,52,17.3,19.3,2.64,4,59,28,Falcons,2015,1632.3999999999999,
18,Tony Scheffler,3006,DET,TE,7.3,1,68.2,,0,0,0,6.3,3,24,11,1,77.3,34.9,67.7,58.1,67.6,44.8,139,4,25,3.5,11,310,2,45,92.3,286,43.9,136,62.6,66,1,8.7,27,378,166,3.7,8.4,1.32,11,99,302,Lions,2010,20445.4,
135,Tony Scheffler,3006,DET,TE,11.5,1,61.4,,0,0,0,12.9,4,21,11,0,49.1,27.5,76.3,75.2,76.9,20.9,49,1,36,3.4,8,234,0,27,91.0,213,65.8,154,116.9,44,6,11.5,27,354,69,2.6,13.1,1.66,8,99,230,Lions,2011,17549.0,
229,Tony Scheffler,3006,DET,TE,13.0,3,50.6,,0,0,0,12.5,6,29,11,0,51.4,78.3,64.5,43.3,64.2,16.1,70,6,57,0.5,2,436,1,42,96.8,422,65.6,286,43.4,83,1,18.3,80,504,117,2.8,12.0,1.19,2,86,436,Lions,2012,28122.0,
380,Tony Scheffler,3006,DET,TE,8.9,0,58.3,,0,0,0,30.0,3,4,11,0,28.3,69.5,59.7,,58.6,20.3,12,0,22,0.0,0,59,0,7,96.6,57,74.6,44,79.2,12,0,5.1,3,82,27,3.9,11.7,1.44,0,28,59,Lions,2013,3522.3,
98,Tory Humphrey,2644,NO,TE,8.5,1,50.0,,0,0,0,0.0,0,1,20,0,64.7,61.2,55.0,73.5,43.5,65.3,32,0,12,12.2,6,49,0,1,83.7,41,14.3,7,68.8,2,0,20.4,10,12,12,12.0,12.0,0.29,6,52,49,Saints,2010,2695.0,
54,Travis Beckum,5023,NYG,TE,7.5,1,72.2,,0,0,0,7.1,1,7,21,0,64.7,72.7,58.8,36.1,57.7,39.3,57,1,29,6.9,10,145,1,13,86.9,126,48.3,70,103.0,18,2,12.4,18,116,36,2.8,8.9,0.92,10,123,145,Giants,2010,8526.0,
156,Travis Beckum,5023,NYG,TE,7.8,3,63.2,,0,0,0,7.7,1,6,21,0,61.8,71.9,63.2,30.4,58.7,42.9,66,0,67,13.6,21,154,0,12,81.2,125,46.1,71,102.5,19,1,11.0,17,138,69,5.8,11.5,1.1,21,62,154,Giants,2011,9732.800000000001,
310,Travis Beckum,5023,NYG,TE,5.0,0,0.0,,0,0,0,,0,0,21,0,,,61.7,71.0,52.9,30.8,4,0,0,15.4,2,13,0,0,69.2,9,46.2,6,39.6,1,0,23.1,3,0,0,,,0.0,2,10,13,Giants,2012,802.1,
443,Travis Kelce,7844,KC,TE,6.2,17,82.7,,0,0,1,5.6,4,46,16,4,74.6,22.8,84.7,70.5,83.6,39.9,172,0,34,6.7,29,431,5,67,87.9,379,38.1,164,135.7,81,6,20.9,90,862,503,7.5,12.9,2.27,29,237,426,Chiefs,2014,36082.200000000004,
541,Travis Kelce,7844,KC,TE,5.7,18,72.9,,0,0,0,8.5,8,46,16,2,61.5,29.5,73.7,57.0,76.9,49.0,318,1,48,10.9,71,649,6,86,83.8,544,38.1,247,109.6,118,5,12.5,81,1026,627,7.3,11.9,1.89,71,405,646,Chiefs,2015,47610.200000000004,54.054358974358976
645,Travis Kelce,7844,KC,TE,7.2,11,74.4,85.7,6,7,0,7.2,7,57,16,0,71.9,82.9,88.9,74.8,88.5,33.6,204,0,80,7.2,44,608,6,90,88.0,535,40.5,246,116.5,121,4,25.8,157,1202,690,7.7,13.4,2.25,44,332,607,Chiefs,2016,53962.3,77.54404332129964
763,Travis Kelce,7844,KC,TE,9.6,16,71.9,40.0,6,15,0,7.4,7,58,16,0,66.1,83.0,83.3,51.2,87.1,29.5,174,3,44,5.9,35,590,5,87,89.5,528,45.9,271,114.5,121,9,23.4,138,1104,441,5.1,12.7,2.09,35,308,583,Chiefs,2017,48563.9,65.54746335963924
874,Travis Kelce,7844,KC,TE,9.4,9,74.1,62.5,15,24,0,7.2,8,67,16,2,60.7,34.6,88.0,71.8,90.3,36.0,239,3,43,6.3,42,664,6,103,87.2,579,43.1,286,118.9,139,10,20.5,136,1336,574,5.6,13.0,2.31,42,329,661,Chiefs,2018,58168.0,81.28263337116913
994,Travis Kelce,7844,KC,TE,9.5,15,74.6,52.4,11,21,2,4.9,5,66,16,1,71.2,57.9,85.1,76.6,88.5,34.5,231,0,47,8.2,55,669,9,97,82.4,551,32.6,218,116.5,130,5,32.4,217,1229,403,4.2,12.7,2.23,55,301,666,Chiefs,2019,56676.6,51.43892617449665
1115,Travis Kelce,7844,KC,TE,9.3,14,75.5,31.3,5,16,0,1.9,2,79,16,1,90.8,59.7,93.5,47.6,93.3,35.0,227,3,45,6.6,43,648,7,105,87.3,566,25.2,163,124.9,139,11,37.8,245,1416,590,5.6,13.5,2.5,43,251,635,Chiefs,2020,59372.5,70.37460701330109
1239,Travis Kelce,7844,KC,TE,7.5,19,70.2,60.0,6,10,1,4.2,4,62,16,1,78.8,56.8,81.9,69.5,84.9,27.7,188,5,69,2.4,16,678,7,92,90.4,613,44.7,303,103.4,131,9,26.7,181,1125,566,6.2,12.2,1.84,16,245,672,Chiefs,2021,55036.8,73.01986301369863
1359,Travis Kelce,7844,KC,TE,7.6,24,73.3,36.8,7,19,0,5.2,6,77,16,1,80.5,60.8,91.1,69.8,91.3,25.6,170,3,52,3.6,24,665,4,110,90.2,600,44.2,294,118.7,150,12,29.6,197,1338,664,6.0,12.2,2.23,24,248,661,Chiefs,2022,60217.1,59.79316493313521
1477,Travis Kelce,7844,KC,TE,7.0,20,80.6,41.2,7,17,3,6.0,8,69,16,1,76.7,63.6,82.6,77.9,87.8,26.0,189,3,53,3.2,23,726,10,125,91.2,662,50.0,363,111.8,155,8,23.0,167,1339,621,5.0,10.7,2.02,23,289,719,Chiefs,2023,59389.399999999994,64.91578947368421
1595,Travis Kelce,7844,KC,TE,7.2,5,74.1,58.8,10,17,0,4.5,5,52,16,2,83.5,59.5,72.7,66.7,72.8,34.0,241,4,49,4.9,35,709,2,106,89.0,631,41.6,295,89.5,143,4,22.8,162,959,410,3.9,9.0,1.52,35,330,698,Chiefs,2024,50744.6,60.548342541436476
1318,Tre' McKitty,60896,LAC,TE,2.9,2,85.7,0.0,0,1,0,0.0,0,3,27,0,74.6,68.8,53.4,53.6,57.0,87.7,71,0,12,27.2,22,81,1,6,70.4,57,6.2,5,93.5,7,0,4.9,4,45,31,5.2,7.5,0.79,22,156,80,Chargers,2021,4272.0,
1423,Tre' McKitty,60896,LAC,TE,4.7,0,66.7,0.0,0,1,0,16.7,2,0,27,1,41.1,19.8,31.8,50.2,36.1,66.2,190,0,12,23.3,67,287,6,10,73.5,211,26.1,75,77.6,15,0,6.3,18,72,50,5.0,7.2,0.34,67,254,283,Chargers,2022,8999.4,
1098,Trevon Wesco,42018,NYJ,TE,2.7,0,66.7,,0,0,0,0.0,0,2,22,0,68.3,66.2,64.4,29.4,66.8,72.6,45,0,32,61.3,38,62,0,2,33.9,21,9.7,6,109.7,3,0,6.5,4,47,40,20.0,23.5,2.24,38,151,55,Jets,2019,3542.0000000000005,
1220,Trevon Wesco,42018,NYJ,TE,3.5,0,50.0,0.0,0,1,0,50.0,1,0,22,0,28.8,64.6,41.3,50.1,34.3,70.7,29,0,5,36.6,15,41,2,1,63.4,26,2.4,1,56.3,2,0,4.9,2,5,0,0.0,5.0,0.19,15,104,32,Jets,2020,1321.6,
1337,Trevon Wesco,42018,NYJ,TE,1.8,0,75.0,,0,0,0,0.0,0,2,22,0,70.5,65.8,61.8,55.0,48.4,68.5,50,0,19,21.9,16,73,1,3,74.0,54,2.7,2,101.0,4,0,6.8,5,35,29,9.7,11.7,0.65,16,106,57,Jets,2021,3522.6,
1461,Trevon Wesco,42018,CHI,TE,4.7,1,66.7,,0,0,0,33.3,1,1,6,0,36.2,65.8,66.7,78.0,53.2,83.6,46,0,23,34.5,19,55,1,2,61.8,34,10.9,6,93.8,3,0,1.8,1,26,14,7.0,13.0,0.76,19,126,53,Bears,2022,3535.1000000000004,
1582,Trevon Wesco,42018,TEN,TE,6.0,0,50.0,,0,0,0,50.0,1,1,31,0,28.8,61.2,48.9,61.2,40.9,90.4,142,0,21,68.8,108,157,3,1,29.9,47,5.1,8,87.5,2,0,1.3,2,21,13,13.0,21.0,0.45,108,266,152,Titans,2023,7432.8,
629,Trey Burton,9185,PHI,TE,6.3,1,75.0,,0,0,0,0.0,0,1,24,0,70.5,65.8,60.3,73.0,64.2,70.0,21,0,43,10.0,3,30,1,3,90.0,27,23.3,7,116.7,4,0,3.3,1,54,32,10.7,18.0,2.0,3,32,29,Eagles,2015,1748.6999999999998,
669,Trey Burton,9185,PHI,TE,7.9,3,63.8,,0,0,1,9.8,4,20,24,0,48.7,77.8,65.7,61.0,66.0,23.5,56,1,32,2.1,5,238,2,37,93.7,223,60.5,144,77.3,58,1,13.0,31,327,138,3.7,8.8,1.47,5,88,231,Eagles,2016,15176.7,
800,Trey Burton,9185,PHI,TE,10.5,2,72.7,80.0,8,10,0,4.0,1,15,24,0,74.9,76.4,73.4,75.1,72.6,29.5,65,0,27,4.5,10,220,0,24,89.1,196,52.3,115,135.1,33,5,16.8,37,260,39,1.6,10.8,1.33,10,123,217,Eagles,2017,15927.800000000001,
883,Trey Burton,9185,CHI,TE,8.4,1,74.0,37.5,3,8,0,5.3,3,29,6,1,75.3,41.9,69.4,65.7,64.4,33.5,187,2,47,5.6,31,558,4,54,87.8,490,41.8,233,112.2,73,6,23.1,129,569,189,3.5,10.5,1.16,31,301,549,Bears,2018,38100.600000000006,
1041,Trey Burton,9185,CHI,TE,5.5,0,60.9,50.0,3,6,0,12.5,2,5,6,0,49.6,72.7,49.2,56.5,48.3,31.7,64,1,16,7.9,16,202,1,14,86.6,175,49.0,99,49.9,23,0,18.8,38,84,40,2.9,6.0,0.48,16,81,201,Bears,2019,9889.2,
1142,Trey Burton,9185,IND,TE,7.8,1,63.6,28.6,2,7,0,9.7,3,14,14,0,56.8,77.2,66.7,79.0,63.2,30.5,74,1,20,2.1,5,243,0,28,93.0,226,52.3,127,92.0,44,3,16.9,41,250,86,3.1,8.9,1.11,5,130,242,Colts,2020,16141.400000000001,
1391,Trey McBride,75916,ARZ,TE,6.1,1,74.4,42.9,3,7,0,3.3,1,12,1,1,77.8,27.8,50.9,81.2,53.6,46.8,170,0,29,7.4,27,363,4,29,87.3,317,33.3,121,100.9,39,1,10.5,38,265,117,4.0,9.1,0.84,27,236,329,Cardinals,2022,16746.1,
1483,Trey McBride,75916,ARZ,TE,6.2,12,77.1,73.3,11,15,0,4.7,4,42,1,1,78.8,51.5,76.3,55.1,80.5,40.2,183,4,38,4.2,19,455,8,81,89.2,406,51.9,236,92.8,105,3,6.4,29,825,430,5.3,10.2,2.03,19,330,448,Cardinals,2023,34182.4,
1596,Trey McBride,75916,ARZ,TE,6.5,14,79.9,57.1,12,21,0,1.8,2,63,1,0,91.4,84.3,86.8,70.5,89.8,39.9,233,1,37,1.4,8,584,6,111,91.8,536,51.9,303,102.8,139,2,7.7,45,1146,526,4.7,10.3,2.14,8,349,581,Cardinals,2024,50430.799999999996,60.55813953488372
1078,Troy Fumagalli,47333,DEN,TE,4.4,0,66.7,0.0,0,1,0,14.3,1,1,10,0,49.2,68.8,48.6,65.1,48.5,59.5,50,0,9,8.3,7,84,1,6,84.5,71,21.4,18,112.3,9,1,17.9,15,38,14,2.3,6.3,0.54,7,72,83,Broncos,2019,4033.8,
