,player,team_name,position,snap_counts_defense,player_id,player_game_count,assists,batted_passes,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,missed_tackle_rate,missed_tackles,penalties,sacks,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_dl,snap_counts_dl_outside_t,snap_counts_dl_over_t,stops,tackles,tackles_for_loss,total_pressures,Team,Year,weighted_grade,weighted_average_grade
2459,A.J. Epenesa,BUF,ED,438,56369,17,9,6,1,1,4,1,75.8,63.4,75.0,53.0,42.8,5,21,28.6,6,2,7,249,181,437,433,3,12,6,2,33,Bills,2023,33200.4,
2460,Andre Jones Jr.,WAS,ED,171,56395,9,2,3,0,0,32,0,52.6,86.4,52.2,48.3,50.2,0,6,20.0,1,0,0,93,75,171,170,1,1,2,0,6,Commanders,2023,8994.6,
2461,Chase Young,SF,ED,891,56436,19,3,1,1,0,28,0,74.7,61.0,74.5,63.5,48.6,9,54,25.9,7,4,11,573,303,885,870,13,24,17,4,74,49ers,2023,66557.7,
2462,Yetur Gross-Matos,CAR,ED,465,56444,12,11,0,0,0,5,0,65.4,54.8,65.2,66.4,49.9,5,9,14.3,5,2,5,192,221,454,401,38,20,19,3,19,Panthers,2023,30411.000000000004,
2463,Patrick Johnson,PHI,ED,38,56460,3,0,0,0,0,24,0,47.3,77.6,46.1,53.9,23.6,1,1,75.0,3,0,0,19,16,37,37,0,1,1,0,2,Eagles,2023,1797.3999999999999,
2464,Cam Sample,CIN,ED,375,56462,17,4,1,0,0,7,0,61.6,69.6,62.4,61.8,82.2,5,15,3.7,1,1,2,208,155,374,291,61,12,22,0,22,Bengals,2023,23100.0,
2465,Malik Herring,KC,ED,213,56616,11,3,1,0,1,16,0,52.3,60.2,52.6,51.8,58.5,1,4,7.1,1,1,2,123,85,213,178,20,7,10,2,7,Chiefs,2023,11139.9,
2466,Payton Turner,NO,ED,25,56624,2,1,0,0,0,20,1,60.5,78.2,58.2,60.5,70.5,2,1,0.0,0,0,0,13,12,25,24,1,0,0,0,3,Saints,2023,1512.5,
2467,DJ Johnson,CAR,ED,231,56704,13,5,1,0,0,5,0,50.4,83.3,53.3,53.1,48.6,0,3,11.8,2,0,0,83,134,226,220,5,7,10,1,3,Panthers,2023,11642.4,
2468,Kwity Paye,IND,ED,700,56713,16,12,0,0,2,14,2,74.3,91.6,62.2,78.1,67.9,2,18,6.7,3,0,8,410,287,697,682,8,28,30,3,28,Colts,2023,52010.0,
2469,Kingsley Jonathan,BUF,ED,97,56856,12,1,0,0,1,4,0,77.7,81.0,74.7,63.3,53.0,2,5,25.0,1,0,1,72,24,96,96,0,3,2,0,8,Bills,2023,7536.900000000001,
2470,Arnold Ebiketie,ATL,ED,385,56862,17,7,1,0,2,2,0,61.4,86.0,70.1,54.8,63.0,4,17,17.4,4,0,7,175,138,365,362,3,12,12,0,28,Falcons,2023,23639.0,
2471,Micheal Clemons,NYJ,ED,368,56872,16,8,0,0,1,22,0,65.9,73.7,57.9,66.3,39.7,1,6,16.1,5,1,1,157,210,368,337,19,12,18,3,8,Jets,2023,24251.2,
2472,Jaelan Phillips,MIA,ED,366,56902,8,9,1,1,0,17,0,79.8,86.7,71.2,77.7,77.5,4,16,2.8,1,1,7,208,126,350,349,1,22,26,1,27,Dolphins,2023,29206.8,
2473,Dayo Odeyingbo,IND,ED,623,56923,17,6,2,0,2,14,2,56.9,27.7,68.2,49.1,60.4,7,10,13.8,4,6,12,365,257,620,410,109,25,19,3,29,Colts,2023,35448.7,
2474,DeAngelo Malone,ATL,ED,3,56941,3,0,0,0,0,2,0,61.2,66.1,58.3,60.0,70.6,0,1,0.0,0,0,0,1,2,2,2,0,0,1,0,1,Falcons,2023,183.60000000000002,
2475,James Houston,DET,ED,42,57810,3,0,0,1,0,11,0,45.2,77.5,57.8,45.9,73.0,1,1,0.0,0,1,0,24,9,39,39,0,0,1,0,2,Lions,2023,1898.4,
2476,Robert Beal Jr.,SF,ED,54,57840,6,2,0,0,0,28,0,59.8,81.4,51.5,68.6,74.0,0,2,0.0,0,0,1,36,18,54,54,0,2,1,0,3,49ers,2023,3229.2,
2477,Kyron Johnson,PIT,ED,1,57890,1,0,0,0,0,25,0,58.8,66.7,58.3,,,0,0,,0,0,0,1,0,1,1,0,0,0,0,0,Steelers,2023,58.8,
2478,Josh Paschal,DET,ED,510,57908,15,9,0,0,0,11,0,59.1,88.8,52.3,62.1,42.1,2,16,12.1,4,0,1,331,173,510,282,150,15,20,5,19,Lions,2023,30141.0,
2479,K'Lavon Chaisson,JAX,ED,283,57945,17,2,0,0,0,15,0,54.7,24.0,58.2,58.0,78.7,6,6,8.3,1,3,2,154,98,275,268,7,9,9,3,14,Jaguars,2023,15480.1,
2480,Baron Browning,DEN,ED,445,58095,10,3,2,0,2,10,0,74.5,22.8,74.7,80.7,53.8,5,25,16.0,4,4,5,246,164,439,439,0,16,18,2,35,Broncos,2023,33152.5,
2481,Joe Tryon-Shoyinka,TB,ED,625,58272,19,10,1,0,1,30,1,63.0,30.9,67.9,60.2,51.1,5,19,14.0,7,6,6,303,224,597,587,9,30,33,4,30,Buccaneers,2023,39375.0,
2482,Keion White,NE,ED,522,60998,16,6,2,0,0,19,0,64.2,87.1,52.3,67.8,44.4,4,15,12.5,4,0,1,301,211,513,298,135,19,22,2,20,Patriots,2023,33512.4,
2483,Dominique Robinson,CHI,ED,242,61436,11,3,1,0,0,6,0,35.3,41.6,45.5,33.2,44.4,0,4,16.7,2,2,1,155,77,238,232,5,3,7,1,5,Bears,2023,8542.599999999999,
2484,Dennis Gardeck,ARZ,ED,510,66928,17,6,0,0,1,1,0,67.6,54.9,81.2,44.5,52.7,8,28,15.9,7,2,6,242,156,437,437,0,27,31,3,42,Cardinals,2023,34476.0,
2485,Drake Jackson,SF,ED,199,70839,8,2,1,0,0,28,0,62.6,87.3,64.1,38.9,75.3,0,11,20.0,1,0,3,155,42,198,194,1,4,2,0,14,49ers,2023,12457.4,
2486,KJ Henry,WAS,ED,281,76808,9,1,1,0,0,32,0,56.9,88.5,53.4,57.4,51.9,0,9,15.0,3,1,1,155,122,281,276,3,11,16,2,10,Commanders,2023,15988.9,
2487,Myjai Sanders,HST,ED,189,76816,9,4,0,0,0,13,0,61.8,86.3,56.4,64.3,76.0,2,10,0.0,0,0,0,117,72,189,183,4,5,5,1,12,Texans,2023,11680.199999999999,
2488,Ronnie Perkins,DEN,ED,149,76830,7,3,0,0,0,10,0,38.9,53.8,52.4,40.3,29.2,1,4,23.5,4,1,0,65,65,146,146,0,4,10,2,5,Broncos,2023,5796.099999999999,
2489,Ochaun Mathis,LA,ED,75,76838,6,1,0,0,0,26,0,52.6,79.3,50.7,58.2,72.8,1,4,0.0,0,0,0,53,19,74,72,2,0,1,0,5,Rams,2023,3945.0,
2490,Will McDonald IV,NYJ,ED,183,76842,15,2,0,0,1,22,0,71.6,86.0,68.9,63.2,59.8,1,7,9.1,1,0,4,99,82,181,179,2,9,8,1,12,Jets,2023,13102.8,
2491,Greg Rousseau,BUF,ED,660,76889,18,7,3,0,1,4,1,87.1,90.3,75.2,79.6,38.6,14,41,15.2,7,0,7,419,222,656,547,77,31,32,9,62,Bills,2023,57485.99999999999,
2492,Yasir Abdullah,JAX,ED,45,77100,5,1,0,1,0,15,0,30.7,77.6,62.9,52.6,72.0,1,3,0.0,0,1,0,25,16,45,45,0,1,1,0,4,Jaguars,2023,1381.5,
2493,Zaven Collins,ARZ,ED,636,77190,17,11,0,0,0,1,1,72.1,88.2,61.9,73.9,67.7,2,24,6.8,3,0,4,272,252,569,567,0,22,30,4,30,Cardinals,2023,45855.6,
2494,Nik Bonitto,DEN,ED,524,77196,15,4,0,0,1,10,0,64.0,72.8,69.5,53.9,28.1,12,26,34.3,12,1,9,276,198,510,510,0,21,19,8,47,Broncos,2023,33536.0,
2495,Joseph Ossai,CIN,ED,177,77205,14,3,0,0,0,7,0,68.4,82.9,64.1,64.2,31.0,6,4,25.0,3,0,1,109,60,175,126,40,5,6,1,11,Bengals,2023,12106.800000000001,
2496,Nick Hampton,LA,ED,70,81162,8,1,1,0,0,26,0,58.1,10.1,74.0,52.4,75.7,1,2,0.0,0,1,0,32,28,66,66,0,2,3,0,3,Rams,2023,4067.0,
2497,Dylan Horton,HST,ED,175,81335,10,3,0,0,0,13,1,55.9,86.9,50.7,51.8,30.3,1,4,20.0,3,0,0,96,76,175,173,2,7,9,1,5,Texans,2023,9782.5,
2498,Micah Parsons,DAL,ED,910,81360,18,17,0,1,1,9,1,92.4,37.8,93.7,65.9,66.7,19,71,10.2,6,7,16,532,359,801,765,20,34,36,6,106,Cowboys,2023,84084.0,
2499,Jesse Luketa,ARZ,ED,132,81361,12,3,0,0,0,1,0,48.2,82.0,54.1,57.6,37.8,1,3,23.1,3,0,0,32,81,122,122,0,4,7,1,4,Cardinals,2023,6362.400000000001,
2500,Brenton Cox Jr.,GB,ED,5,81957,3,0,0,0,0,12,0,58.2,69.0,60.0,52.1,,0,0,,0,0,0,1,4,4,4,0,0,0,0,0,Packers,2023,291.0,
2501,Azeez Ojulari,NYG,ED,424,81959,11,3,0,0,0,21,1,51.8,87.1,50.7,47.6,64.4,5,17,17.6,3,0,3,265,135,423,417,4,12,11,3,25,Giants,2023,21963.199999999997,
2502,Odafe Oweh,BLT,ED,491,82161,15,4,0,0,2,3,0,77.5,43.9,77.4,71.7,52.0,9,40,16.7,4,3,5,352,117,488,479,6,14,16,1,54,Ravens,2023,38052.5,
2503,Aidan Hutchinson,DET,ED,1146,82330,20,9,5,1,3,11,2,91.0,73.0,91.4,63.7,40.9,28,79,21.1,12,3,14,718,381,1130,1053,70,38,36,6,121,Lions,2023,104286.0,
2504,Eku Leota,CAR,ED,77,82363,7,1,0,0,0,5,0,65.6,79.0,59.3,63.6,29.4,2,1,25.0,1,0,0,30,35,75,74,0,2,2,0,3,Panthers,2023,5051.2,
2505,Keshawn Banks,GB,ED,2,82385,1,0,0,0,0,12,0,59.8,67.7,,60.0,,0,0,,0,0,0,0,2,2,2,0,0,0,0,0,Packers,2023,119.6,
2506,Cameron Thomas,ARZ,ED,355,82387,15,4,1,0,0,1,1,58.5,65.5,64.8,55.7,67.4,0,16,8.3,2,1,0,200,137,345,341,2,12,18,2,16,Cardinals,2023,20767.5,
2507,Kingsley Enagbare,GB,ED,493,82409,18,7,0,0,1,12,1,62.5,59.1,63.9,63.1,57.9,8,17,13.5,5,2,2,241,229,492,488,2,19,25,7,27,Packers,2023,30812.5,
2508,Tyree Wilson,LV,ED,493,82432,17,6,0,1,1,23,1,47.1,47.9,50.4,47.6,44.5,4,16,18.5,5,3,4,308,176,492,374,79,16,16,0,24,Raiders,2023,23220.3,
2509,Tyreke Smith,ARZ,ED,19,83513,3,1,0,0,0,1,0,28.0,74.4,54.1,28.3,70.5,0,0,0.0,0,0,0,6,13,19,19,0,0,0,0,0,Cardinals,2023,532.0,
2510,Markees Watts,TB,ED,45,84537,6,1,0,0,0,30,0,63.2,0.0,71.4,66.9,49.8,1,4,20.0,1,1,1,27,7,43,40,1,3,3,0,6,Buccaneers,2023,2844.0,
2511,Brevin Allen,LAC,ED,12,88418,2,0,0,0,0,27,0,29.8,73.3,55.3,36.4,,0,0,,0,0,0,4,7,12,12,0,0,0,0,0,Chargers,2023,357.6,
2512,Anthony Pittman,DET,ED,5,94372,2,0,0,0,0,11,0,62.5,69.6,,60.0,,0,0,,0,0,0,0,4,4,4,0,0,0,0,0,Lions,2023,312.5,
2513,Derick Hall,SEA,ED,308,98130,17,13,1,0,0,29,0,44.4,85.7,57.4,32.7,40.4,4,7,12.1,4,0,0,137,146,303,302,1,10,16,3,11,Seahawks,2023,13675.199999999999,
2514,Alex Wright,CLV,ED,407,98318,17,7,1,0,2,8,1,55.6,44.9,61.6,52.1,62.0,1,15,8.7,2,4,5,231,163,406,351,28,16,14,3,21,Browns,2023,22629.2,
2515,George Karlaftis,KC,ED,973,98319,20,13,4,1,1,16,2,65.4,85.9,65.4,58.4,67.1,8,60,12.7,7,1,15,605,323,966,819,99,32,35,1,83,Chiefs,2023,63634.200000000004,
2516,Kayvon Thibodeaux,NYG,ED,981,98444,17,11,2,2,3,21,1,58.4,66.1,62.9,52.3,59.4,4,26,14.3,6,4,13,520,377,967,960,4,29,25,3,43,Giants,2023,57290.4,
2517,Zach Harrison,ATL,ED,343,98503,16,10,0,0,0,2,0,63.0,88.1,51.2,68.2,56.2,2,8,13.9,5,0,3,164,177,340,255,65,21,21,2,13,Falcons,2023,21609.0,
2518,Travon Walker,JAX,ED,869,98940,17,15,1,0,0,15,1,53.9,59.0,58.1,49.7,30.1,9,39,26.8,15,4,11,485,298,856,826,17,27,26,3,59,Jaguars,2023,46839.1,
2519,Isaiah McGuire,CLV,ED,93,98948,4,0,0,0,0,8,0,46.9,33.8,64.6,35.2,53.5,1,5,20.0,1,1,2,56,34,92,91,1,4,4,1,8,Browns,2023,4361.7,
2520,Nolan Smith,PHI,ED,203,99014,18,4,0,0,0,24,0,55.8,49.8,55.5,65.8,57.0,2,5,12.5,2,1,2,95,84,188,186,0,9,10,0,9,Eagles,2023,11327.4,
2521,Jermaine Johnson,NYJ,ED,748,99015,17,13,3,0,2,22,1,83.0,57.3,73.7,71.0,69.8,7,40,7.5,4,3,9,445,296,711,703,4,31,36,5,56,Jets,2023,62084.0,
2522,Sam Williams,DAL,ED,314,99106,18,8,0,0,1,9,0,68.2,28.2,73.0,62.2,68.1,3,16,4.8,1,3,5,193,113,310,267,36,14,12,2,24,Cowboys,2023,21414.8,
2523,Amare Barno,CAR,ED,189,99780,12,4,0,0,0,5,0,64.0,49.7,58.0,72.8,60.0,0,8,12.5,2,1,0,88,89,187,185,0,7,10,0,8,Panthers,2023,12096.0,
2524,David Ojabo,BLT,ED,83,101420,3,2,0,0,1,3,0,59.0,80.2,56.8,57.9,43.8,0,1,16.7,1,0,1,55,19,80,80,0,3,3,0,2,Ravens,2023,4897.0,
2525,Zach VanValkenburg,LA,ED,96,101450,9,3,0,0,0,26,0,31.6,80.3,61.8,29.7,56.5,1,3,16.7,1,0,1,39,42,91,91,0,2,2,0,5,Rams,2023,3033.6000000000004,
2526,Isaiah Land,IND,ED,31,102108,6,2,0,0,0,14,0,70.6,79.3,57.8,75.4,74.2,0,1,0.0,0,0,1,19,12,31,31,0,2,2,0,2,Colts,2023,2188.6,
2527,Isaiah Foskey,NO,ED,84,102728,9,2,0,0,0,20,0,62.2,84.7,52.9,62.3,76.4,0,3,0.0,0,0,0,50,34,83,77,1,4,7,0,3,Saints,2023,5224.8,
2528,Andre Carter II,MIN,ED,68,102780,8,1,0,0,0,18,0,54.0,80.8,48.9,67.1,72.4,2,2,0.0,0,0,0,49,13,51,49,0,1,1,0,4,Vikings,2023,3672.0,
2529,Andrew Farmer,LAC,ED,61,106311,7,1,0,0,0,27,0,63.1,79.8,55.8,71.8,27.4,0,2,50.0,2,0,0,28,30,59,59,0,1,1,0,2,Chargers,2023,3849.1,
2530,Michael Hoecht,LA,ED,1016,108840,18,23,1,0,1,26,0,58.2,89.9,66.8,60.9,34.4,6,30,18.6,16,2,7,382,378,950,911,39,30,47,2,43,Rams,2023,59131.200000000004,
2531,Myles Murphy,CIN,ED,304,122154,17,6,0,0,0,7,0,58.2,66.7,64.3,50.3,51.5,0,12,16.7,3,1,3,165,125,304,288,12,9,9,0,15,Bengals,2023,17692.8,
2532,Felix Anudike-Uzomah,KC,ED,225,122582,18,3,0,0,1,16,0,53.4,86.8,52.0,51.5,59.2,7,3,13.3,2,0,1,153,57,224,200,13,8,10,3,11,Chiefs,2023,12015.0,
2533,Yaya Diaby,TB,ED,590,122705,19,11,0,0,1,30,2,60.8,65.3,56.0,66.5,45.5,3,18,15.9,7,2,9,342,214,573,515,33,27,26,6,30,Buccaneers,2023,35872.0,
2534,Will Anderson Jr.,HST,ED,695,123903,17,7,1,0,0,13,0,81.6,44.7,76.6,77.4,66.8,15,45,12.2,6,5,8,454,238,694,660,28,33,36,6,68,Texans,2023,56711.99999999999,
2535,BJ Ojulari,ARZ,ED,409,124105,17,14,1,0,0,1,0,64.8,86.1,64.1,56.9,77.7,5,11,2.7,1,0,4,161,175,332,332,0,13,22,1,20,Cardinals,2023,26503.199999999997,
2536,Tavius Robinson,BLT,ED,338,124147,18,9,0,0,0,3,0,55.9,70.9,44.9,64.5,55.5,0,8,10.3,3,1,1,163,165,337,317,18,12,17,1,9,Ravens,2023,18894.2,
2537,Tyrus Wheat,DAL,ED,32,124191,7,0,0,0,0,9,0,40.7,77.8,51.2,69.6,24.5,0,0,60.0,3,0,0,11,11,19,19,0,1,2,0,0,Cowboys,2023,1302.4,
2538,Lukas Van Ness,GB,ED,444,129482,19,6,1,0,0,12,0,62.3,74.8,58.5,60.7,69.3,5,11,6.1,2,1,6,238,200,442,426,13,21,25,4,22,Packers,2023,27661.199999999997,
2539,Nick Herbig,PIT,ED,211,129920,18,5,0,0,2,25,1,81.0,83.3,81.6,78.1,35.2,0,7,17.4,4,0,3,81,107,201,198,0,13,14,3,10,Steelers,2023,17091.0,
2540,Tuli Tuipulotu,LAC,ED,852,131840,17,10,1,0,2,27,1,71.0,90.4,61.1,88.4,41.3,7,36,21.0,13,1,8,444,339,810,796,9,34,39,6,51,Chargers,2023,60492.0,
2541,Thomas Incoom,DEN,ED,20,145694,4,1,0,1,0,10,0,31.2,0.0,51.5,48.6,27.7,0,0,33.3,1,1,0,9,11,20,20,0,0,1,0,0,Broncos,2023,624.0,
2542,Byron Young,LA,ED,1021,146932,18,11,0,1,2,26,1,64.1,74.0,60.2,61.6,42.6,13,30,19.1,13,2,8,518,371,982,977,5,33,44,3,51,Rams,2023,65446.09999999999,
2543,Joshua Pryor,WAS,ED,1,153400,1,0,0,0,0,32,0,58.9,67.0,58.5,,,0,0,,0,0,0,1,0,1,1,0,0,0,0,0,Commanders,2023,58.9,
2544,Caleb Murphy,TEN,ED,4,169634,2,0,0,0,0,31,0,57.8,71.7,57.9,60.0,,0,0,,0,0,0,2,2,4,4,0,0,0,0,0,Titans,2023,231.2,
2545,Brandon Graham,PHI,ED,311,5538,11,4,0,0,1,24,0,78.6,63.9,71.8,80.1,34.0,3,13,23.8,5,1,4,169,127,309,269,34,12,12,3,20,Eagles,2024,24444.6,62.20506814310051
2546,Jerry Hughes,HST,ED,92,5556,7,2,0,0,0,13,0,51.3,83.8,48.9,55.3,74.5,0,3,0.0,0,0,0,53,36,91,86,3,2,3,0,3,Texans,2024,4719.599999999999,68.35089285714285
2547,Von Miller,BUF,ED,332,6154,16,2,0,0,0,4,2,85.5,47.2,84.5,65.5,53.3,4,30,21.4,3,2,6,249,70,332,332,0,13,9,0,40,Bills,2024,28386.0,73.946408045977
2548,Cameron Jordan,NO,ED,565,6176,17,11,4,0,0,20,0,57.4,78.1,54.3,54.5,44.6,3,21,15.8,6,1,4,341,216,563,387,150,21,21,3,28,Saints,2024,32431.0,63.959802306425054
2549,Jadeveon Clowney,CAR,ED,650,8636,14,14,4,2,0,5,0,70.8,47.2,73.2,63.4,45.3,5,33,17.6,9,4,6,346,255,646,645,1,24,28,4,44,Panthers,2024,46020.0,66.79430894308943
2550,Khalil Mack,LAC,ED,668,8640,17,4,6,0,2,27,1,90.2,80.3,78.9,87.7,47.2,8,35,20.5,8,1,9,419,232,667,664,3,26,27,1,52,Chargers,2024,60253.6,66.7897233201581
2551,DeMarcus Lawrence,DAL,ED,167,8669,4,4,0,0,1,9,0,56.8,53.1,53.9,62.4,27.9,2,4,33.3,6,1,3,89,75,166,146,16,7,8,1,9,Cowboys,2024,9485.6,77.32926081960935
2552,Kyle Van Noy,BLT,ED,696,8675,18,9,2,0,2,3,1,75.8,55.4,74.7,68.4,64.0,10,32,12.8,5,3,14,451,183,663,663,0,31,25,2,56,Ravens,2024,52756.799999999996,63.21365596550073
2553,Brent Urban,BLT,ED,209,8769,15,4,2,0,0,3,0,53.5,83.7,53.5,56.4,65.0,0,4,5.0,1,0,0,105,101,209,37,46,11,15,0,4,Ravens,2024,11181.5,
2554,Denico Autry,HST,ED,351,8982,12,4,2,2,0,13,1,60.6,51.3,65.2,54.1,56.1,4,16,7.7,1,2,4,259,88,350,205,132,7,8,0,24,Texans,2024,21270.600000000002,
2555,Shaquil Barrett,TB,ED,17,9000,2,1,0,0,0,30,0,75.9,74.4,52.9,56.6,73.3,0,0,0.0,0,0,0,9,5,17,17,0,2,2,0,0,Buccaneers,2024,1290.3000000000002,
2556,Dante Fowler Jr.,WAS,ED,642,9436,20,6,0,1,2,32,0,60.5,37.1,63.6,52.3,28.9,5,34,25.6,11,6,11,387,229,641,611,25,27,26,6,50,Commanders,2024,38841.0,
2557,Arik Armstead,JAX,ED,569,9450,17,2,1,2,0,15,0,68.7,42.4,70.0,61.9,45.6,5,29,16.7,5,4,2,380,187,567,335,153,19,23,1,36,Jaguars,2024,39090.3,
2558,Bud Dupree,LAC,ED,570,9455,18,4,1,1,1,27,0,46.5,46.6,50.9,48.5,40.2,5,16,17.9,5,3,6,364,186,560,560,0,18,19,1,27,Chargers,2024,26505.0,
2559,Preston Smith,PIT,ED,469,9471,17,10,0,0,0,25,1,64.2,61.6,59.3,64.3,76.0,1,12,7.4,2,2,5,261,182,468,426,34,14,15,1,18,Steelers,2024,30109.800000000003,
2560,Danielle Hunter,HST,ED,859,9521,19,7,1,2,2,13,0,84.6,47.2,81.1,73.2,75.5,15,47,11.4,5,6,12,560,292,852,833,13,39,32,4,74,Texans,2024,72671.4,
2561,Za'Darius Smith,DET,ED,655,9555,18,5,1,1,0,11,0,71.7,57.5,76.6,54.9,28.3,7,50,34.2,13,4,10,445,193,629,549,58,18,20,2,67,Lions,2024,46963.5,
2562,Efe Obada,WAS,ED,84,10235,6,1,0,0,0,32,0,54.1,82.8,51.7,56.4,73.6,0,1,0.0,0,0,0,36,48,84,69,7,2,3,0,1,Commanders,2024,4544.400000000001,
2563,Joey Bosa,LAC,ED,503,10637,15,8,0,1,2,27,0,61.1,2.9,64.8,67.4,35.1,10,23,15.4,4,8,6,347,151,503,490,11,18,14,1,39,Chargers,2024,30733.3,
2564,Leonard Floyd,SF,ED,604,10643,17,8,0,2,1,28,0,53.5,56.7,53.9,54.4,56.6,7,26,16.2,6,3,11,373,224,599,590,3,25,23,1,44,49ers,2024,32314.0,
2565,Shaq Lawson,CAR,ED,14,10653,1,0,0,0,0,5,0,57.0,73.1,59.3,57.2,,0,3,,0,0,0,7,7,14,14,0,0,0,0,3,Panthers,2024,798.0,
2566,Emmanuel Ogbah,MIA,ED,734,10666,16,12,1,1,1,17,0,59.7,74.5,51.2,72.4,41.0,5,22,16.3,8,2,6,414,265,732,697,27,26,29,6,33,Dolphins,2024,43819.8,
2567,Adam Gotsis,IND,ED,71,10697,5,4,0,0,0,14,0,64.4,20.7,52.9,70.5,46.9,2,1,11.1,1,1,0,37,34,71,66,4,4,4,0,3,Colts,2024,4572.400000000001,
2568,Yannick Ngakoue,NE,ED,239,10703,11,5,0,0,0,19,0,52.1,64.1,46.7,70.2,57.8,2,6,7.7,1,1,2,183,50,238,238,0,6,7,0,10,Patriots,2024,12451.9,
2569,Matthew Judon,ATL,ED,655,10780,17,7,3,0,0,2,0,43.0,30.6,53.9,53.6,48.3,3,16,14.6,6,5,6,328,240,637,621,11,21,28,3,25,Falcons,2024,28165.0,
2570,Myles Garrett,CLV,ED,822,11756,17,6,1,1,3,8,1,92.3,45.1,92.8,78.4,73.8,13,56,9.4,3,6,14,477,328,813,794,11,35,23,6,83,Browns,2024,75870.59999999999,
2571,Haason Reddick,NYJ,ED,392,11768,10,2,1,0,1,22,0,53.5,68.4,52.9,56.3,70.4,3,20,13.3,2,1,3,241,129,381,380,1,9,11,3,26,Jets,2024,20972.0,
2572,Derek Barnett,HST,ED,413,11769,18,3,0,0,2,13,2,74.2,60.2,67.0,73.9,56.9,3,11,10.0,2,2,5,241,172,413,382,26,16,15,1,19,Texans,2024,30644.600000000002,
2573,Charles Harris,PHI,ED,474,11777,12,6,0,0,0,24,0,54.1,87.6,58.9,58.7,28.9,4,10,21.4,6,0,3,236,205,463,455,7,14,16,1,17,Eagles,2024,25643.4,
2574,Takk McKinley,NYJ,ED,130,11781,7,3,0,0,0,22,0,50.0,39.8,57.7,49.4,29.9,1,4,20.0,2,1,1,67,60,129,123,5,4,5,1,6,Jets,2024,6500.0,
2575,T.J. Watt,PIT,ED,1002,11785,18,13,2,1,6,25,2,91.7,86.3,90.1,90.3,47.3,17,28,17.2,10,2,12,599,370,996,993,2,39,35,9,57,Steelers,2024,91883.40000000001,
2576,Tyus Bowser,MIA,ED,276,11802,9,5,0,0,0,17,0,53.0,59.5,51.6,57.0,65.6,0,5,8.3,1,1,0,104,111,262,262,0,2,6,0,5,Dolphins,2024,14628.0,
2577,DeMarcus Walker,CHI,ED,738,11806,17,16,0,1,0,6,0,64.7,73.2,61.3,62.3,35.8,12,23,17.3,9,2,4,415,310,734,510,175,25,27,3,39,Bears,2024,47748.6,
2578,Dawuane Smoot,BUF,ED,386,11823,14,4,1,0,2,4,0,56.3,38.3,60.4,53.1,25.1,6,8,45.5,10,3,2,246,133,384,264,50,9,8,3,16,Bills,2024,21731.8,
2579,Trey Hendrickson,CIN,ED,823,11858,17,7,4,0,2,7,0,88.1,56.0,90.4,65.9,43.9,16,49,27.5,11,4,18,514,273,819,801,8,32,22,3,83,Bengals,2024,72506.29999999999,
2580,Carl Lawson,DAL,ED,402,11871,15,2,0,3,1,9,0,59.7,20.5,64.8,58.8,56.6,6,15,25.0,3,5,6,292,97,400,384,14,10,7,0,27,Cowboys,2024,23999.4,
2581,Deatrich Wise Jr.,NE,ED,409,11886,15,9,1,0,0,19,0,59.7,39.9,63.6,54.8,59.2,3,12,9.1,2,3,5,269,140,406,271,103,11,11,1,20,Patriots,2024,24417.300000000003,
2582,Al-Quadin Muhammad,DET,ED,293,11951,10,2,0,0,0,11,0,60.7,50.4,59.8,54.7,55.3,2,21,18.2,2,2,3,190,95,291,289,2,8,7,1,26,Lions,2024,17785.100000000002,
2583,Alex Barrett,SF,ED,25,12183,3,0,0,0,0,28,0,56.5,88.4,51.1,62.2,69.2,0,0,0.0,0,0,0,15,10,24,24,0,1,1,0,0,49ers,2024,1412.5,
2584,Anfernee Jennings,NE,ED,831,25449,16,15,0,0,1,19,0,66.4,70.6,59.2,72.1,64.1,6,22,9.0,7,2,3,348,405,816,812,4,41,56,5,31,Patriots,2024,55178.4,
2585,Clelin Ferrell,WAS,ED,443,25955,17,9,1,2,1,32,0,51.7,23.6,58.8,55.0,46.9,5,11,16.1,5,5,3,212,220,442,400,32,13,17,0,19,Commanders,2024,22903.100000000002,
2586,Maxx Crosby,LV,ED,766,26316,12,10,5,2,0,23,0,74.1,46.9,70.1,73.0,48.7,12,34,14.6,6,6,8,462,295,761,754,4,27,25,11,54,Raiders,2024,56760.6,
2587,Jeremiah Moon,PIT,ED,117,26453,9,0,0,0,0,25,0,44.2,81.8,46.5,53.5,69.2,0,2,0.0,0,0,0,65,48,117,116,0,0,1,0,2,Steelers,2024,5171.400000000001,
2588,Bryce Huff,PHI,ED,298,27128,14,2,0,0,1,24,0,69.7,86.8,69.7,60.3,64.0,1,20,18.2,2,0,2,189,101,297,297,0,7,7,1,23,Eagles,2024,20770.600000000002,
2589,Montez Sweat,CHI,ED,616,27271,16,6,2,1,2,6,0,65.6,39.2,67.5,65.5,61.2,6,37,11.5,3,5,6,359,247,612,577,32,18,17,5,49,Bears,2024,40409.6,
