,player,team_name,position,snap_counts_defense,player_id,player_game_count,assists,batted_passes,declined_penalties,forced_fumbles,franchise_id,fumble_recoveries,grades_defense,grades_defense_penalty,grades_pass_rush_defense,grades_run_defense,grades_tackle,hits,hurries,missed_tackle_rate,missed_tackles,penalties,sacks,snap_counts_pass_rush,snap_counts_run_defense,snap_counts_dl,snap_counts_dl_outside_t,snap_counts_dl_over_t,stops,tackles,tackles_for_loss,total_pressures,Team,Year,weighted_grade,weighted_average_grade
2328,Kingsley Enagbare,GB,ED,465,82409,17,8,2,0,0,12,0,61.4,56.6,61.3,54.3,50.7,5,17,12.1,4,2,3,255,197,462,460,1,18,21,3,25,Packers,2022,28551.0,
2329,John Cominsky,DET,ED,554,88313,14,9,2,1,1,11,0,68.2,65.1,61.6,62.8,55.5,8,32,15.2,5,2,4,356,183,554,316,102,16,19,1,44,Lions,2022,37782.8,
2330,De'Shaan Dixon,JAX,ED,4,91129,2,0,0,0,0,15,0,33.2,69.6,,44.1,70.5,0,0,0.0,0,0,0,0,4,3,3,0,0,1,0,0,Jaguars,2022,132.8,
2331,Daniel Hardy,LA,ED,41,91336,6,2,0,0,0,26,0,52.1,77.7,62.3,44.3,73.3,0,1,0.0,0,0,0,14,23,39,39,0,1,1,0,1,Rams,2022,2136.1,
2332,Anthony Pittman,DET,ED,54,94372,13,0,0,0,1,11,0,52.6,78.4,51.1,36.1,26.6,1,0,50.0,1,0,0,22,21,39,39,0,0,1,0,1,Lions,2022,2840.4,
2333,Alex Wright,CLV,ED,543,98318,17,10,5,2,0,8,1,38.4,53.5,47.1,37.2,27.5,0,12,22.2,8,3,0,311,226,539,423,105,8,18,2,12,Browns,2022,20851.2,
2334,George Karlaftis,KC,ED,729,98319,17,6,7,0,0,16,2,52.0,91.0,58.7,43.5,25.9,4,37,32.4,12,0,7,462,234,729,596,57,21,19,3,48,Chiefs,2022,37908.0,
2335,Kayvon Thibodeaux,NYG,ED,740,98444,14,9,5,0,2,21,2,71.9,58.9,67.9,70.1,66.4,11,25,8.5,4,3,4,409,266,714,712,1,22,34,4,40,Giants,2022,53206.00000000001,
2336,DeMarvin Leal,PIT,ED,175,98919,11,5,2,0,0,25,0,46.0,83.5,55.2,36.0,45.1,0,3,16.7,3,0,0,94,78,168,104,20,7,10,1,3,Steelers,2022,8050.0,
2337,Travon Walker,JAX,ED,788,98940,15,13,0,2,1,15,0,60.3,29.0,59.0,60.6,40.4,6,26,18.9,10,7,4,421,296,771,720,26,24,30,3,36,Jaguars,2022,47516.399999999994,
2338,Jermaine Johnson,NYJ,ED,312,99015,14,3,0,0,0,22,0,71.7,88.4,64.6,68.7,51.6,2,9,11.1,3,0,3,151,158,309,303,2,19,21,1,14,Jets,2022,22370.4,
2339,Sam Williams,DAL,ED,274,99106,15,4,0,2,1,9,3,70.9,5.7,74.4,61.3,73.0,7,11,5.3,1,4,4,165,106,266,222,28,15,14,7,22,Cowboys,2022,19426.600000000002,
2340,Amare Barno,CAR,ED,51,99780,9,1,0,0,0,5,0,64.0,78.8,54.6,62.5,76.1,0,1,0.0,0,0,2,33,16,46,39,7,4,3,1,3,Panthers,2022,3264.0,
2341,David Ojabo,BLT,ED,21,101420,2,0,0,0,1,3,0,81.5,74.8,75.6,62.2,70.5,0,0,,0,0,1,17,3,21,21,0,1,0,0,1,Ravens,2022,1711.5,
2342,Sam Okuayinonu,TEN,ED,105,101425,6,2,0,1,0,31,0,57.2,0.0,60.5,64.6,63.2,0,3,10.0,1,3,1,65,37,104,101,3,4,7,0,4,Titans,2022,6006.0,
2343,Michael Hoecht,LA,ED,409,108840,14,7,0,0,1,26,0,65.4,85.2,60.3,66.3,80.2,4,15,3.2,1,0,5,204,174,395,382,9,17,23,1,24,Rams,2022,26748.600000000002,
2344,DaMarcus Mitchell,NE,ED,5,129826,1,0,0,0,0,19,0,52.3,70.0,53.2,,,0,0,,0,0,0,5,0,5,5,0,0,0,0,0,Patriots,2022,261.5,
2345,Brayden Thomas,LA,ED,4,138266,1,0,0,0,0,26,0,60.4,70.3,,60.0,,0,0,,0,0,0,0,4,4,4,0,0,0,0,0,Rams,2022,241.6,
2346,Josh Onujiogu,SEA,ED,11,156131,1,0,0,0,0,29,0,67.9,73.1,51.5,61.0,74.2,0,0,0.0,0,0,0,8,2,11,11,0,1,3,0,0,Seahawks,2022,746.9000000000001,
2347,Calais Campbell,ATL,ED,712,4364,17,11,1,0,1,2,1,80.0,80.9,68.5,80.2,31.9,10,25,19.0,11,1,7,413,289,695,447,164,36,36,5,42,Falcons,2023,56960.0,72.89035115469788
2348,Brandon Graham,PHI,ED,427,5538,18,1,0,0,0,24,0,84.0,73.4,80.2,72.1,73.4,2,23,6.3,1,1,5,248,157,417,364,30,13,14,3,30,Eagles,2023,35868.0,67.60970088924817
2349,Jason Pierre-Paul,MIA,ED,22,5540,3,1,0,0,0,17,0,65.8,75.7,51.3,70.5,71.4,0,0,0.0,0,0,0,8,14,21,15,5,1,1,0,0,Dolphins,2023,1447.6,64.64832826747721
2350,Jerry Hughes,HST,ED,474,5556,17,3,0,0,1,13,0,67.7,78.1,67.2,58.5,36.5,1,26,18.8,6,1,3,276,189,472,464,3,22,23,3,30,Texans,2023,32089.800000000003,65.23793920252665
2351,Von Miller,BUF,ED,298,6154,14,1,0,0,0,4,0,53.3,63.2,52.7,52.0,28.2,3,14,37.5,3,1,0,207,75,296,296,0,2,4,0,17,Bills,2023,15883.4,62.271110337626176
2352,Cameron Jordan,NO,ED,770,6176,17,15,3,0,0,20,1,73.5,81.6,63.8,72.0,56.5,3,39,10.0,5,1,3,449,310,770,684,71,21,30,2,45,Saints,2023,56595.0,54.674645161290314
2353,Justin Houston,MIA,ED,199,6222,8,3,1,0,0,17,0,63.7,51.7,61.9,54.3,47.1,2,7,16.7,2,1,1,112,68,195,193,2,6,7,2,10,Dolphins,2023,12676.300000000001,78.1905861456483
2354,Bruce Irvin,MIA,ED,54,7021,4,0,0,0,0,17,0,35.9,9.2,55.2,52.0,69.2,2,2,,0,1,1,45,4,54,54,0,1,0,0,5,Dolphins,2023,1938.6,74.96386118867171
2355,Melvin Ingram III,MIA,ED,150,7024,4,0,0,0,0,17,0,53.2,81.5,52.7,61.1,51.9,0,5,12.5,1,0,1,75,67,140,140,0,3,7,0,6,Dolphins,2023,7980.0,74.53878887070375
2356,Jadeveon Clowney,BLT,ED,747,8636,19,12,4,0,2,3,1,82.9,65.9,79.0,74.6,46.7,10,57,20.0,9,3,11,545,180,743,724,18,28,24,4,78,Ravens,2023,61926.3,
2357,Khalil Mack,LAC,ED,934,8640,17,14,6,0,6,27,0,91.8,90.5,86.3,90.8,72.3,11,59,8.3,5,0,18,534,347,912,911,1,52,41,8,88,Chargers,2023,85741.2,
2358,DeMarcus Lawrence,DAL,ED,647,8669,18,14,3,1,1,9,0,91.0,57.8,79.3,92.2,49.7,5,39,13.3,8,3,4,401,238,635,507,79,32,38,8,48,Cowboys,2023,58877.0,
2359,Kyle Van Noy,BLT,ED,562,8675,16,6,2,0,2,3,0,75.0,61.0,77.2,55.7,54.4,3,41,16.7,5,2,9,376,143,541,541,0,24,19,2,53,Ravens,2023,42150.0,
2360,Denico Autry,TEN,ED,767,8982,17,14,4,2,1,31,0,61.7,54.2,66.0,52.0,38.8,5,36,24.4,11,4,12,499,258,766,494,223,28,20,4,53,Titans,2023,47323.9,
2361,Shaquil Barrett,TB,ED,746,9000,18,17,1,0,3,30,0,73.1,35.9,82.6,68.9,64.4,8,43,10.9,6,5,5,405,242,710,708,2,21,32,2,56,Buccaneers,2023,54532.6,
2362,Kerry Hyder Jr.,HST,ED,99,9045,6,1,0,0,0,13,0,60.3,83.9,62.0,52.7,74.5,0,3,0.0,0,0,1,67,32,99,95,1,2,2,1,4,Texans,2023,5969.7,
2363,Dante Fowler Jr.,DAL,ED,275,9436,18,1,0,1,1,9,0,63.8,0.0,69.9,62.0,32.0,2,29,20.0,2,5,5,206,65,272,259,10,9,7,2,36,Cowboys,2023,17545.0,
2364,Bud Dupree,ATL,ED,725,9455,16,14,1,1,2,2,0,56.0,77.5,51.3,65.4,35.8,2,28,24.4,10,1,8,433,273,722,719,2,16,17,4,38,Falcons,2023,40600.0,
2365,Preston Smith,GB,ED,838,9471,19,12,2,1,2,12,0,70.5,68.8,66.2,72.4,59.6,14,27,17.0,9,2,11,492,296,822,816,3,34,32,1,52,Packers,2023,59079.0,
2366,Markus Golden,PIT,ED,281,9491,17,4,1,0,0,25,1,83.5,84.8,77.6,75.3,67.7,6,5,6.3,1,0,5,117,143,274,273,1,15,11,1,16,Steelers,2023,23463.5,
2367,Randy Gregory,SF,ED,488,9493,19,7,1,1,0,28,0,46.8,35.4,54.5,55.8,36.6,6,15,25.9,7,4,4,303,175,477,470,5,13,13,3,25,49ers,2023,22838.399999999998,
2368,Frank Clark,SEA,ED,178,9496,8,2,0,0,0,29,0,37.6,52.6,48.4,42.0,28.0,0,3,27.3,3,1,0,112,59,178,175,3,4,6,0,3,Seahawks,2023,6692.8,
2369,Danielle Hunter,MIN,ED,1004,9521,17,16,1,0,4,18,0,78.0,87.1,79.1,51.7,60.1,7,55,9.5,7,1,18,614,376,951,859,87,50,51,9,80,Vikings,2023,78312.0,
2370,Za'Darius Smith,CLV,ED,603,9555,17,8,1,2,1,8,0,83.1,29.6,86.8,59.6,44.8,15,40,26.7,8,5,6,402,186,579,528,38,19,14,3,61,Browns,2023,50109.299999999996,
2371,Efe Obada,WAS,ED,98,10235,5,1,0,0,0,32,0,44.0,83.2,71.8,25.9,71.7,0,6,0.0,0,0,0,63,33,97,73,7,1,1,0,6,Commanders,2023,4312.0,
2372,Joey Bosa,LAC,ED,320,10637,9,3,0,1,1,27,1,78.4,18.1,80.3,70.7,66.8,3,14,6.3,1,4,7,208,102,318,317,1,18,12,1,24,Chargers,2023,25088.0,
2373,Leonard Floyd,BUF,ED,627,10643,19,5,1,1,1,4,0,58.7,54.3,64.3,56.1,29.2,8,25,36.7,11,3,12,425,182,624,615,3,21,14,2,45,Bills,2023,36804.9,
2374,Shaq Lawson,BUF,ED,354,10653,18,4,0,0,0,4,0,46.2,54.0,54.5,48.5,28.5,6,10,26.3,5,2,1,192,154,352,331,17,6,10,1,17,Bills,2023,16354.800000000001,
2375,Emmanuel Ogbah,MIA,ED,286,10666,15,11,2,0,1,17,0,55.4,63.8,63.6,41.4,29.1,2,12,26.1,6,1,6,172,108,280,279,1,11,6,1,20,Dolphins,2023,15844.4,
2376,Jihad Ward,NYG,ED,661,10678,17,4,0,1,1,21,1,42.4,64.9,53.9,40.4,38.0,3,11,25.0,6,2,6,328,285,651,471,111,13,14,2,20,Giants,2023,28026.399999999998,
2377,Yannick Ngakoue,CHI,ED,592,10703,13,6,0,0,0,6,0,39.9,70.8,47.6,37.7,28.9,4,26,29.2,7,2,4,408,166,590,586,4,11,11,2,34,Bears,2023,23620.8,
2378,Matthew Judon,NE,ED,184,10780,4,6,0,0,0,19,0,70.2,83.0,60.4,67.3,61.8,5,7,16.7,2,0,4,94,69,174,174,0,6,4,0,16,Patriots,2023,12916.800000000001,
2379,Romeo Okwara,DET,ED,330,11250,19,4,1,0,1,11,0,66.8,88.4,63.8,63.1,28.0,3,12,28.6,4,0,2,197,110,330,307,14,6,6,0,17,Lions,2023,22044.0,
2380,Myles Garrett,CLV,ED,844,11756,17,6,3,4,4,8,1,93.9,7.6,94.7,83.7,65.7,14,60,16.2,6,12,15,522,301,828,818,8,39,25,7,89,Browns,2023,79251.6,
2381,Haason Reddick,PHI,ED,910,11768,18,7,0,0,1,24,0,73.0,73.1,73.9,63.7,54.4,13,42,20.0,7,2,13,587,275,886,883,1,24,21,4,68,Eagles,2023,66430.0,
2382,Derek Barnett,HST,ED,415,11769,16,8,0,0,0,13,0,82.4,88.1,73.9,74.3,48.9,10,8,14.3,4,0,4,213,197,413,402,11,17,16,7,22,Texans,2023,34196.0,
2383,Charles Harris,DET,ED,291,11777,13,3,0,0,0,11,0,55.9,42.8,53.7,64.8,69.4,2,20,8.3,1,2,2,199,68,279,278,1,7,8,1,24,Lions,2023,16266.9,
2384,T.J. Watt,PIT,ED,930,11785,17,11,6,0,4,25,3,91.9,69.5,91.7,80.7,59.0,19,47,11.1,6,4,20,551,323,910,910,0,49,37,5,86,Steelers,2023,85467.0,
2385,DeMarcus Walker,CHI,ED,714,11806,17,8,0,0,0,6,0,59.1,72.0,64.0,57.9,55.5,12,31,20.6,7,2,4,475,229,712,469,169,19,19,7,47,Bears,2023,42197.4,
2386,Tanoh Kpassagnon,NO,ED,406,11814,17,3,0,0,0,20,0,67.7,87.8,65.0,61.6,52.7,5,25,11.8,2,0,4,264,139,404,228,97,14,12,1,34,Saints,2023,27486.2,
2387,Dawuane Smoot,JAX,ED,340,11823,12,3,0,0,1,15,0,42.4,86.4,50.0,38.4,28.8,3,10,35.7,5,0,1,230,87,335,174,122,5,6,0,14,Jaguars,2023,14416.0,
2388,Trey Hendrickson,CIN,ED,742,11858,17,3,1,0,3,7,0,82.3,51.6,90.7,51.0,60.9,10,49,23.1,6,4,20,469,243,738,721,10,30,17,4,79,Bengals,2023,61066.6,
2389,Carl Lawson,NYJ,ED,101,11871,6,1,0,0,0,22,0,60.3,83.9,53.6,64.8,75.2,0,2,0.0,0,0,0,59,42,100,99,1,3,4,0,2,Jets,2023,6090.299999999999,
2390,Samson Ebukam,IND,ED,703,11880,17,10,0,0,3,14,0,84.4,82.9,72.6,80.0,51.5,8,30,17.0,9,1,10,450,247,693,690,3,38,34,6,48,Colts,2023,59333.200000000004,
2391,Deatrich Wise Jr.,NE,ED,615,11886,16,19,1,0,1,19,0,54.3,41.8,59.0,49.7,78.3,2,29,4.0,2,4,5,391,223,612,268,215,24,29,1,36,Patriots,2023,33394.5,
2392,Isaac Rochell,LV,ED,120,11980,8,2,0,0,0,23,0,58.8,82.5,44.1,70.9,59.3,0,2,11.1,1,0,0,28,79,118,105,11,5,6,2,2,Raiders,2023,7056.0,
2393,Sam Kamara,CLV,ED,79,24176,2,2,0,0,0,8,0,66.0,26.5,57.4,76.6,74.2,0,4,0.0,0,1,0,50,26,79,60,0,4,5,2,4,Browns,2023,5214.0,
2394,Anfernee Jennings,NE,ED,677,25449,15,12,0,0,0,19,1,63.2,65.9,55.3,85.9,46.7,2,17,14.7,11,2,2,275,344,657,657,0,46,52,11,21,Patriots,2023,42786.4,
2395,Clelin Ferrell,SF,ED,471,25955,17,9,0,0,1,28,1,60.7,90.5,60.4,47.4,61.4,9,17,18.8,6,0,4,294,176,471,453,16,17,17,5,30,49ers,2023,28589.7,
2396,Maxx Crosby,LV,ED,1080,26316,17,19,2,0,2,23,1,92.1,61.6,84.3,92.7,61.4,15,64,11.8,10,5,15,657,423,1076,1054,20,58,56,9,94,Raiders,2023,99468.0,
2397,Jeremiah Moon,BLT,ED,102,26453,6,6,0,0,1,3,0,60.7,83.6,53.5,63.1,77.4,0,1,0.0,0,0,0,43,54,99,98,0,3,4,1,1,Ravens,2023,6191.400000000001,
2398,Bryce Huff,NYJ,ED,481,27128,17,5,0,0,0,22,0,79.7,50.1,86.8,48.0,74.0,12,45,6.3,1,3,10,334,134,467,457,8,16,10,1,67,Jets,2023,38335.700000000004,
2399,Montez Sweat,CHI,ED,764,27271,17,12,3,1,3,6,0,74.8,75.6,70.6,72.9,75.1,10,38,6.8,3,2,16,518,235,763,751,9,31,29,5,64,Bears,2023,57147.2,
2400,Joshua Uche,NE,ED,331,27379,15,8,0,0,0,19,0,57.1,63.9,66.8,61.5,54.6,6,28,22.2,4,1,3,227,66,314,314,0,6,6,0,37,Patriots,2023,18900.100000000002,
2401,Joe Gaziano,ATL,ED,48,27949,2,3,0,0,0,2,0,62.0,80.7,57.3,62.3,72.8,0,1,0.0,0,0,0,19,29,48,40,5,1,1,0,1,Falcons,2023,2976.0,
2402,Andrew Van Ginkel,MIA,ED,727,30267,17,14,5,0,0,17,1,91.1,77.4,90.6,76.3,49.9,13,32,12.7,9,1,8,321,259,561,561,0,31,48,3,53,Dolphins,2023,66229.7,
2403,Cam Gill,TB,ED,81,33560,11,5,0,0,1,30,0,75.7,80.1,71.2,78.4,60.1,0,4,14.3,1,0,1,39,27,76,76,0,2,1,0,5,Buccaneers,2023,6131.7,
2404,Zack Baun,NO,ED,303,34632,17,10,1,0,0,20,0,71.1,85.5,63.6,70.3,48.4,2,11,18.8,6,0,2,137,110,252,252,0,13,16,2,15,Saints,2023,21543.3,
2405,Trevis Gipson,TEN,ED,76,35241,7,2,0,0,1,31,0,89.6,83.1,89.3,66.3,50.3,0,6,20.0,1,0,1,39,35,76,76,0,3,2,0,7,Titans,2023,6809.599999999999,
2406,Darrell Taylor,SEA,ED,522,36001,17,5,1,0,1,29,0,50.9,74.6,58.7,45.2,44.9,3,18,20.0,6,1,6,292,196,520,517,3,19,19,2,27,Seahawks,2023,26569.8,
2407,Austin Bryant,SF,ED,36,36248,2,0,0,0,0,28,0,69.6,79.8,66.3,63.8,69.6,0,3,0.0,0,0,0,23,13,36,35,0,0,1,0,3,49ers,2023,2505.6,
2408,Kyle Phillips,NO,ED,56,36340,5,2,0,0,0,20,0,52.0,80.6,60.0,47.6,38.7,0,2,25.0,1,0,0,27,29,56,45,10,1,1,0,2,Saints,2023,2912.0,
2409,Cameron Goode,MIA,ED,75,38410,9,2,0,0,0,17,0,71.7,78.9,63.1,73.2,74.2,2,2,25.0,1,0,0,40,24,70,70,0,1,1,0,4,Dolphins,2023,5377.5,
2410,Casey Toohill,WAS,ED,494,38472,16,8,1,0,0,32,1,52.1,90.8,54.0,51.7,47.4,2,8,13.6,3,0,5,291,193,494,490,3,15,11,2,15,Commanders,2023,25737.4,
2411,Ty Shelby,LAC,ED,10,41752,1,0,0,0,0,27,0,49.0,73.0,65.5,61.0,69.9,0,1,0.0,0,0,0,5,4,10,10,0,1,1,0,1,Chargers,2023,490.0,
2412,Janarius Robinson,LV,ED,78,42447,6,3,0,1,0,23,0,56.3,0.0,56.6,71.3,51.1,1,2,12.5,1,3,1,44,31,74,68,4,5,4,0,4,Raiders,2023,4391.4,
2413,Tomon Fox,NYG,ED,19,42486,1,0,0,0,0,21,0,57.5,77.0,50.6,64.4,,0,0,,0,0,0,13,3,19,18,1,0,0,0,0,Giants,2023,1092.5,
2414,Rashad Weaver,TEN,ED,240,42495,15,4,0,0,0,31,0,50.7,87.9,51.3,48.9,33.0,0,7,20.0,4,0,0,130,104,239,231,5,9,12,3,7,Titans,2023,12168.0,
2415,Keir Thomas,LA,ED,96,42509,9,2,0,0,0,26,0,57.4,24.2,53.7,68.9,76.9,2,1,0.0,0,1,0,45,32,91,91,0,1,4,0,3,Rams,2023,5510.4,
2416,Nick Bosa,SF,ED,1022,42741,20,9,3,1,2,28,1,92.2,46.9,92.3,76.4,37.1,31,75,20.7,12,7,16,694,324,1015,999,9,46,37,12,122,49ers,2023,94228.40000000001,
2417,Rashan Gary,GB,ED,667,42905,19,18,1,0,2,12,2,79.0,32.8,74.2,75.4,52.8,13,43,16.7,8,5,10,440,223,663,660,1,27,22,3,66,Packers,2023,52693.0,
2418,Khalid Kareem,CHI,ED,26,42993,1,0,0,0,0,6,0,67.7,78.5,52.2,60.3,69.2,0,1,0.0,0,0,0,21,4,26,22,3,0,1,0,1,Bears,2023,1760.2,
2419,Jonathon Cooper,DEN,ED,836,43021,17,18,1,0,1,10,2,65.2,61.3,71.0,65.7,61.9,6,40,12.7,9,3,9,421,333,821,819,0,32,44,1,55,Broncos,2023,54507.200000000004,
2420,Alex Highsmith,PIT,ED,974,43507,18,18,0,1,2,25,0,90.0,63.3,85.9,77.3,66.2,12,52,10.3,6,3,8,531,357,926,918,4,34,34,6,72,Steelers,2023,87660.0,
2421,Pat Jones II,MIN,ED,634,43974,17,9,0,0,0,18,0,37.5,61.6,45.6,39.8,34.6,8,23,16.7,6,2,1,388,199,537,442,33,16,21,4,32,Vikings,2023,23775.0,
2422,Julian Okwara,DET,ED,120,44152,9,0,1,1,0,11,0,60.2,41.0,62.5,72.7,75.7,2,5,0.0,0,1,2,82,19,118,118,0,4,4,0,9,Lions,2023,7224.0,
2423,Boogie Basham,NYG,ED,194,44320,13,2,0,0,0,21,0,55.0,82.9,50.8,57.3,62.6,0,0,10.0,1,0,0,85,105,194,189,2,6,7,0,0,Giants,2023,10670.0,
2424,Brian Burns,CAR,ED,814,44522,16,13,1,1,1,5,1,73.8,51.2,75.2,62.7,48.9,10,21,15.7,8,4,9,379,366,804,804,0,32,30,10,40,Panthers,2023,60073.2,
2425,D.J. Wonnum,MIN,ED,826,44550,15,17,5,0,0,18,1,62.3,88.1,56.8,68.6,66.1,6,23,10.2,6,0,9,465,278,796,793,2,32,36,2,38,Vikings,2023,51459.799999999996,
2426,Anthony Nelson,TB,ED,446,48405,18,8,1,0,0,30,0,59.4,74.8,60.0,53.4,61.6,4,10,12.5,5,1,2,209,172,437,409,21,16,27,4,16,Buccaneers,2023,26492.399999999998,
2427,Jonathan Greenard,HST,ED,697,48407,17,9,2,1,1,13,0,76.7,65.2,72.9,69.7,31.6,11,28,25.5,13,4,14,440,247,694,677,9,37,29,5,53,Texans,2023,53459.9,
2428,Mike Danna,KC,ED,932,48415,20,12,3,0,0,16,0,62.3,91.5,58.6,56.1,74.4,7,32,5.4,3,0,8,581,323,924,640,121,34,41,2,47,Chiefs,2023,58063.6,
2429,James Smith-Williams,WAS,ED,418,48455,13,12,0,1,0,32,0,58.6,75.5,50.0,61.4,29.2,6,16,25.0,8,1,1,246,168,418,403,13,10,12,1,23,Commanders,2023,24494.8,
2430,Sam Hubbard,CIN,ED,713,48457,15,19,0,0,0,7,2,61.9,62.6,57.5,61.1,60.9,13,21,11.5,7,3,6,409,250,699,672,19,30,35,1,40,Bengals,2023,44134.7,
2431,Tyquan Lewis,IND,ED,437,48475,17,4,3,1,0,14,0,73.7,60.4,76.6,61.9,53.7,8,31,12.0,3,2,5,259,178,437,292,102,17,18,7,44,Colts,2023,32206.9,
2432,Justin Hollins,LAC,ED,197,48498,11,3,0,0,0,27,0,53.3,50.8,46.8,71.3,52.7,0,7,13.3,2,1,1,104,79,195,195,0,5,10,0,8,Chargers,2023,10500.099999999999,
2433,Carl Granderson,NO,ED,874,48500,17,22,1,0,1,20,1,74.1,59.3,63.6,70.8,59.1,11,38,10.3,8,4,9,522,332,870,803,44,46,48,7,58,Saints,2023,64763.399999999994,
2434,Chase Winovich,MIA,ED,5,48523,2,0,0,0,0,17,0,57.2,70.6,56.2,60.0,,0,0,,0,0,0,2,3,5,5,0,0,0,0,0,Dolphins,2023,286.0,
2435,Bradley Chubb,MIA,ED,837,48526,16,22,1,1,6,17,2,88.8,58.4,84.9,71.1,51.8,13,44,16.4,12,4,13,475,305,816,814,2,39,39,5,70,Dolphins,2023,74325.59999999999,
2436,Oshane Ximines,NYG,ED,52,48538,3,2,0,1,0,21,0,70.2,1.6,63.9,60.5,29.8,1,2,25.0,1,1,0,20,19,49,48,1,1,1,0,3,Giants,2023,3650.4,
2437,Dorance Armstrong,DAL,ED,468,48557,18,9,1,0,0,9,0,69.6,74.1,69.7,58.1,71.4,4,22,9.4,3,1,9,290,168,435,321,58,23,20,1,35,Cowboys,2023,32572.799999999996,
2438,Malik Reed,MIA,ED,94,48567,5,3,0,0,0,17,0,51.0,80.3,62.5,52.6,57.5,0,0,14.3,1,0,0,23,50,74,74,0,1,3,1,0,Dolphins,2023,4794.0,
2439,Harold Landry III,TEN,ED,840,48600,17,18,0,0,0,31,0,64.6,75.8,62.6,64.2,67.3,10,26,7.9,5,2,11,435,316,783,779,1,39,40,4,47,Titans,2023,54263.99999999999,
2440,Rasheem Green,CHI,ED,385,48731,17,4,0,0,0,6,0,50.6,73.8,52.1,48.7,44.9,3,9,18.8,3,1,2,225,155,384,348,29,9,9,0,14,Bears,2023,19481.0,
2441,Uchenna Nwosu,SEA,ED,283,50084,6,2,0,1,2,29,0,68.5,40.2,65.7,70.0,28.1,3,9,26.3,5,2,2,163,97,278,277,1,13,12,4,14,Seahawks,2023,19385.5,
2442,John Franklin-Myers,NYJ,ED,626,50088,17,16,2,0,0,22,0,70.4,67.7,67.4,64.3,48.3,12,35,16.2,6,2,3,359,263,625,423,169,11,15,3,50,Jets,2023,44070.4,
2443,Josh Sweat,PHI,ED,875,50120,18,11,1,0,2,24,0,67.2,41.7,72.1,54.2,50.9,16,46,17.0,8,6,8,597,254,867,835,21,27,28,3,70,Eagles,2023,58800.0,
2444,Lorenzo Carter,ATL,ED,431,50126,17,8,0,0,1,2,2,67.0,88.3,60.2,69.6,47.4,6,12,15.0,6,0,3,226,192,429,427,1,23,26,4,21,Falcons,2023,28877.0,
2445,Ogbo Okoronkwo,CLV,ED,459,50130,15,6,1,0,0,8,1,65.3,75.4,62.8,59.3,82.7,3,25,7.1,2,1,5,287,157,448,441,6,22,20,7,33,Browns,2023,29972.699999999997,
2446,Jacob Martin,IND,ED,192,50152,17,3,0,1,0,14,0,62.1,58.0,71.5,49.7,37.1,1,11,22.2,2,1,2,107,85,190,189,1,5,4,0,14,Colts,2023,11923.2,
2447,Arden Key,TEN,ED,727,50201,17,9,0,1,2,31,0,69.4,44.0,73.0,60.1,65.0,4,29,13.3,4,5,7,476,234,718,646,42,17,17,1,40,Titans,2023,50453.8,
2448,Josh Hines-Allen,JAX,ED,880,50235,17,12,0,0,2,15,0,89.5,83.7,89.4,73.2,45.1,17,54,19.0,11,1,19,513,277,869,855,14,40,35,4,90,Jaguars,2023,78760.0,
2449,Marquis Haynes Sr.,CAR,ED,142,50244,7,1,0,0,0,5,0,71.9,81.9,56.5,84.3,61.2,1,8,12.5,2,0,1,72,51,138,138,0,8,13,2,10,Panthers,2023,10209.800000000001,
2450,Marcus Davenport,MIN,ED,118,50291,4,5,0,0,0,18,0,55.4,81.3,60.1,52.3,27.4,2,3,40.0,4,0,2,77,40,110,90,18,3,1,0,7,Vikings,2023,6537.2,
2451,Charles Omenihu,KC,ED,502,50612,14,6,2,1,3,16,0,65.1,64.1,70.6,54.0,35.9,5,24,20.0,6,2,8,318,178,502,348,86,14,18,1,37,Chiefs,2023,32680.199999999997,
2452,Benton Whitley,NYG,ED,14,54444,4,0,1,0,0,21,0,30.0,73.1,51.4,55.7,25.0,0,1,100.0,1,0,0,7,6,14,14,0,0,0,0,1,Giants,2023,420.0,
2453,Malcolm Koonce,LV,ED,501,55015,17,5,0,1,3,23,0,81.3,77.7,78.9,66.3,51.4,10,34,21.1,8,1,8,344,148,500,482,15,27,25,4,52,Raiders,2023,40731.299999999996,
2454,Boye Mafe,SEA,ED,808,55220,16,7,4,0,1,29,2,73.9,71.4,77.8,61.3,44.7,7,42,17.6,9,2,9,443,336,807,797,8,29,35,1,58,Seahawks,2023,59711.200000000004,
2455,Jalen Harris,WAS,ED,87,56321,5,1,1,0,0,32,0,59.3,83.6,53.7,61.0,75.5,1,0,0.0,0,0,0,41,45,87,87,0,3,6,0,1,Commanders,2023,5159.099999999999,
2456,BJ Thompson,KC,ED,28,56330,1,0,0,0,0,16,0,49.0,78.8,59.0,43.7,27.8,0,1,50.0,1,0,0,20,8,28,26,0,0,1,0,1,Chiefs,2023,1372.0,
2457,Chris Rumph II,LAC,ED,103,56345,6,4,0,0,0,27,1,58.2,81.9,59.9,50.4,76.9,0,5,0.0,0,0,0,63,33,103,103,0,4,4,0,5,Chargers,2023,5994.6,
2458,Victor Dimukeje,ARZ,ED,385,56347,16,5,0,0,1,1,0,67.5,86.0,66.7,60.5,70.3,3,16,18.5,5,0,5,151,195,359,354,3,14,17,1,24,Cardinals,2023,25987.5,
