Unnamed: 0_x,season,team,position,player_name,player_id,years_exp,entry_year,rookie_year,draft_club,age,pick,pff,stuart,johnson,hill,otc,adjusted_value,Year,Team,Net EPA,Win %,merge_player_x,fuzzy_matched_player,final_player_name,Unnamed: 0_y,Player,Position,Cap_Space,year,merge_player_y
21966,2019,Colts,DL,Gerri Green,00-0034997,0.0,2019.0,2019.0,Colts,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Colts,0.009,43.80%,gerri green,gerri green,gerri green,,,,,,
21967,2019,Colts,DL,Iseoluwapo Jegede,00-0035027,0.0,2019.0,2019.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Colts,0.009,43.80%,iseoluwapo jegede,,iseoluwapo jegede,,,,,,
21987,2019,Colts,OL,Cedrick Lang,00-0032646,3.0,2016.0,2016.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Colts,0.009,43.80%,cedrick lang,cedrick lang,cedrick lang,,,,,,
21989,2019,Colts,OL,Travis Vornkahl,00-0035736,0.0,2019.0,2019.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Colts,0.009,43.80%,travis vornkahl,,travis vornkahl,,,,,,
21992,2019,Colts,QB,Phillip Walker,00-0033275,2.0,2017.0,2017.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Colts,0.009,43.80%,phillip walker,phillip walker,phillip walker,,,,,,
21999,2019,Colts,RB,Darius Jackson,00-0033049,3.0,2016.0,2016.0,Cowboys,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Colts,0.009,43.80%,darius jackson,darius jackson,darius jackson,,,,,,
22000,2019,Colts,RB,D'Onta Foreman,00-0033925,2.0,2017.0,2017.0,Texans,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Colts,0.009,43.80%,donta foreman,donta foreman,donta foreman,,,,,,
22002,2019,Colts,RB,Bruce Anderson,00-0035467,0.0,2019.0,2019.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Colts,0.009,43.80%,bruce anderson,dres anderson,dres anderson,,,,,,
22008,2019,Colts,TE,Matt Lengel,00-0031788,4.0,2015.0,2015.0,MISSING,28.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Colts,0.009,43.80%,matt lengel,matt lengel,matt lengel,,,,,,
22010,2019,Colts,TE,Ian Bunting,00-0035067,0.0,2019.0,2019.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Colts,0.009,43.80%,ian bunting,ian bunting,ian bunting,,,,,,
22040,2019,Commanders,CB,Deion Harris,00-0035564,0.0,2019.0,2019.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Commanders,-0.213,18.80%,deion harris,dejon harris,dejon harris,,,,,,
22054,2019,Commanders,DL,Cameron Malveaux,00-0033403,2.0,2017.0,2017.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Commanders,-0.213,18.80%,cameron malveaux,cameron malveaux,cameron malveaux,,,,,,
22058,2019,Commanders,DL,Ryan Bee,00-0034939,0.0,2019.0,2019.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Commanders,-0.213,18.80%,ryan bee,bryan bresee,bryan bresee,,,,,,
22089,2019,Commanders,OL,Zac Kerin,00-0030937,5.0,2014.0,2014.0,MISSING,28.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Commanders,-0.213,18.80%,zac kerin,zac kerin,zac kerin,,,,,,
22091,2019,Commanders,OL,Paul Adams,00-0035007,0.0,2019.0,2019.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Commanders,-0.213,18.80%,paul adams,paul adams,paul adams,,,,,,
22110,2019,Commanders,RB,Derrick Gore,00-0035715,0.0,2019.0,2019.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Commanders,-0.213,18.80%,derrick gore,derrick gore,derrick gore,,,,,,
22115,2019,Commanders,TE,Donald Parham,00-0035329,0.0,2019.0,2019.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Commanders,-0.213,18.80%,donald parham,donald parham,donald parham,,,,,,
22117,2019,Commanders,TE,Drew Belcher,00-0035484,0.0,2019.0,2019.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Commanders,-0.213,18.80%,drew belcher,,drew belcher,,,,,,
22118,2019,Commanders,TE,Matt Flanagan,00-0034101,1.0,2018.0,2018.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Commanders,-0.213,18.80%,matt flanagan,matt flanagan,matt flanagan,,,,,,
22123,2019,Commanders,WR,Jehu Chesson,00-0033464,2.0,2017.0,2017.0,Chiefs,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Commanders,-0.213,18.80%,jehu chesson,jehu chesson,jehu chesson,,,,,,
22125,2019,Commanders,WR,Emanuel Hall,00-0035070,0.0,2019.0,2019.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Commanders,-0.213,18.80%,emanuel hall,emanuel hall,emanuel hall,,,,,,
22131,2019,Commanders,WR,Jordan Veasy,00-0034669,1.0,2018.0,2018.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Commanders,-0.213,18.80%,jordan veasy,jordan veasy,jordan veasy,,,,,,
22135,2019,Cowboys,CB,Josh Jones,00-0033903,2.0,2017.0,2017.0,Packers,24.0,61,0.322,8.4,292.0,86.21,835.0,161.83878201782818,2019,Cowboys,0.137,50.00%,josh jones,josh jones,josh jones,,,,,,
22140,2019,Cowboys,CB,Deante Burton,00-0033222,2.0,2017.0,2017.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Cowboys,0.137,50.00%,deante burton,deante burton,deante burton,,,,,,
22143,2019,Cowboys,CB,D.J. White,00-0032788,3.0,2016.0,2016.0,Chiefs,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Cowboys,0.137,50.00%,dj white,dj white,dj white,,,,,,
22146,2019,Cowboys,CB,Jameill Showers,00-0031755,4.0,2015.0,2015.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Cowboys,0.137,50.00%,jameill showers,jameill showers,jameill showers,,,,,,
22150,2019,Cowboys,CB,George Iloka,00-0029215,7.0,2012.0,2012.0,Bengals,29.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Cowboys,0.137,50.00%,george iloka,george iloka,george iloka,,,,,,
22160,2019,Cowboys,DL,Justin Hamilton,00-0031636,4.0,2015.0,2015.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Cowboys,0.137,50.00%,justin hamilton,justin hamilton,justin hamilton,,,,,,
22164,2019,Cowboys,DL,Ricky Walker,00-0035421,0.0,2019.0,2019.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Cowboys,0.137,50.00%,ricky walker,tracy walker,tracy walker,,,,,,
22165,2019,Cowboys,DL,Daniel Wise,00-0035423,0.0,2019.0,2019.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Cowboys,0.137,50.00%,daniel wise,daniel wise,daniel wise,,,,,,
22183,2019,Cowboys,OL,Marcus Henry,00-0032877,3.0,2016.0,2016.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Cowboys,0.137,50.00%,marcus henry,marcus henry,marcus henry,,,,,,
22189,2019,Cowboys,OL,Tyler Jones,00-0035502,0.0,2019.0,2019.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Cowboys,0.137,50.00%,tyler jones,tyler johnson,tyler johnson,,,,,,
22192,2019,Cowboys,OL,Derrick Puni,00-0035420,0.0,2019.0,2019.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Cowboys,0.137,50.00%,derrick puni,derrick nnadi,derrick nnadi,,,,,,
22194,2019,Cowboys,OL,Juwann Bushell-Beatty,00-0034924,0.0,2019.0,2019.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Cowboys,0.137,50.00%,juwann bushellbeatty,,juwann bushellbeatty,,,,,,
22199,2019,Cowboys,QB,Clayton Thorson,00-0035283,0.0,2019.0,2019.0,Eagles,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Cowboys,0.137,50.00%,clayton thorson,clayton thorson,clayton thorson,,,,,,
22202,2019,Cowboys,RB,Jordan Chunn,00-0034551,1.0,2018.0,2018.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Cowboys,0.137,50.00%,jordan chunn,jordan senn,jordan senn,,,,,,
22207,2019,Cowboys,TE,Cole Hikutini,00-0033315,2.0,2017.0,2017.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Cowboys,0.137,50.00%,cole hikutini,cole hikutini,cole hikutini,,,,,,
22215,2019,Cowboys,WR,Tevin Jones,00-0032728,3.0,2016.0,2016.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Cowboys,0.137,50.00%,tevin jones,steven jones,steven jones,,,,,,
22226,2019,Dolphins,CB,Ken Crawley,00-0032875,3.0,2016.0,2016.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Dolphins,-0.201,31.30%,ken crawley,ken crawley,ken crawley,,,,,,
22233,2019,Dolphins,CB,Rashard Causey,00-0035197,0.0,2019.0,2019.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Dolphins,-0.201,31.30%,rashard causey,,rashard causey,,,,,,
22235,2019,Dolphins,CB,Jake Carlock,00-0035008,0.0,2019.0,2019.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Dolphins,-0.201,31.30%,jake carlock,jake locker,jake locker,,,,,,
22251,2019,Dolphins,DL,Robert Nkemdiche,00-0032761,3.0,2016.0,2016.0,Cardinals,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Dolphins,-0.201,31.30%,robert nkemdiche,robert nkemdiche,robert nkemdiche,,,,,,
22261,2019,Dolphins,DL,Tank Carradine,00-0030457,6.0,2013.0,2013.0,49ers,29.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Dolphins,-0.201,31.30%,tank carradine,tank carder,tank carder,,,,,,
22262,2019,Dolphins,DL,Durval Queiroz,00-0035727,0.0,2019.0,2019.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Dolphins,-0.201,31.30%,durval queiroz,,durval queiroz,,,,,,
22272,2019,Dolphins,LB,Terrill Hanks,00-0035338,0.0,2019.0,2019.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Dolphins,-0.201,31.30%,terrill hanks,,terrill hanks,,,,,,
22285,2019,Dolphins,OL,Zach Sterup,00-0032921,3.0,2016.0,2016.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Dolphins,-0.201,31.30%,zach sterup,zach sterup,zach sterup,,,,,,
22287,2019,Dolphins,OL,Antonio Garcia,00-0033922,2.0,2017.0,2017.0,Patriots,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Dolphins,-0.201,31.30%,antonio garcia,antonio garcia,antonio garcia,,,,,,
22288,2019,Dolphins,OL,Andrew Donnal,00-0032246,4.0,2015.0,2015.0,Steelers,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Dolphins,-0.201,31.30%,andrew donnal,andrew donnal,andrew donnal,,,,,,
22293,2019,Dolphins,OL,Michael Dunn,00-0033995,2.0,2017.0,2017.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Dolphins,-0.201,31.30%,michael dunn,michael dunn,michael dunn,,,,,,
22295,2019,Dolphins,OL,Chidi Okeke,00-0034940,0.0,2019.0,2019.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Dolphins,-0.201,31.30%,chidi okeke,,chidi okeke,,,,,,
22298,2019,Dolphins,QB,Jake Rudock,00-0032431,3.0,2016.0,2016.0,Lions,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Dolphins,-0.201,31.30%,jake rudock,jake rudock,jake rudock,,,,,,
22302,2019,Dolphins,RB,Zach Zenner,00-0031665,4.0,2015.0,2015.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Dolphins,-0.201,31.30%,zach zenner,zach zenner,zach zenner,,,,,,
22307,2019,Dolphins,RB,Mark Walton,00-0034679,1.0,2018.0,2018.0,Bengals,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Dolphins,-0.201,31.30%,mark walton,mark walton,mark walton,,,,,,
22311,2019,Dolphins,TE,Chris Myarick,00-0035345,0.0,2019.0,2019.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Dolphins,-0.201,31.30%,chris myarick,chris myarick,chris myarick,,,,,,
22320,2019,Dolphins,WR,Andy Jones,00-0032707,3.0,2016.0,2016.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Dolphins,-0.201,31.30%,andy jones,andy jones,andy jones,,,,,,
22324,2019,Dolphins,WR,Terry Wright,00-0035097,0.0,2019.0,2019.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Dolphins,-0.201,31.30%,terry wright,eric wright,eric wright,,,,,,
22327,2019,Dolphins,WR,T.J. Rahming,00-0034927,0.0,2019.0,2019.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Dolphins,-0.201,31.30%,tj rahming,,tj rahming,,,,,,
22334,2019,Eagles,CB,Deiondre' Hall,00-0032776,3.0,2016.0,2016.0,Bears,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Eagles,0.035,52.90%,deiondre hall,deiondre hall,deiondre hall,,,,,,
22339,2019,Eagles,CB,Josh Hawkins,00-0032635,3.0,2016.0,2016.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Eagles,0.035,52.90%,josh hawkins,josh hawkins,josh hawkins,,,,,,
22343,2019,Eagles,CB,Orlando Scandrick,00-0026283,11.0,2008.0,2008.0,Cowboys,32.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Eagles,0.035,52.90%,orlando scandrick,orlando scandrick,orlando scandrick,,,,,,
22354,2019,Eagles,DL,Aziz Shittu,00-0032981,3.0,2016.0,2016.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Eagles,0.035,52.90%,aziz shittu,aziz shittu,aziz shittu,,,,,,
22358,2019,Eagles,DL,Albert Huggins,00-0035455,0.0,2019.0,2019.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Eagles,0.035,52.90%,albert huggins,albert huggins,albert huggins,,,,,,
22374,2019,Eagles,LB,Zach Brown,00-0029566,7.0,2012.0,2012.0,Titans,29.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Eagles,0.035,52.90%,zach brown,zach brown,zach brown,,,,,,
22382,2019,Eagles,OL,Dieugot Joseph,00-0033636,2.0,2017.0,2017.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Eagles,0.035,52.90%,dieugot joseph,,dieugot joseph,,,,,,
22384,2019,Eagles,OL,Keegan Render,00-0035389,0.0,2019.0,2019.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Eagles,0.035,52.90%,keegan render,,keegan render,,,,,,
22392,2019,Eagles,QB,Kyle Lauletta,00-0034369,1.0,2018.0,2018.0,Giants,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Eagles,0.035,52.90%,kyle lauletta,kyle lauletta,kyle lauletta,,,,,,
22399,2019,Eagles,RB,Jay Ajayi,00-0031590,4.0,2015.0,2015.0,Dolphins,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Eagles,0.035,52.90%,jay ajayi,jay ajayi,jay ajayi,,,,,,
22400,2019,Eagles,RB,Elijah Holyfield,00-0035442,0.0,2019.0,2019.0,MISSING,21.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Eagles,0.035,52.90%,elijah holyfield,elijah holyfield,elijah holyfield,,,,,,
22405,2019,Eagles,TE,Scott Orndoff,00-0033240,2.0,2017.0,2017.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Eagles,0.035,52.90%,scott orndoff,,scott orndoff,,,,,,
22406,2019,Eagles,TE,Alex Ellis,00-0032864,3.0,2016.0,2016.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Eagles,0.035,52.90%,alex ellis,alex ellis,alex ellis,,,,,,
22411,2019,Eagles,WR,Shelton Gibson,00-0033573,2.0,2017.0,2017.0,Eagles,24.0,166,0.102,2.0,25.0,8.3,308.0,43.715524274716685,2019,Eagles,0.035,52.90%,shelton gibson,shelton gibson,shelton gibson,,,,,,
22415,2019,Eagles,WR,Marken Michel,00-0032609,3.0,2016.0,2016.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Eagles,0.035,52.90%,marken michel,marken michel,marken michel,,,,,,
22416,2019,Eagles,WR,Marcus Green,00-0035296,0.0,2019.0,2019.0,Falcons,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Eagles,0.035,52.90%,marcus green,marshay green,marshay green,,,,,,
22417,2019,Eagles,WR,DeAndre Thompkins,00-0035385,0.0,2019.0,2019.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Eagles,0.035,52.90%,deandre thompkins,deandre hopkins,deandre hopkins,,,,,,
22418,2019,Eagles,WR,River Cracraft,00-0034054,2.0,2017.0,2017.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Eagles,0.035,52.90%,river cracraft,river cracraft,river cracraft,,,,,,
22419,2019,Eagles,WR,Tremon Smith,00-0034278,1.0,2018.0,2018.0,Chiefs,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Eagles,0.035,52.90%,tremon smith,tremon smith,tremon smith,,,,,,
22439,2019,Falcons,CB,Taveze Calhoun,00-0032663,3.0,2016.0,2016.0,MISSING,26.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Falcons,-0.03,43.80%,taveze calhoun,taveze calhoun,taveze calhoun,,,,,,
22444,2019,Falcons,CB,C.J. Reavis,00-0034526,1.0,2018.0,2018.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Falcons,-0.03,43.80%,cj reavis,cj reavis,cj reavis,,,,,,
22464,2019,Falcons,LB,Richie Brown,00-0033423,2.0,2017.0,2017.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Falcons,-0.03,43.80%,richie brown,chykie brown,chykie brown,,,,,,
22467,2019,Falcons,LB,Tre' Crawford,00-0035198,0.0,2019.0,2019.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Falcons,-0.03,43.80%,tre crawford,tyrone crawford,tyrone crawford,,,,,,
22470,2019,Falcons,LB,Quentin Poling,00-0034793,1.0,2018.0,2018.0,Dolphins,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Falcons,-0.03,43.80%,quentin poling,,quentin poling,,,,,,
22482,2019,Falcons,OL,Lukayus McNeil,00-0035132,0.0,2019.0,2019.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Falcons,-0.03,43.80%,lukayus mcneil,,lukayus mcneil,,,,,,
22484,2019,Falcons,OL,Anthony Coyle,00-0034625,1.0,2018.0,2018.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Falcons,-0.03,43.80%,anthony coyle,anthony mccoy,anthony mccoy,,,,,,
22490,2019,Falcons,QB,Danny Etling,00-0034423,1.0,2018.0,2018.0,Patriots,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Falcons,-0.03,43.80%,danny etling,danny etling,danny etling,,,,,,
22498,2019,Falcons,RB,Craig Reynolds,00-0035567,0.0,2019.0,2019.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Falcons,-0.03,43.80%,craig reynolds,craig reynolds,craig reynolds,,,,,,
22503,2019,Falcons,TE,Carson Meier,00-0035367,0.0,2019.0,2019.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Falcons,-0.03,43.80%,carson meier,carson palmer,carson palmer,,,,,,
22512,2019,Falcons,WR,Devin Gray,00-0034141,1.0,2018.0,2018.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Falcons,-0.03,43.80%,devin gray,devin gray,devin gray,,,,,,
22526,2019,Giants,CB,Derrick Baity,00-0035446,0.0,2019.0,2019.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Giants,-0.137,25.00%,derrick baity,,derrick baity,,,,,,
22542,2019,Giants,DL,Kevin Wilkins,00-0035391,0.0,2019.0,2019.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Giants,-0.137,25.00%,kevin wilkins,kevin williams,kevin williams,,,,,,
22544,2019,Giants,DL,Quinnen Williams,00-0035718,0.0,2019.0,2019.0,Jets,21.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Giants,-0.137,25.00%,quinnen williams,quinnen williams,quinnen williams,,,,,,
22553,2019,Giants,LB,Keion Adams,00-0033521,2.0,2017.0,2017.0,Steelers,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Giants,-0.137,25.00%,keion adams,keion adams,keion adams,,,,,,
22554,2019,Giants,LB,Jonathan Anderson,00-0031902,4.0,2015.0,2015.0,MISSING,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Giants,-0.137,25.00%,jonathan anderson,jonathan anderson,jonathan anderson,,,,,,
22559,2019,Giants,LB,Nate Stupar,00-0029629,7.0,2012.0,2012.0,Raiders,31.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Giants,-0.137,25.00%,nate stupar,nate stupar,nate stupar,,,,,,
22571,2019,Giants,OL,Tanner Volson,00-0035439,0.0,2019.0,2019.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Giants,-0.137,25.00%,tanner volson,,tanner volson,,,,,,
22573,2019,Giants,OL,Nate Wozniak,00-0034128,1.0,2018.0,2018.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Giants,-0.137,25.00%,nate wozniak,nate wozniak,nate wozniak,,,,,,
22582,2019,Giants,RB,Austin Walter,00-0035187,0.0,2019.0,2019.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Giants,-0.137,25.00%,austin walter,austin walter,austin walter,,,,,,
22583,2019,Giants,RB,Jon Hilliman,00-0035013,0.0,2019.0,2019.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Giants,-0.137,25.00%,jon hilliman,,jon hilliman,,,,,,
22584,2019,Giants,RB,George Aston,00-0034946,0.0,2019.0,2019.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Giants,-0.137,25.00%,george aston,george atkinson,george atkinson,,,,,,
22590,2019,Giants,TE,C.J. Conrad,00-0035009,0.0,2019.0,2019.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Giants,-0.137,25.00%,cj conrad,,cj conrad,,,,,,
22592,2019,Giants,TE,Garrett Dickerson,00-0034795,1.0,2018.0,2018.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Giants,-0.137,25.00%,garrett dickerson,garrett dickerson,garrett dickerson,,,,,,
22600,2019,Giants,WR,Bennie Fowler,00-0030670,5.0,2014.0,2014.0,MISSING,28.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Giants,-0.137,25.00%,bennie fowler,bennie fowler,bennie fowler,,,,,,
22601,2019,Giants,WR,T.J. Jones,00-0031189,5.0,2014.0,2014.0,Lions,27.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Giants,-0.137,25.00%,tj jones,tj jones,tj jones,,,,,,
22603,2019,Giants,WR,Reggie White Jr.,00-0035019,0.0,2019.0,2019.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Giants,-0.137,25.00%,reggie white,,reggie white,,,,,,
22604,2019,Giants,WR,Alex Bachman,00-0035602,0.0,2019.0,2019.0,MISSING,23.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Giants,-0.137,25.00%,alex bachman,alex bachman,alex bachman,,,,,,
22608,2019,Giants,WR,Brittan Golden,00-0029336,7.0,2012.0,2012.0,MISSING,31.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Giants,-0.137,25.00%,brittan golden,brittan golden,brittan golden,,,,,,
22614,2019,Jaguars,CB,Jayson Stanley,00-0035207,0.0,2019.0,2019.0,MISSING,22.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Jaguars,-0.125,37.50%,jayson stanley,jayson stanley,jayson stanley,,,,,,
22617,2019,Jaguars,CB,Brandon Rusnak,00-0035375,0.0,2019.0,2019.0,MISSING,24.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Jaguars,-0.125,37.50%,brandon rusnak,brandon rusnak,brandon rusnak,,,,,,
22618,2019,Jaguars,CB,Saivion Smith,00-0035370,0.0,2019.0,2019.0,MISSING,21.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Jaguars,-0.125,37.50%,saivion smith,saivion smith,saivion smith,,,,,,
22619,2019,Jaguars,CB,Cody Brown,00-0034919,0.0,2019.0,2019.0,MISSING,25.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Jaguars,-0.125,37.50%,cody brown,corey brown,corey brown,,,,,,
22622,2019,Jaguars,CB,Josh Robinson,00-0029691,7.0,2012.0,2012.0,Vikings,28.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Jaguars,-0.125,37.50%,josh robinson,josh robinson,josh robinson,,,,,,
22624,2019,Jaguars,CB,Marcus Gilchrist,00-0027988,8.0,2011.0,2011.0,Chargers,30.0,0,MISSING,MISSING,MISSING,MISSING,MISSING,0.0,2019,Jaguars,-0.125,37.50%,marcus gilchrist,marcus gilchrist,marcus gilchrist,,,,,,
